type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,NIFTY,Index Options,19-May-2026,Put,23700,156.6,353.6,-55.71,74304,21262,53042,1409285,171701.64726,171701.64726,23689.6,OPTIDXNIFTY19-05-2026PE23700,OPTIDX,249.47
RS,NIFTY,Index Options,19-May-2026,Put,22500,4.85,22,-77.95,116661,72903,43758,693742,4067.40934,4067.40934,23689.6,OPTIDXNIFTY19-05-2026PE22500,OPTIDX,60.02
RS,NIFTY,Index Options,19-May-2026,Put,23600,116.3,292.95,-60.3,63513,19804,43709,1461118,169212.80613,169212.80613,23689.6,OPTIDXNIFTY19-05-2026PE23600,OPTIDX,220.71
RS,NIFTY,Index Options,19-May-2026,Put,23400,62,193.4,-67.94,105860,65232,40628,1572538,115952.66196,115952.66196,23689.6,OPTIDXNIFTY19-05-2026PE23400,OPTIDX,62.28
RS,NIFTY,Index Options,19-May-2026,Put,23500,85.8,239.35,-64.15,106221,66372,39849,2388458,238339.4469,238339.4469,23689.6,OPTIDXNIFTY19-05-2026PE23500,OPTIDX,60.04
RS,NIFTY,Index Options,19-May-2026,Put,21100,1.35,3,-55,83045,48100,34945,207503,268.40513,268.40513,23689.6,OPTIDXNIFTY19-05-2026PE21100,OPTIDX,72.65
RS,NIFTY,Index Options,19-May-2026,Call,24500,8,9.4,-14.89,124003,91508,32495,845486,5017.53666,5017.53666,23689.6,OPTIDXNIFTY19-05-2026CE24500,OPTIDX,35.51
RS,NIFTY,Index Options,19-May-2026,Put,22000,2.2,8.6,-74.42,117374,86065,31309,476107,1256.44637,1256.44637,23689.6,OPTIDXNIFTY19-05-2026PE22000,OPTIDX,36.38
RS,NIFTY,Index Options,19-May-2026,Put,22300,3.4,14.2,-76.06,56916,26525,30391,366482,1424.51553,1424.51553,23689.6,OPTIDXNIFTY19-05-2026PE22300,OPTIDX,114.57
RS,NIFTY,Index Options,19-May-2026,Put,22600,5.7,27.7,-79.42,52839,22699,30140,435065,3232.31541,3232.31541,23689.6,OPTIDXNIFTY19-05-2026PE22600,OPTIDX,132.78
RS,NIFTY,Index Options,19-May-2026,Put,23200,31.85,120.95,-73.67,71397,41605,29792,877604,36377.1246,36377.1246,23689.6,OPTIDXNIFTY19-05-2026PE23200,OPTIDX,71.61
RS,NIFTY,Index Options,19-May-2026,Put,22700,7.5,35.2,-78.69,55510,25783,29727,424203,3978.81203,3978.81203,23689.6,OPTIDXNIFTY19-05-2026PE22700,OPTIDX,115.3
RS,NIFTY,Index Options,19-May-2026,Put,23000,17.2,74.5,-76.91,112679,85539,27140,1178692,27481.79332,27481.79332,23689.6,OPTIDXNIFTY19-05-2026PE23000,OPTIDX,31.73
RS,NIFTY,Index Options,19-May-2026,Put,23550,100.2,264.9,-62.17,35183,11586,23597,1008078,113430.44867,113430.44867,23689.6,OPTIDXNIFTY19-05-2026PE23550,OPTIDX,203.67
RS,NIFTY,Index Options,19-May-2026,Put,23650,135.05,322.85,-58.17,30432,7888,22544,686139,78231.16729,78231.16729,23689.6,OPTIDXNIFTY19-05-2026PE23650,OPTIDX,285.8
RS,NIFTY,Index Options,19-May-2026,Put,22250,3.25,13.1,-75.19,28130,6653,21477,135476,492.25204,492.25204,23689.6,OPTIDXNIFTY19-05-2026PE22250,OPTIDX,322.82
RS,NIFTY,Index Options,19-May-2026,Put,23300,44.95,153.65,-70.75,70970,52778,18192,971488,54261.97649,54261.97649,23689.6,OPTIDXNIFTY19-05-2026PE23300,OPTIDX,34.47
RS,NIFTY,Index Options,19-May-2026,Put,23750,180.15,388.35,-53.61,22117,4309,17808,571642,73522.02165,73522.02165,23689.6,OPTIDXNIFTY19-05-2026PE23750,OPTIDX,413.27
RS,KAYNES,Stock Futures,26-May-2026,-,0,3161,4069.6,-22.33,53033,35279,17754,82779,273794.02587,273794.02587,3332,FUTSTKKAYNES26-05-2026XX0,FUTSTK,50.32
RS,NIFTY,Index Options,19-May-2026,Put,23800,205.5,423.8,-51.51,28315,12216,16099,548891,83026.07599,83026.07599,23689.6,OPTIDXNIFTY19-05-2026PE23800,OPTIDX,131.79
RS,NIFTY,Index Options,19-May-2026,Put,22400,4,17.55,-77.21,38868,22818,16050,288392,1387.16552,1387.16552,23689.6,OPTIDXNIFTY19-05-2026PE22400,OPTIDX,70.34
RS,NIFTY,Index Options,19-May-2026,Put,23100,23.4,95,-75.37,47544,33960,13584,615798,18772.60203,18772.60203,23689.6,OPTIDXNIFTY19-05-2026PE23100,OPTIDX,40
RS,NIFTY,Index Options,19-May-2026,Put,22650,6.7,31.4,-78.66,23413,10016,13397,201965,1646.21671,1646.21671,23689.6,OPTIDXNIFTY19-05-2026PE22650,OPTIDX,133.76
RS,NIFTY,Index Options,19-May-2026,Put,22900,12.95,57.8,-77.6,35617,22639,12978,449887,7644.03001,7644.03001,23689.6,OPTIDXNIFTY19-05-2026PE22900,OPTIDX,57.33
RS,NIFTY,Index Options,19-May-2026,Call,24700,3.55,5.5,-35.45,37066,24138,12928,454128,1396.21653,1396.21653,23689.6,OPTIDXNIFTY19-05-2026CE24700,OPTIDX,53.56
