symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DIACABS,EQ,191.99,17.45,  10.00,10,191.99,174.51,191.99,91.55,195.35223,363.15979556999997
IDEAFORGE,EQ,848.2,77.1,  10.00,10,848.2,777.95,849.35,366,41.23344,341.981904672
BALAMINES,EQ,1623.4,270.5,  19.99,20,1623.4,1496,1945,968.1,17.72941,284.32654816999997
PNBGILTS,EQ,81.09,11.9,  17.20,20,83.02,66.91,119.8,58.6,201.43763,158.047964498
ATLANTAELE,EQ,1790,-21.3,  -1.18,5,1901.8,1785,1901.8,707.6,2.76635,51.308323355
GVPIL,BE,733,28.15,   3.99,5,740.05,690.05,740.05,235.12,3.25475,23.739821025
STLNETWORK,EQ,27.62,1.63,   6.27,10,28.58,26.01,35.4,15.75,82.99894,22.808108712
AQYLON,EQ,56.76,2.7,   4.99,5,56.76,54.5,224.7,39.26,35.63122,19.86440515
MON100,EQ,325.39,-1.77,  -0.54,20,325.39,325.39,327.16,175.05,4.54937,14.803195043
AMNPLST,EQ,202.09,33.68,  20.00,20,202.09,174.9,272,127,4.32461,8.518616778
UTLSOLAR,EQ,273.1,13,   5.00,5,273.1,260.1,313,172,2.99365,8.01400105
MODINATUR,EQ,447.4,74.55,  19.99,20,447.4,435,447.4,252.3,1.1271,5.03092356
SREEL,EQ,190.1,11.36,   6.36,20,214.48,185.01,262,165.25,2.34094,4.76264243
MAFANG,EQ,193.53,-0.65,  -0.33,20,193.53,193.53,194.18,127.88,1.44611,2.798656683
BLACKROSE,EQ,102.92,17.15,  20.00,20,102.92,100.62,102.92,80.05,2.24168,2.3057920480000003
SSFL,SM,112.95,18.8,  19.97,20,112.95,96.05,211,86,1.76,1.859264
TECHERA,SM,192.6,3.9,   2.07,5,198.1,189,325.7,149,0.896,1.7489024
MASPTOP50,EQ,80.76,0.3,   0.37,20,80.76,80.76,80.76,52.52,2.14201,1.7298872760000001
SHANKARA,BE,110.64,5.26,   4.99,5,110.64,102.77,1209.8,98.25,1.50762,1.6547637119999998
TIRUPATIFL,BE,41.4,1.97,   5.00,5,41.4,38,52,30.11,3.63794,1.479186404
MCLEODRUSS,BE,59.71,2.84,   4.99,5,59.71,59.71,68.47,28.5,2.32676,1.3893083960000001
UNIHEALTH,ST,478.6,22.75,   4.99,5,478.6,463,529.8,133.65,0.24,1.141944
FILATFASH,BE,0.25,0.01,   4.17,5,0.25,0.24,0.74,0.14,465.67971,1.1176313039999999
PARTH,ST,400.55,19.05,   4.99,5,400.55,380.1,400.55,169,0.276,1.0915248
APEXECO,ST,200.45,9.5,   4.98,5,200.45,190.25,200.45,94.9,0.52,1.036412
GSLSU,EQ,56.51,2.69,   5.00,5,56.51,52,144.4,43.72,1.59444,0.887784192
AVPINFRA,SM,86.6,4.1,   4.97,5,86.6,83,218,77,1.008,0.8540784
MAHKTECH,EQ,24.88,-0.07,  -0.28,20,24.88,24.88,35.59,20.51,2.40627,0.598679976
GRCL,SM,588,0.35,   0.06,5,617,588,617,306.65,0.095,0.5821695
FMNL,EQ,10.53,0.95,   9.92,10,10.53,9.61,19.1,6.74,5.06193,0.530996457
APSISAERO,ST,290,13.65,   4.94,5,290.15,280,316.45,147.2,0.18,0.5184
MONQ50,EQ,132.96,-1.7,  -1.26,20,132.96,132.96,134.66,71.26,0.38183,0.507681168
INSPIRISYS,BE,103.49,4.92,   4.99,5,103.49,99.8,120.74,69.92,0.49102,0.501969746
OWAIS,SM,168.5,-2.5,  -1.46,5,179.55,165,707.9,88.1,0.282,0.4873524
ACCURACY,BE,6,0.28,   4.90,5,6,5.75,9.61,3.4,6.7856,0.40442176
ZEEMEDIA,BE,8.1,0.2,   2.53,5,8.29,7.98,16.46,6.65,4.76301,0.38580381
KCEIL,ST,121,3.8,   3.24,5,123.05,118,388.05,90.85,0.275,0.33286
ESFL,ST,130.85,6.2,   4.97,5,130.85,124.35,500,109.95,0.2052,0.26485164
SEMAC,EQ,411.2,19.55,   4.99,5,411.2,401.65,568.9,205,0.06322,0.25939166
SGBNOV26,GB,15825,-169.5,  -1.06,10,17593.95,15705.01,18999,9150.57,0.00156,0.247597272
DENEERS,ST,208,9.7,   4.89,5,208.2,195.65,374.8,132,0.114,0.2355582
RHFL,BZ,2.27,0.02,   0.89,5,2.36,2.15,7.78,1.82,9.26748,0.207591552
RCOM,BE,0.94,0.02,   2.17,5,0.96,0.92,1.95,0.75,21.72224,0.202016832
KAMOPAINTS,BE,5.49,0.26,   4.97,5,5.49,5.11,12.46,3.6,3.29753,0.179055879
FORGEAUTO,SM,103.6,4.9,   4.96,5,103.6,102.5,175.5,68.45,0.156,0.16146
KDL,SM,150.5,4.4,   3.01,5,153.4,147.05,374.9,100.85,0.1005,0.15136305
TEJASCARGO,SM,392.6,18.65,   4.99,5,392.6,362,392.6,158,0.04,0.151308
ARCIIL,ST,59.85,2.85,   5.00,5,59.85,54.25,145,38.6,0.25,0.144975
MMWL,EQ,14.39,1.3,   9.93,10,14.39,12.72,16.34,9.02,1.01252,0.140639028
GREENCHEF,SM,58.55,2.75,   4.93,5,58.55,58,74.05,40.4,0.232,0.1357664
ROLLT,BE,2.29,0.1,   4.57,5,2.29,2.2,2.53,1.02,5.57165,0.12703361999999999
ONELIFECAP,EQ,20.5,0.93,   4.75,5,20.54,19.51,20.54,9.62,0.58133,0.117893724
RSSOFTWARE,BE,33.44,1.59,   4.99,5,33.44,31,91.65,21.93,0.33069,0.109392252
PRAXIS,BE,7.75,0.32,   4.31,5,7.8,7.11,14.55,5.26,1.11334,0.083834502
SHIGAN,ST,81,3,   3.85,5,81.9,81,95,41.2,0.075,0.06108
