type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,NIFTY,Index Options,19-May-2026,Call,25500,0.8,1.45,-44.83,53292,69114,-15822,232338,147.9993,147.9993,23689.6,OPTIDXNIFTY19-05-2026CE25500,OPTIDX,-22.89
SS,NIFTY,Index Options,19-May-2026,Call,26000,0.55,0.9,-38.89,58629,70917,-12288,189231,83.6401,83.6401,23689.6,OPTIDXNIFTY19-05-2026CE26000,OPTIDX,-17.33
SS,NIFTY,Index Options,19-May-2026,Call,25800,0.6,1.1,-45.45,24928,33469,-8541,54560,27.30728,27.30728,23689.6,OPTIDXNIFTY19-05-2026CE25800,OPTIDX,-25.52
SS,NIFTY,Index Options,19-May-2026,Call,25700,0.65,1.15,-43.48,12303,19201,-6898,49967,26.95719,26.95719,23689.6,OPTIDXNIFTY19-05-2026CE25700,OPTIDX,-35.93
SS,NIFTY,Index Options,19-May-2026,Call,24900,2.2,3.5,-37.14,26601,33360,-6759,265346,453.60898,453.60898,23689.6,OPTIDXNIFTY19-05-2026CE24900,OPTIDX,-20.26
SS,NIFTY,Index Options,19-May-2026,Put,24300,581.25,852.4,-31.81,8848,14783,-5935,12619,5202.99667,5202.99667,23689.6,OPTIDXNIFTY19-05-2026PE24300,OPTIDX,-40.15
SS,NIFTY,Index Options,19-May-2026,Put,21400,1.5,4,-62.5,34620,40093,-5473,71827,112.51699,112.51699,23689.6,OPTIDXNIFTY19-05-2026PE21400,OPTIDX,-13.65
SS,NIFTY,Index Options,19-May-2026,Call,25400,0.8,1.5,-46.67,16391,21578,-5187,69685,44.84229,44.84229,23689.6,OPTIDXNIFTY19-05-2026CE25400,OPTIDX,-24.04
SS,NIFTY,Index Options,19-May-2026,Call,25300,0.9,1.6,-43.75,29789,34873,-5084,119357,83.01279,83.01279,23689.6,OPTIDXNIFTY19-05-2026CE25300,OPTIDX,-14.58
SS,NIFTY,Index Options,19-May-2026,Call,24800,2.65,4.5,-41.11,52905,57972,-5067,424226,951.3268,951.3268,23689.6,OPTIDXNIFTY19-05-2026CE24800,OPTIDX,-8.74
SS,NIFTY,Index Options,26-May-2026,Put,20500,3.2,4.95,-35.35,11998,16059,-4061,15695,37.64445,37.64445,23689.6,OPTIDXNIFTY26-05-2026PE20500,OPTIDX,-25.29
SS,NIFTY,Index Options,19-May-2026,Call,25900,0.55,1,-45,7639,11542,-3903,23795,11.44539,11.44539,23689.6,OPTIDXNIFTY19-05-2026CE25900,OPTIDX,-33.82
SS,SBIN,Stock Options,26-May-2026,Call,1100,1.3,1.35,-3.7,29148,32686,-3538,27120,250.182,250.182,982.3,OPTSTKSBIN26-05-2026CE1100,OPTSTK,-10.82
SS,NIFTY,Index Options,19-May-2026,Call,25600,0.7,1.25,-44,15086,17985,-2899,54655,30.55214,30.55214,23689.6,OPTIDXNIFTY19-05-2026CE25600,OPTIDX,-16.12
SS,NIFTY,Index Options,19-May-2026,Call,24450,9.95,10.7,-7.01,15901,18719,-2818,233332,1669.84045,1669.84045,23689.6,OPTIDXNIFTY19-05-2026CE24450,OPTIDX,-15.05
SS,NIFTY,Index Options,26-May-2026,Call,26500,1.35,2.1,-35.71,22601,25041,-2440,9034,9.39536,9.39536,23689.6,OPTIDXNIFTY26-05-2026CE26500,OPTIDX,-9.74
SS,NIFTY,Index Options,19-May-2026,Put,24200,493.2,762.1,-35.28,7862,10260,-2398,16968,5892.01922,5892.01922,23689.6,OPTIDXNIFTY19-05-2026PE24200,OPTIDX,-23.37
SS,KAYNES,Stock Options,26-May-2026,Call,5000,3.55,20.05,-82.29,1804,3799,-1995,9224,29.60904,29.60904,3332,OPTSTKKAYNES26-05-2026CE5000,OPTSTK,-52.51
SS,BANKNIFTY,Index Options,26-May-2026,Call,60500,9.8,10.25,-4.39,6964,8730,-1766,16788,53.28511,53.28511,54128.95,OPTIDXBANKNIFTY26-05-2026CE60500,OPTIDX,-20.23
SS,NIFTY,Index Options,26-May-2026,Call,25300,6.3,7.9,-20.25,6790,8487,-1697,15645,65.48997,65.48997,23689.6,OPTIDXNIFTY26-05-2026CE25300,OPTIDX,-20
SS,BANKNIFTY,Index Options,26-May-2026,Put,53600,533.6,923.35,-42.21,3440,4829,-1389,45954,10502.05143,10502.05143,54128.95,OPTIDXBANKNIFTY26-05-2026PE53600,OPTIDX,-28.76
SS,NIFTY,Index Options,19-May-2026,Call,25450,0.8,1.45,-44.83,3245,4564,-1319,15312,10.15185,10.15185,23689.6,OPTIDXNIFTY19-05-2026CE25450,OPTIDX,-28.9
SS,NIFTY,Index Options,19-May-2026,Call,25950,0.6,0.95,-36.84,1570,2874,-1304,4729,2.33612,2.33612,23689.6,OPTIDXNIFTY19-05-2026CE25950,OPTIDX,-45.37
SS,BANKNIFTY,Index Options,26-May-2026,Put,55000,1179.8,1756.3,-32.82,14529,15826,-1297,20506,8162.70038,8162.70038,54128.95,OPTIDXBANKNIFTY26-05-2026PE55000,OPTIDX,-8.2
SS,JIOFIN,Stock Options,26-May-2026,Call,260,0.82,0.85,-3.53,5334,6545,-1211,3127,52.90884,52.90884,234.88,OPTSTKJIOFIN26-05-2026CE260,OPTSTK,-18.5
