symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
ONDS,Ondas Inc,11.21,2.35,26.52,243177512,72210365,5525089792
F,Ford Motor Company,14.48,0.91,6.71,185040280,53776068,57698349056
NVDA,NVIDIA Corporation,235.74,9.91,4.39,175521705,170298113,5709746405376
NOK,Nokia Corporation Sponsored,14.46,-0.25,-1.7,134952970,82256524,80723443712
POET,POET Technologies Inc.,20.57,6.2,43.15,117146094,27173768,3141268992
INTC,Intel Corporation,115.93,-4.36,-3.62,115100089,112903740,582664192000
PLUG,"Plug Power, Inc.",3.79,-0.17,-4.29,90726317,82115418,5287311872
NU,Nu Holdings Ltd.,12.93,0.11,0.86,74562887,51288313,62847549440
CSCO,"Cisco Systems, Inc.",115.53,13.66,13.41,70247469,21726947,456331132928
RDW,Redwire Corporation,13.99,2.53,22.08,63595271,21434083,2782872832
AAL,"American Airlines Group, Inc.",12.7,-0.01,-0.08,61184991,66325503,8399591424
SOFI,"SoFi Technologies, Inc.",16.02,0.71,4.64,67163033,66411375,20549515264
IREN,IREN LIMITED,58.4,3.23,5.85,57335276,38726665,20870916096
FRMI,Fermi Inc.,7.37,1.37,22.83,56463131,13425598,4698921984
AUR,"Aurora Innovation, Inc.",8.18,-0.22,-2.62,49760710,21933816,16042641408
MARA,"MARA Holdings, Inc.",13.29,0.54,4.24,51030376,47045409,5067084800
SNAP,Snap Inc.,5.36,-0.25,-4.46,48541934,50186644,8882382848
EOSE,"Eos Energy Enterprises, Inc.",8.17,-0.11,-1.33,46647016,27176854,2773829632
KEEL,Keel Infrastructure Corp.,4.61,0.46,11.08,46911794,32289842,2783650304
ACHR,Archer Aviation Inc.,6.41,-0.11,-1.69,47476069,30944752,4869023232
TSLA,"Tesla, Inc.",443.3,-1.97,-0.44,45182287,62928765,1664912326656
NVTS,Navitas Semiconductor Corporati,22.32,1.15,5.43,39866754,27620601,5216477696
MU,"Micron Technology, Inc.",776.01,-27.62,-3.44,42112651,43861234,875132878848
GRAB,Grab Holdings Limited,3.57,-0.06,-1.65,41348589,48909721,14601298944
OPEN,Opendoor Technologies Inc,4.47,-0.11,-2.4,39522657,39864478,4312372736
