symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
BHARTIARTL,BHARTIARTLEQN,1883,5.24,21279151,21279151,39391751539.69,1789.2,18-Jul-2025,,2174.5,1740.5,93.8,1820,1883.5,1889.2,1797.3,2026-05-14 16:00:27
HDFCBANK,HDFCBANKEQN,770.1,2.73,50992358,50992358,39124396599.08,749.6,19-Jun-2026,,1020.5,726.65,20.5,751,769.55,778.3,747,2026-05-14 16:00:27
KAYNES,KAYNESEQN,3332,-20.26,10655451,10655451,36709946676.18,4178.4,08-Sep-2023,,7705,3294.9,-846.4,3760.6,3336.5,3760.6,3300.6,2026-05-14 16:00:27
MTARTECH,MTARTECHEQN,7595,12.29,4682294,4682294,34484252497.08,6763.5,04-Aug-2023,,7730,1390.5,831.5,7202,7588,7730,7027.5,2026-05-14 16:00:27
NLCINDIA,NLCINDIAEQN,373.3,14.61,81913146,81913146,30502817307.48,325.7,20-Jan-2026,,387.8,220.71,47.6,348,370.9,387.8,348,2026-05-14 16:00:27
VEDL,VEDLEQN,339.5,4.99,77635934,77635934,25937389190.06,323.35,30-Apr-2026,,795,268.7,16.15,329,338.9,340.65,325.1,2026-05-14 16:00:27
ADANIENT,ADANIENTEQN,2719,8.85,9539233,9539233,25242813756.93,2498,12-Jun-2026,,2720,1753,221,2530.1,2712.9,2720,2530,2026-05-14 16:00:27
BSE,BSEEQN,4045,4.02,6138554,6138554,24617197564.04,3888.8,23-May-2025,,4065,2021.5,156.2,3922.3,4037.6,4065,3917.2,2026-05-14 16:00:27
RELIANCE,RELIANCEEQN,1368.5,0.71,17303059,17303059,23634594349.28,1358.8,14-Aug-2025,,1611.8,1290,9.7,1365.2,1361.8,1378,1358.4,2026-05-14 16:00:27
ICICIBANK,ICICIBANKEQN,1248.7,1.06,16535600,16535600,20640397344,1235.6,12-Aug-2025,,1500,1187.6,13.1,1239.1,1246,1256.7,1236,2026-05-14 16:00:27
INFY,INFYEQN,1094.1,-2.58,16914842,16914842,18576556078.08,1123.1,10-Jun-2026,,1728,1089,-29,1119.8,1095,1121.9,1089,2026-05-14 16:00:27
SBIN,SBINEQN,982.3,1.26,16487142,16487142,16118489504.88,970.1,15-May-2026,,1234.7,779.1,12.2,973.5,979.9,987,963.6,2026-05-14 16:00:27
HAL,HALEQN,4605,-0.29,3241559,3241559,15160998352.13,4618.5,18-Feb-2026,,5165,3479.1,-13.5,4649,4608,4808.6,4548,2026-05-14 16:00:27
SILVERBEES,SILVERBEESEQN,271.04,0.6,55098457,55098457,14911846402.48,269.42,,,360,90.75,1.62,269.42,270.93,273.34,266.15,2026-05-14 16:00:27
SAREGAMA,SAREGAMAEQN,385.8,15.15,38733636,38733636,14525888172.72,335.05,11-Nov-2025,,603,307.05,50.75,341,384.55,396.7,339.35,2026-05-14 16:00:27
HFCL,HFCLEQN,152,-0.95,91824844,91824844,13610278377.68,153.46,08-Sep-2025,,155.3,59.82,-1.46,154,151.59,155.3,142,2026-05-14 16:00:27
CIPLA,CIPLAEQN,1435,8.09,9166941,9166941,13015864517.67,1327.6,27-Jun-2025,,1673,1165.7,107.4,1362.2,1436.7,1442,1362.2,2026-05-14 16:00:27
MCX,MCXEQN,3360.1,4.87,3838705,3838705,12668340692.8,3204.2,02-Jan-2026,,3364,1183,155.9,3219.3,3339.1,3364,3210,2026-05-14 16:00:27
TCS,TCSEQN,2249.9,-1.01,5633313,5633313,12600707184.66,2272.8,25-May-2026,,3623,2206.4,-22.9,2265,2246,2265,2206.4,2026-05-14 16:00:27
GROWW,GROWWEQN,190,0.84,66969929,66969929,12493909954.24,188.41,,,227.2,112,1.59,189.6,189.91,190.7,182.75,2026-05-14 16:00:27
