type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,NIFTY,Index Options,19-May-2026,Call,23700,191.2,116.4,64.26,61343,37809,23534,1866680,209738.29812,209738.29812,23689.6,OPTIDXNIFTY19-05-2026CE23700,OPTIDX,62.24
RR,NIFTY,Index Options,19-May-2026,Call,23750,165.2,100.4,64.54,26430,13611,12819,989288,99580.74079,99580.74079,23689.6,OPTIDXNIFTY19-05-2026CE23750,OPTIDX,94.18
RR,NIFTY,Index Options,19-May-2026,Call,24000,69.1,45.3,52.54,107348,98566,8782,1663263,66770.02987,66770.02987,23689.6,OPTIDXNIFTY19-05-2026CE24000,OPTIDX,8.91
RR,HDFCBANK,Stock Futures,26-May-2026,-,0,770.6,752.15,2.45,495252,486647,8605,68548,289324.31374,289324.31374,770.1,FUTSTKHDFCBANK26-05-2026XX0,FUTSTK,1.77
RR,HDFCBANK,Stock Futures,28-Jul-2026,-,0,767,748.1,2.53,14195,6607,7588,8481,41764.93893,41764.93893,770.1,FUTSTKHDFCBANK28-07-2026XX0,FUTSTK,114.85
RR,NIFTY,Index Options,19-May-2026,Call,23800,141.2,86.15,63.9,64027,57020,7007,1409353,114335.87615,114335.87615,23689.6,OPTIDXNIFTY19-05-2026CE23800,OPTIDX,12.29
RR,NIFTY,Index Options,19-May-2026,Call,24150,37.2,27.65,34.54,18424,12249,6175,366754,8400.86712,8400.86712,23689.6,OPTIDXNIFTY19-05-2026CE24150,OPTIDX,50.41
RR,NIFTY,Index Options,26-May-2026,Call,23700,322,226.1,42.41,18502,12582,5920,70582,13795.60481,13795.60481,23689.6,OPTIDXNIFTY26-05-2026CE23700,OPTIDX,47.05
RR,NIFTY,Index Options,19-May-2026,Call,24200,29.85,23.45,27.29,59894,54530,5364,791912,15128.29089,15128.29089,23689.6,OPTIDXNIFTY19-05-2026CE24200,OPTIDX,9.84
RR,NIFTY,Index Options,19-May-2026,Call,24100,46,32.55,41.32,44531,39308,5223,706902,19610.87528,19610.87528,23689.6,OPTIDXNIFTY19-05-2026CE24100,OPTIDX,13.29
RR,NIFTY,Index Options,19-May-2026,Call,24050,56.4,38.4,46.88,17262,12058,5204,426045,14253.54849,14253.54849,23689.6,OPTIDXNIFTY19-05-2026CE24050,OPTIDX,43.16
RR,HDFCBANK,Stock Options,30-Jun-2026,Call,800,15,9.65,55.44,11980,7391,4589,10844,866.00184,866.00184,770.1,OPTSTKHDFCBANK30-06-2026CE800,OPTSTK,62.09
RR,NIFTY,Index Options,26-May-2026,Call,24500,52.3,39.55,32.24,81156,76671,4485,142537,4513.86171,4513.86171,23689.6,OPTIDXNIFTY26-05-2026CE24500,OPTIDX,5.85
RR,KAYNES,Stock Options,26-May-2026,Put,3000,107,3.65,2831.51,4600,195,4405,45890,3048.4727,3048.4727,3332,OPTSTKKAYNES26-05-2026PE3000,OPTSTK,2258.97
RR,RELIANCE,Stock Futures,26-May-2026,-,0,1374.4,1365.2,0.67,164326,160100,4226,16152,110852.7912,110852.7912,1368.5,FUTSTKRELIANCE26-05-2026XX0,FUTSTK,2.64
RR,NIFTY,Index Options,19-May-2026,Call,24300,19.75,16.8,17.56,55165,50944,4221,691561,8621.69098,8621.69098,23689.6,OPTIDXNIFTY19-05-2026CE24300,OPTIDX,8.29
RR,VEDL,Stock Futures,26-May-2026,-,0,337.85,324.1,4.24,30702,26863,3839,23838,91495.96512,91495.96512,339.5,FUTSTKVEDL26-05-2026XX0,FUTSTK,14.29
RR,ADANIENT,Stock Options,26-May-2026,Call,2800,65.7,8.05,716.15,4244,537,3707,20993,2735.49916,2735.49916,2719,OPTSTKADANIENT26-05-2026CE2800,OPTSTK,690.32
RR,NIFTY,Index Options,19-May-2026,Call,23850,120,74.15,61.83,16593,12933,3660,609299,41869.80868,41869.80868,23689.6,OPTIDXNIFTY19-05-2026CE23850,OPTIDX,28.3
RR,NIFTY,Index Options,19-May-2026,Call,24350,15.3,14.45,5.88,28874,25257,3617,349201,3668.0073,3668.0073,23689.6,OPTIDXNIFTY19-05-2026CE24350,OPTIDX,14.32
RR,TMPV,Stock Futures,30-Jun-2026,-,0,339.25,338.8,0.13,11095,7618,3477,7025,18959.07,18959.07,338,FUTSTKTMPV30-06-2026XX0,FUTSTK,45.64
RR,TMPV,Stock Futures,26-May-2026,-,0,338.75,338.35,0.12,86167,82878,3289,14317,38677.66184,38677.66184,338,FUTSTKTMPV26-05-2026XX0,FUTSTK,3.97
RR,RELIANCE,Stock Futures,30-Jun-2026,-,0,1382,1373,0.66,53322,50262,3060,4750,32786.4,32786.4,1368.5,FUTSTKRELIANCE30-06-2026XX0,FUTSTK,6.09
RR,ASHOKLEY,Stock Futures,26-May-2026,-,0,155,153.84,0.75,30475,27703,2772,9619,73792.1585,73792.1585,154.7,FUTSTKASHOKLEY26-05-2026XX0,FUTSTK,10.01
RR,NIFTY,Index Options,30-Jun-2026,Call,24300,358.4,289.4,23.84,4941,2236,2705,5497,1223.84108,1223.84108,23689.6,OPTIDXNIFTY30-06-2026CE24300,OPTIDX,120.97
