type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,NIFTY,Index Options,19-May-2026,Call,23900,100.95,62.65,61.13,44078,68666,-24588,934798,53476.52178,53476.52178,23689.6,OPTIDXNIFTY19-05-2026CE23900,OPTIDX,-35.81
SR,NIFTY,Index Options,19-May-2026,Call,23500,318.9,199.85,59.57,57270,79146,-21876,1754531,269395.95333,269395.95333,23689.6,OPTIDXNIFTY19-05-2026CE23500,OPTIDX,-27.64
SR,NIFTY,Index Options,19-May-2026,Call,23400,395.9,252.8,56.61,18946,34314,-15368,475903,90805.86167,90805.86167,23689.6,OPTIDXNIFTY19-05-2026CE23400,OPTIDX,-44.79
SR,NIFTY,Index Options,19-May-2026,Call,23550,285.25,176.55,61.57,13023,26972,-13949,952181,129093.84343,129093.84343,23689.6,OPTIDXNIFTY19-05-2026CE23550,OPTIDX,-51.72
SR,NIFTY,Index Options,19-May-2026,Call,23600,251.95,154.35,63.23,30146,39770,-9624,1489314,191393.97611,191393.97611,23689.6,OPTIDXNIFTY19-05-2026CE23600,OPTIDX,-24.2
SR,NIFTY,Index Options,19-May-2026,Call,23450,354.8,225.85,57.1,9988,18934,-8946,478958,76899.82012,76899.82012,23689.6,OPTIDXNIFTY19-05-2026CE23450,OPTIDX,-47.25
SR,NIFTY,Index Futures,26-May-2026,-,0,23730,23462.4,1.14,275546,283922,-8376,85264,1310563.44265,1310563.44265,23689.6,FUTIDXNIFTY26-05-2026XX0,FUTIDX,-2.95
SR,NIFTY,Index Options,26-May-2026,Call,24000,180,124.15,44.99,82923,89510,-6587,185326,19341.36266,19341.36266,23689.6,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,-7.36
SR,NIFTY,Index Options,19-May-2026,Call,23300,474.8,313.2,51.6,9406,14694,-5288,133463,31693.59207,31693.59207,23689.6,OPTIDXNIFTY19-05-2026CE23300,OPTIDX,-35.99
SR,BANKNIFTY,Index Options,26-May-2026,Call,58000,52.95,45.95,15.23,39907,45194,-5287,72789,1060.17178,1060.17178,54128.95,OPTIDXBANKNIFTY26-05-2026CE58000,OPTIDX,-11.7
SR,HDFCBANK,Stock Options,26-May-2026,Call,800,4.25,3.1,37.1,25403,29779,-4376,45855,1263.53452,1263.53452,770.1,OPTSTKHDFCBANK26-05-2026CE800,OPTSTK,-14.69
SR,SBIN,Stock Options,26-May-2026,Call,980,14.45,12.25,17.96,7303,10873,-3570,30213,3061.33222,3061.33222,982.3,OPTSTKSBIN26-05-2026CE980,OPTSTK,-32.83
SR,BANKNIFTY,Index Options,26-May-2026,Call,56000,242.45,187.6,29.24,39167,42715,-3548,100096,6640.56883,6640.56883,54128.95,OPTIDXBANKNIFTY26-05-2026CE56000,OPTIDX,-8.31
SR,BANKNIFTY,Index Options,26-May-2026,Call,60000,13.8,12.85,7.39,68693,72241,-3548,60101,250.62117,250.62117,54128.95,OPTIDXBANKNIFTY26-05-2026CE60000,OPTIDX,-4.91
SR,NIFTY,Index Options,26-May-2026,Call,23500,440,318.6,38.1,38647,42070,-3423,117048,28980.08989,28980.08989,23689.6,OPTIDXNIFTY26-05-2026CE23500,OPTIDX,-8.14
SR,ADANIENT,Stock Options,26-May-2026,Call,2500,243,79.6,205.28,2746,5852,-3106,10385,5041.60491,5041.60491,2719,OPTSTKADANIENT26-05-2026CE2500,OPTSTK,-53.08
SR,NIFTY,Index Options,26-May-2026,Call,23400,514.95,371.05,38.78,7995,11084,-3089,30018,8422.2253,8422.2253,23689.6,OPTIDXNIFTY26-05-2026CE23400,OPTIDX,-27.87
SR,BANKNIFTY,Index Futures,26-May-2026,-,0,54348,53613.8,1.37,74762,77756,-2994,35583,577440.56817,577440.56817,54128.95,FUTIDXBANKNIFTY26-05-2026XX0,FUTIDX,-3.85
SR,BANKNIFTY,Index Options,26-May-2026,Call,59500,18.5,17.3,6.94,7552,10404,-2852,19833,110.25164,110.25164,54128.95,OPTIDXBANKNIFTY26-05-2026CE59500,OPTIDX,-27.41
SR,BANKNIFTY,Index Options,26-May-2026,Call,54000,1003.45,750,33.79,16013,18679,-2666,151285,41456.47726,41456.47726,54128.95,OPTIDXBANKNIFTY26-05-2026CE54000,OPTIDX,-14.27
SR,BANKNIFTY,Index Options,26-May-2026,Call,59000,25.8,23.75,8.63,25247,27784,-2537,53608,400.7734,400.7734,54128.95,OPTIDXBANKNIFTY26-05-2026CE59000,OPTIDX,-9.13
SR,BANKNIFTY,Index Options,26-May-2026,Call,55000,528.35,387.05,36.51,20860,23123,-2263,128027,18402.47295,18402.47295,54128.95,OPTIDXBANKNIFTY26-05-2026CE55000,OPTIDX,-9.79
SR,NIFTY,Index Options,26-May-2026,Call,23000,807.65,629.35,28.33,13980,16223,-2243,11213,5342.6525,5342.6525,23689.6,OPTIDXNIFTY26-05-2026CE23000,OPTIDX,-13.83
SR,SBIN,Stock Options,26-May-2026,Call,1020,5.2,4.85,7.22,6794,8858,-2064,17497,674.50935,674.50935,982.3,OPTSTKSBIN26-05-2026CE1020,OPTSTK,-23.3
SR,HDFCBANK,Stock Options,26-May-2026,Call,780,9.95,5.8,71.55,8287,10343,-2056,30448,1639.47256,1639.47256,770.1,OPTSTKHDFCBANK26-05-2026CE780,OPTSTK,-19.88
