symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,104.47,8.67,9.05,139493818,113398119,552239431680
ATAI,AtaiBeckley Inc.,7.28,-0.11,-1.49,119739666,12412487,2699894784
NVDA,NVIDIA Corporation,225.73,-4.63,-2.01,118984635,135513762,5450701996032
NOK,Nokia Corporation Sponsored,10.65,0.62,6.18,112224091,87720733,59625566208
SPCX,Space Exploration Technologies ,153.47,5.52,3.73,85369403,109715547,2023007846400
PLUG,"Plug Power, Inc.",2.26,0.09,4.15,76176360,55075833,3157661184
NU,Nu Holdings Ltd.,15.33,-0.04,-0.26,75335311,75900848,74054459392
PCG,Pacific Gas & Electric Co.,14.82,0.52,3.64,65840999,29560927,32639078400
PATH,"UiPath, Inc.",14.01,-1.18,-7.77,62432347,69637750,7258865152
AAL,"American Airlines Group, Inc.",12.91,-0.22,-1.68,54954527,105078814,8546031616
SMR,NuScale Power Corporation,11.18,1.48,15.26,53716959,31876561,4588155392
MARA,"MARA Holdings, Inc.",11.83,0.52,4.6,53279871,46898427,4569920512
CRWV,"CoreWeave, Inc.",99.83,10.47,11.72,50881908,27863619,55059898368
TSLA,"Tesla, Inc.",368.16,14.08,3.98,50850639,41690243,1454065451008
IREN,IREN LIMITED,46.93,2.25,5.04,50573887,44226098,18493173760
GRAB,Grab Holdings Limited,3.25,-0.17,-4.97,53480704,45088804,13296731136
F,Ford Motor Company,14.0,-0.62,-4.24,46314309,49467577,55826341888
KEEL,Keel Infrastructure Corp.,3.73,0.26,7.49,43599677,42534666,2303547904
ONDS,Ondas Inc,7.62,0.0,0.0,42813158,81461837,4354484224
SMCI,"Super Micro Computer, Inc.",40.26,0.67,1.69,42112848,56997045,26449424384
RGTI,"Rigetti Computing, Inc.",15.81,0.61,4.01,41995345,23364120,5276883968
RIG,Transocean Ltd (Switzerland),5.76,-0.09,-1.54,40754214,39693280,6433229824
IONQ,"IonQ, Inc.",40.47,0.95,2.4,39909548,20922814,16395840512
CIFR,Cipher Digital Inc.,18.51,0.77,4.34,39780237,29604124,7682218496
SOUN,"SoundHound AI, Inc.",6.57,-0.17,-2.52,39241660,30219198,2917817088
