symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
IFCI,IFCIEQN,92.25,-10.01,217424506,217424506,20624888639.16,102.51,19-Sep-2024,,107.5,46.23,-10.26,103.4,92.61,103.59,91.77,2026-09-08 16:00:28
GVT&D,GVT&DEQN,4750,8.77,4274212,4274212,20116365067.4,4367.2,21-Aug-2026,,5650,2523.2,382.8,4636.1,4750,4793,4610,2026-09-08 16:00:28
MIDHANI,MIDHANIEQN,470.9,12.15,36384306,36384306,17083159353.12,419.9,18-Mar-2026,,482.4,266.65,51,422.5,477,482.4,421,2026-09-08 16:00:28
ICICIBANK,ICICIBANKEQN,1399.4,-1.97,12123411,12123411,17010236739.99,1427.5,03-Aug-2026,,1480,1187.6,-28.1,1424,1399.4,1424.9,1396.3,2026-09-08 16:00:28
MVELECTRO,MVELECTROEQN,905,12.22,18775267,18775267,16088150786.96,806.45,-,,917.8,516.55,98.55,820,883.25,917.8,815.2,2026-09-08 16:00:28
ESDS,ESDSEQN,1308.05,20,12761472,12761472,15784154257.92,1090.05,-,,1308.05,756,218,1189,1308.05,1308.05,1140.6,2026-09-08 16:00:28
PCJEWELLER,PCJEWELLEREQN,13.55,-2.73,1114322441,1114322441,15165928422.01,13.93,16-Dec-2024,,15.38,7.47,-0.38,14.23,13.52,14.44,13.18,2026-09-08 16:00:28
DATAPATTNS,DATAPATTNSEQN,4940,7.61,2894206,2894206,14061413024.82,4590.8,24-Jul-2026,,5000,2131,349.2,4617.1,4932.3,4950,4617.1,2026-09-08 16:00:28
HDFCBANK,HDFCBANKEQN,703,-1.06,19883515,19883515,14013304866.55,710.5,19-Jun-2026,,1020.5,698.5,-7.5,707.1,703,708.9,703,2026-09-08 16:00:28
HINDCOPPER,HINDCOPPEREQN,533,4.69,24876043,24876043,13196492051.07,509.1,13-Feb-2026,,760.05,241.52,23.9,520,532.85,537,520,2026-09-08 16:00:28
HAL,HALEQN,5031.1,3.62,2553021,2553021,12825177584.13,4855.2,14-Aug-2026,,5149.9,3479.1,175.9,4904.1,5031.1,5072,4903.7,2026-09-08 16:00:28
RELIANCE,RELIANCEEQN,1294.9,-1.11,9799528,9799528,12682255151.76,1309.5,05-Jun-2026,,1611.8,1249.8,-14.6,1304.1,1294.9,1306.8,1288,2026-09-08 16:00:28
RAYMOND,RAYMONDEQN,856.85,10.93,13357784,13357784,11271966028.4,772.4,14-May-2025,,869,320,84.45,775,857.8,869,775,2026-09-08 16:00:28
DEEPA,DEEPAEQN,194.7,-11.9,50931963,50931963,10368729027.54,177,-,,222,193,-26.3,221,194.37,222,193,2026-09-08 16:00:28
ANTELOPUS,ANTELOPUSEQN,1109.8,12.64,9401224,9401224,10226275418.24,985.3,22-Sep-2023,,1127.5,357,124.5,987.5,1099.15,1127.5,971.4,2026-09-08 16:00:28
BSE,BSEEQN,3394,-1.51,2850676,2850676,9681722392.04,3446.2,10-Jul-2026,,4446.8,2021.5,-52.2,3440,3394,3442.2,3362,2026-09-08 16:00:28
BEL,BELEQN,410.55,1.62,23225496,23225496,9582839649.6,404,13-Aug-2026,,473.45,369.9,6.55,408,410.55,416,406.5,2026-09-08 16:00:28
NIACL,NIACLEQN,205,-11.33,45314645,45314645,9404148276.85,231.2,10-Jul-2026,,242.6,116.97,-26.2,231.2,205.22,232,199.52,2026-09-08 16:00:28
POWERINDIA,POWERINDIAEQN,31135,-2.01,278064,278064,8632371751.2,31775,21-Aug-2026,,38785,16111,-640,31500,31135,31570,30550,2026-09-08 16:00:28
DIVISLAB,DIVISLABEQN,9575,2.79,838906,838906,7947568939.38,9315,24-Jul-2026,,9588,5636.5,260,9375.5,9575,9588,9253,2026-09-08 16:00:28
