symbol,shortName,price,changePct,volume
ROIV,Roivant Sciences Ltd.,41.48,18.75,24595112
SEI,"Solaris Energy Infrastructure, ",63.96,16.29,4992002
SMR,NuScale Power Corporation,11.18,15.26,53716959
AXTI,AXT Inc,69.56,12.85,13728460
DOCN,"DigitalOcean Holdings, Inc.",126.69,12.64,4353608
CRWV,"CoreWeave, Inc.",99.83,11.72,50881908
FRMI,Fermi Inc.,5.71,11.52,27597049
VIAV,Viavi Solutions Inc.,38.75,11.16,7078245
LITE,Lumentum Holdings Inc.,978.535,11.04,7361948
MLYS,"Mineralys Therapeutics, Inc.",31.12,10.32,2593052
BRVE,"Braveheart Bio, Inc.",29.41,9.99,613229
SMTC,Semtech Corporation,162.62,9.96,4845381
BE,Bloom Energy Corporation,277.22,9.63,27395461
INTC,Intel Corporation,104.47,9.05,139493818
ALM,Almonty Industries Inc.,19.12,8.82,10301708
