symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
CEMPRO,EQ,1431.4,68.1,   5.00,5,1431.4,1380,1431.4,503.3,12.53308,178.920996772
EBGNG,EQ,672.5,15.8,   2.41,5,689.5,661,689.5,239,19.42332,132.536966352
VISL,EQ,42.65,3.87,   9.98,10,42.65,41.62,42.65,19.06,271.27939,115.402252506
CORDELIA,EQ,734.9,66.8,  10.00,10,734.9,680,734.9,623.1,14.84942,106.085741422
COMSYN,EQ,187.66,31.27,  19.99,20,187.66,156.21,199.9,123.3,46.8235,85.24218175
HEXAGON,EQ,72,12,  20.00,20,72,59.27,72,48.1,113.54569,78.607681187
SETL,EQ,296.55,14.1,   4.99,5,296.55,287,296.55,104.56,25.30686,74.49074241
UTLSOLAR,EQ,347.2,7.95,   2.34,5,356.2,335.1,365,172,15.50818,53.743597789999995
ONMOBILE,EQ,77.68,12.94,  19.99,20,77.68,64,77.68,40.21,69.77101,51.197967138
MON100,EQ,335.9,5.99,   1.82,20,335.9,335.01,342.55,183.15,14.44814,48.528412632
IFGLEXPOR,EQ,214.62,35.77,  20.00,20,214.62,179.44,338,119.68,22.98089,46.968342981999996
PFOCUS,BE,243.6,11.54,   4.97,5,243.66,234.38,367,111.1,14.79953,35.820782412
STYLEBAAZA,BE,307.8,14.65,   5.00,5,307.8,284,427,229.95,10.45926,32.08378005
WEBELSOLAR,EQ,105.92,5.04,   5.00,5,105.92,101.4,157.3,50.4,25.04973,26.319751311
BLUSPRING,EQ,121.23,11.02,  10.00,10,121.23,111,121.23,43.98,22.1063,25.7317332
NPST,EQ,1676,54.2,   3.34,10,1783.9,1622.4,2388.3,846.6,1.28241,22.15747998
VIDYAWIRES,EQ,100.1,2.52,   2.58,5,102.45,99.4,117.35,42.51,15.77343,15.910658841
VELJAN,EQ,1889.6,171.7,   9.99,10,1889.6,1718.8,1889.6,812,0.51188,9.533406684000001
UFBL,EQ,672.95,32,   4.99,5,672.95,651,728.4,172.34,1.29219,8.660386598999999
SWANDEF,BE,2359,103.6,   4.59,5,2368.1,2269.1,2489,207.33,0.34129,8.038130338
UTSSAV,ST,485.1,23.1,   5.00,5,485.1,465.1,485.1,160.05,1.278,6.1464132
KSHITIJPOL,BE,3.93,0.18,   4.80,5,3.93,3.65,7.2,1.88,153.16417,5.9580862130000005
URAVIDEF,EQ,130.36,0.21,   0.16,10,143.16,130.36,553.95,108.03,4.15955,5.742258775
JINDALPOLY,EQ,638.6,26.25,   4.29,5,642.95,610,1026.45,365,0.74861,4.704190379
RAJESHEXPO,BZ,91.68,4.36,   4.99,5,91.68,86,237.88,72.63,3.68691,3.355825482
VIPULLTD,EQ,15.55,0.74,   5.00,5,15.55,14.86,15.55,7.38,19.74909,3.019635861
VIVIDEL,ST,1240,15.25,   1.25,5,1285.95,1186.5,1429,556,0.2424,3.0062448
CLAYCRAFT,ST,194,9.2,   4.98,5,194,183,224,181.2,1.344,2.5910976
MODISONLTD,BE,308.15,14.65,   4.99,5,308.15,289,362.7,114,0.8183,2.48820481
MONQ50,EQ,147.24,2.21,   1.52,20,147.24,145.03,147.24,72.18,1.66632,2.4533229359999997
DEEDEV,BE,709.3,33.75,   5.00,5,709.3,709.3,760,183,0.32611,2.31309823
MASPTOP50,EQ,78.02,1.19,   1.55,20,78.02,74.9,82.78,53.26,2.34151,1.826611951
SHREEDHAR,ST,59.95,2.85,   4.99,5,59.95,56.5,59.95,54.4,2.98,1.726314
SALSTEEL,BE,58.99,1.96,   3.44,5,59.88,56.75,65.5,14.37,2.34482,1.392119634
REGAAL,BE,82.4,3.86,   4.91,5,82.46,78.1,145.7,57.27,1.64451,1.345373631
ECOSMOBLTY,BE,138.19,6.58,   5.00,5,138.19,130,358.4,103.94,0.94105,1.289897235
MAFANG,EQ,188.36,1.73,   0.93,20,188.36,188.36,208.38,132.86,0.67674,1.274707464
PURPLEUTED,ST,481,15.8,   3.40,5,488.45,470,587.95,244.45,0.255,1.224306
LAXMIINDIA,BE,108.5,5.16,   4.99,5,108.5,103.05,180.9,71.06,1.09438,1.170111096
BEWLTD,SM,66.9,1.4,   2.14,10,72.05,65.5,175.6,57.3,1.325,0.923525
BRANDMAN,ST,187.15,8.9,   4.99,5,187.15,179.15,243.8,109.35,0.408,0.7614504
DURLAX,ST,50,2.15,   4.49,5,50.2,47.8,64.35,28.03,1.4,0.69496
FROG,ST,165.6,-2.2,  -1.31,5,176.15,163,277,123.5,0.404,0.6888604
KHADIM,BE,110,3.25,   3.04,5,112.08,107,311.1,77.47,0.6233,0.68531835
DISHTV,BE,3.08,0.06,   1.99,5,3.17,3,6.54,1.82,18.89339,0.587584429
MAHASTEEL,EQ,802.5,38.2,   5.00,5,802.5,738,1050,312.2,0.07422,0.58062306
MAHKTECH,EQ,21.75,0.41,   1.92,20,21.75,21.34,35.59,20.51,2.36052,0.5131770480000001
LOKESHMACH,BE,299.95,14.25,   4.99,5,299.95,299.95,300,138.96,0.16107,0.48312946500000004
DHANLAXMI,SM,25.1,-0.7,  -2.71,20,30.95,25.1,53.5,20.05,1.7,0.4777
MOS,ST,14.05,0.5,   3.69,5,14.2,13.35,28.55,9.05,3.04,0.43016
HITECHGEAR,BE,700,21.95,   3.24,5,711.95,680,897.45,521.25,0.05929,0.41425330099999996
FILATFASH,BE,0.19,0.01,   5.56,5,0.19,0.18,0.74,0.14,221.50617,0.398711106
MOBILISE,ST,100,4.25,   4.44,5,100.5,100,125.9,45,0.368,0.3680736
BROOKS,BE,75.91,3.61,   4.99,5,75.91,72,164.02,36.3,0.48299,0.363594872
KCEIL,ST,88.45,4.2,   4.99,5,88.45,85.95,388.05,74.7,0.365,0.320908
