changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-86613,07-Jul-2026,Index Options,86949,237,Call,45.71,171790.10118,162.65,173562,24000,NIFTY,171790.10118,SR,24175.7,1278752,OPTIDXNIFTY07-07-2026CE24000,OPTIDX,-49.9
-29061,07-Jul-2026,Index Options,37393,199.25,Call,44.75,104997.61955,137.65,66454,24050,NIFTY,104997.61955,SR,24175.7,938174,OPTIDXNIFTY07-07-2026CE24050,OPTIDX,-43.73
-21775,07-Jul-2026,Index Options,10877,277,Call,44.35,32695.05057,191.9,32652,23950,NIFTY,32695.05057,SR,24175.7,208740,OPTIDXNIFTY07-07-2026CE23950,OPTIDX,-66.69
-15785,28-Jul-2026,Index Options,100015,459.05,Call,18.74,21639.51071,386.6,115800,24000,NIFTY,21639.51071,SR,24175.7,75873,OPTIDXNIFTY28-07-2026CE24000,OPTIDX,-13.63
-10042,07-Jul-2026,Index Options,30338,318.3,Call,42.64,45053.74447,223.15,40380,23900,NIFTY,45053.74447,SR,24175.7,247442,OPTIDXNIFTY07-07-2026CE23900,OPTIDX,-24.87
-9452,07-Jul-2026,Index Options,69910,165.9,Call,46.04,285913.31044,113.6,79362,24100,NIFTY,285913.31044,SR,24175.7,3072338,OPTIDXNIFTY07-07-2026CE24100,OPTIDX,-11.91
-5235,28-Jul-2026,Index Options,61449,182.75,Call,15.77,7508.9044,157.85,66684,24500,NIFTY,7508.9044,SR,24175.7,63037,OPTIDXNIFTY28-07-2026CE24500,OPTIDX,-7.85
-5085,28-Jul-2026,Index Futures,270247,24270.1,-,0.74,687548.42676,24092.6,275332,0,NIFTY,687548.42676,SR,24175.7,43674,FUTIDXNIFTY28-07-2026XX0,FUTIDX,-1.85
-4746,28-Jul-2026,Index Options,7862,532.6,Call,19.12,4172.91923,447.1,12608,23900,NIFTY,4172.91923,SR,24175.7,12687,OPTIDXNIFTY28-07-2026CE23900,OPTIDX,-37.64
-3656,28-Jul-2026,Stock Futures,304865,1046,-,5.84,222370.51836,988.3,308521,0,INFY,222370.51836,SR,1042.6,53787,FUTSTKINFY28-07-2026XX0,FUTSTK,-1.19
-3345,14-Jul-2026,Index Options,7652,323,Call,29.23,6640.04896,249.95,10997,24000,NIFTY,6640.04896,SR,24175.7,34241,OPTIDXNIFTY14-07-2026CE24000,OPTIDX,-30.42
-2830,28-Jul-2026,Stock Options,3250,69.95,Call,80.52,868.6846,38.75,6080,5000,PERSISTENT,868.6846,SR,4587,11464,OPTSTKPERSISTENT28-07-2026CE5000,OPTSTK,-46.55
-2752,07-Jul-2026,Index Options,14899,406.8,Call,38.96,20021.60784,292.75,17651,23800,NIFTY,20021.60784,SR,24175.7,84585,OPTIDXNIFTY07-07-2026CE23800,OPTIDX,-15.59
-2580,28-Jul-2026,Stock Futures,215404,2069.6,-,4.52,153113.94627,1980.1,217984,0,TCS,153113.94627,SR,2070.9,33241,FUTSTKTCS28-07-2026XX0,FUTSTK,-1.18
-2561,28-Jul-2026,Stock Options,1430,85.4,Call,55.13,2107.70208,55.05,3991,1800,BAJAJFINSV,2107.70208,SR,1859.1,9648,OPTSTKBAJAJFINSV28-07-2026CE1800,OPTSTK,-64.17
-2505,28-Jul-2026,Stock Options,5656,109.5,Call,63.92,3066.05515,66.8,8161,2000,TCS,3066.05515,SR,2070.9,14446,OPTSTKTCS28-07-2026CE2000,OPTSTK,-30.69
-2487,28-Jul-2026,Stock Options,2350,253.15,Call,82.91,3997.76343,138.4,4837,4500,PERSISTENT,3997.76343,SR,4587,15255,OPTSTKPERSISTENT28-07-2026CE4500,OPTSTK,-51.42
-2397,28-Jul-2026,Index Options,27753,390.3,Call,17.58,8243.93214,331.95,30150,24100,NIFTY,8243.93214,SR,24175.7,33307,OPTIDXNIFTY28-07-2026CE24100,OPTIDX,-7.95
-2381,07-Jul-2026,Index Options,4314,501,Call,35.28,6015.88792,370.35,6695,23700,NIFTY,6015.88792,SR,24175.7,20313,OPTIDXNIFTY07-07-2026CE23700,OPTIDX,-35.56
-1880,28-Jul-2026,Stock Options,6899,37.4,Call,100.54,1900.451,18.65,8779,1050,INFY,1900.451,SR,1042.6,14525,OPTSTKINFY28-07-2026CE1050,OPTSTK,-21.41
-1688,28-Jul-2026,Stock Options,13384,19,Call,103.21,1715.4144,9.35,15072,1100,INFY,1715.4144,SR,1042.6,25527,OPTSTKINFY28-07-2026CE1100,OPTSTK,-11.2
-1573,07-Jul-2026,Index Options,3632,363.3,Call,41.11,9946.64685,257.45,5205,23850,NIFTY,9946.64685,SR,24175.7,47366,OPTIDXNIFTY07-07-2026CE23850,OPTIDX,-30.22
-1529,28-Jul-2026,Stock Futures,107406,1071.6,-,5.09,51430.53368,1019.7,108935,0,HCLTECH,51430.53368,SR,1081.4,12098,FUTSTKHCLTECH28-07-2026XX0,FUTSTK,-1.4
-1458,28-Jul-2026,Stock Options,1752,59.95,Call,89.42,1102.89312,31.65,3210,1010,INFY,1102.89312,SR,1042.6,5448,OPTSTKINFY28-07-2026CE1010,OPTSTK,-45.42
-1420,28-Jul-2026,Index Options,9353,226.5,Call,16.81,1770.99507,193.9,10773,24400,NIFTY,1770.99507,SR,24175.7,12158,OPTIDXNIFTY28-07-2026CE24400,OPTIDX,-13.18
