changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-39164,26-May-2026,Index Options,76192,1.2,Put,-11.11,194.38692,1.35,115356,22000,NIFTY,194.38692,SS,24031.7,305160,OPTIDXNIFTY26-05-2026PE22000,OPTIDX,-33.95
-32775,26-May-2026,Index Options,50815,2.25,Put,-41.56,775.02564,3.85,83590,22800,NIFTY,775.02564,SS,24031.7,689218,OPTIDXNIFTY26-05-2026PE22800,OPTIDX,-39.21
-23239,26-May-2026,Index Options,93757,0.75,Call,-16.67,124.68816,0.9,116996,25500,NIFTY,124.68816,SS,24031.7,262778,OPTIDXNIFTY26-05-2026CE25500,OPTIDX,-19.86
-19376,26-May-2026,Index Options,127905,1.55,Put,-35.42,494.16359,2.4,147281,22500,NIFTY,494.16359,SS,24031.7,567352,OPTIDXNIFTY26-05-2026PE22500,OPTIDX,-13.16
-17273,26-May-2026,Index Options,38985,2.2,Call,-32.31,44.17725,3.25,56258,60000,BANKNIFTY,44.17725,SS,55293.65,74750,OPTIDXBANKNIFTY26-05-2026CE60000,OPTIDX,-30.7
-17234,26-May-2026,Stock Futures,52601,1170,-,-0.26,311824.45676,1173.1,69835,0,INFY,311824.45676,SS,1168,66431,FUTSTKINFY26-05-2026XX0,FUTSTK,-24.68
-16214,26-May-2026,Index Options,18248,1.2,Put,-27.27,112.84708,1.65,34462,22300,NIFTY,112.84708,SS,24031.7,150966,OPTIDXNIFTY26-05-2026PE22300,OPTIDX,-47.05
-15269,26-May-2026,Index Options,15472,1.35,Put,-28.95,117.85722,1.9,30741,22400,NIFTY,117.85722,SS,24031.7,153660,OPTIDXNIFTY26-05-2026PE22400,OPTIDX,-49.67
-14736,26-May-2026,Index Options,18307,1.9,Put,-30.91,173.30068,2.75,33043,22600,NIFTY,173.30068,SS,24031.7,182614,OPTIDXNIFTY26-05-2026PE22600,OPTIDX,-44.6
-13773,26-May-2026,Index Options,20897,2.9,Put,-62.58,541.28453,7.75,34670,23050,NIFTY,541.28453,SS,24031.7,358942,OPTIDXNIFTY26-05-2026PE23050,OPTIDX,-39.73
-13252,26-May-2026,Index Options,39131,0.85,Put,-15,41.5168,1,52383,21500,NIFTY,41.5168,SS,24031.7,79840,OPTIDXNIFTY26-05-2026PE21500,OPTIDX,-25.3
-12640,26-May-2026,Index Options,29558,1.35,Put,-3.57,86.95445,1.4,42198,22200,NIFTY,86.95445,SS,24031.7,120519,OPTIDXNIFTY26-05-2026PE22200,OPTIDX,-29.95
-12333,26-May-2026,Index Options,17315,2.55,Put,-55.26,508.29515,5.7,29648,22950,NIFTY,508.29515,SS,24031.7,385218,OPTIDXNIFTY26-05-2026PE22950,OPTIDX,-41.6
-12207,26-May-2026,Index Options,11667,0.55,Put,-15.38,10.26476,0.65,23874,20500,NIFTY,10.26476,SS,24031.7,26766,OPTIDXNIFTY26-05-2026PE20500,OPTIDX,-51.13
-11036,26-May-2026,Index Options,12619,1.05,Put,-16,31.6472,1.25,23655,21800,NIFTY,31.6472,SS,24031.7,57280,OPTIDXNIFTY26-05-2026PE21800,OPTIDX,-46.65
-10955,26-May-2026,Index Options,22017,1.9,Put,-47.95,33.3372,3.65,32972,50000,BANKNIFTY,33.3372,SS,55293.65,55562,OPTIDXBANKNIFTY26-05-2026PE50000,OPTIDX,-33.23
-10103,02-Jun-2026,Index Options,31869,5.45,Put,-53.42,325.35483,11.7,41972,22500,NIFTY,325.35483,SS,24031.7,99118,OPTIDXNIFTY02-06-2026PE22500,OPTIDX,-24.07
-10079,30-Jun-2026,Index Options,31442,15.2,Put,-32.14,327.99848,22.4,41521,21000,NIFTY,327.99848,SS,24031.7,32451,OPTIDXNIFTY30-06-2026PE21000,OPTIDX,-24.27
-9796,26-May-2026,Index Options,7745,1.75,Put,-28.57,91.3644,2.45,17541,22550,NIFTY,91.3644,SS,24031.7,102599,OPTIDXNIFTY26-05-2026PE22550,OPTIDX,-55.85
-9659,26-May-2026,Index Options,31073,3.3,Call,-35.29,133.15654,5.1,40732,58000,BANKNIFTY,133.15654,SS,55293.65,125738,OPTIDXBANKNIFTY26-05-2026CE58000,OPTIDX,-23.71
-9639,26-May-2026,Index Options,6360,2.5,Put,-53.27,29.92885,5.35,15999,50500,BANKNIFTY,29.92885,SS,55293.65,40554,OPTIDXBANKNIFTY26-05-2026PE50500,OPTIDX,-60.25
-9058,26-May-2026,Index Options,46040,0.55,Call,-21.43,32.69989,0.7,55098,26000,NIFTY,32.69989,SS,24031.7,85267,OPTIDXNIFTY26-05-2026CE26000,OPTIDX,-16.44
-8557,26-May-2026,Index Options,28346,395.6,Put,-47.92,15584.53396,759.6,36903,24500,NIFTY,15584.53396,SS,24031.7,47026,OPTIDXNIFTY26-05-2026PE24500,OPTIDX,-23.19
-8544,26-May-2026,Index Options,10310,2.05,Put,-43.06,121.55646,3.6,18854,22750,NIFTY,121.55646,SS,24031.7,111982,OPTIDXNIFTY26-05-2026PE22750,OPTIDX,-45.32
-8503,26-May-2026,Index Options,16892,2.3,Call,-42.5,33.75337,4,25395,59000,BANKNIFTY,33.75337,SS,55293.65,50005,OPTIDXBANKNIFTY26-05-2026CE59000,OPTIDX,-33.48
