symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
RGTI,"Rigetti Computing, Inc.",26.42,4.38,19.87,204233224,33629631,8781976576
NVDA,NVIDIA Corporation,215.33,-4.18,-1.9,169275710,169915488,5215507972096
QBTS,D-Wave Quantum Inc.,29.4,3.66,14.22,133923761,30491283,10891087872
NOK,Nokia Corporation Sponsored,15.47,1.29,9.1,126178313,88192490,86361800704
F,Ford Motor Company,14.93,1.26,9.22,109226862,56918070,59491463168
AAL,"American Airlines Group, Inc.",13.85,0.26,1.91,99284833,68453962,9160184832
NIO,NIO Inc.,5.2,-0.4,-7.14,87510267,41861231,13029468160
INTC,Intel Corporation,119.84,1.34,1.13,82663024,119028872,602315816960
ACHR,Archer Aviation Inc.,6.36,0.24,3.92,79189482,33697601,4851821056
PLUG,"Plug Power, Inc.",3.78,0.0,0.0,71431978,82484857,5273360896
QUBT,Quantum Computing Inc.,12.31,0.9,7.89,68053940,17760803,2776335872
INFQ,"Infleqtion, Inc.",16.35,1.65,11.22,65204876,8910178,3567519232
TE,T1 Energy Inc.,8.08,-0.64,-7.34,61920045,21324139,2256512768
FUTU,Futu Holdings Limited,89.76,-34.1,-27.53,61357709,2635183,12583858176
ONDS,Ondas Inc,9.06,-0.12,-1.31,59348684,73382290,4516312064
SOFI,"SoFi Technologies, Inc.",15.62,-0.03,-0.19,58168199,65709642,20036417536
BB,BlackBerry Limited,7.91,1.26,18.95,56157873,17097355,4635745280
RDW,Redwire Corporation,17.49,2.14,13.94,51568951,26669926,3479088384
IONQ,"IonQ, Inc.",63.64,4.75,8.07,52367331,29987001,23754899456
NVTS,Navitas Semiconductor Corporati,29.25,4.87,19.98,51180816,29591604,6836110336
NU,Nu Holdings Ltd.,12.73,-0.43,-3.27,49278985,53514380,61889961984
HPQ,HP Inc.,25.24,3.34,15.25,45907332,18086211,23169929216
TSLA,"Tesla, Inc.",426.01,8.16,1.95,46104710,61851583,1599975981056
AAPL,Apple Inc.,308.82,3.83,1.26,43670223,43882808,4535749181440
MDLN,Medline Inc.,37.01,-0.09,-0.24,43070555,7997381,31295885312
