changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-70607,26-May-2026,Index Options,38973,321.65,Call,188.73,136961.95,111.4,109580,23800,NIFTY,136961.95,SR,24031.7,963381,OPTIDXNIFTY26-05-2026CE23800,OPTIDX,-64.43
-39688,26-May-2026,Index Options,34408,419.75,Call,165.75,67372.95961,157.95,74096,23700,NIFTY,67372.95961,SR,24031.7,342138,OPTIDXNIFTY26-05-2026CE23700,OPTIDX,-53.56
-31618,26-May-2026,Index Options,9468,370.05,Call,176.98,35212.0152,133.6,41086,23750,NIFTY,35212.0152,SR,24031.7,208259,OPTIDXNIFTY26-05-2026CE23750,OPTIDX,-76.96
-31427,26-May-2026,Index Options,164452,151.4,Call,206.79,534111.75926,49.35,195879,24000,NIFTY,534111.75926,SR,24031.7,9066649,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,-16.04
-26339,26-May-2026,Index Options,9799,276,Call,202.8,84634.27796,91.15,36138,23850,NIFTY,84634.27796,SR,24031.7,721846,OPTIDXNIFTY26-05-2026CE23850,OPTIDX,-72.88
-23249,26-May-2026,Index Options,42036,232.4,Call,211.74,290937.18572,74.55,65285,23900,NIFTY,290937.18572,SR,24031.7,3058601,OPTIDXNIFTY26-05-2026CE23900,OPTIDX,-35.61
-18316,26-May-2026,Index Options,38401,0.85,Put,6.25,30.42595,0.8,56717,21000,NIFTY,30.42595,SR,24031.7,68837,OPTIDXNIFTY26-05-2026PE21000,OPTIDX,-32.29
-18010,26-May-2026,Stock Futures,28844,1168.7,-,0.27,176924.97669,1165.5,46854,0,HCLTECH,176924.97669,SR,1167.1,43197,FUTSTKHCLTECH26-05-2026XX0,FUTSTK,-38.44
-17672,26-May-2026,Stock Futures,52951,2315.6,-,0.88,255392.65566,2295.3,70623,0,TCS,255392.65566,SR,2307.4,63134,FUTSTKTCS26-05-2026XX0,FUTSTK,-25.02
-15583,26-May-2026,Index Options,20517,517,Call,137.21,22110.82279,217.95,36100,23600,NIFTY,22110.82279,SR,24031.7,84874,OPTIDXNIFTY26-05-2026CE23600,OPTIDX,-43.17
-12213,26-May-2026,Index Options,9175,1089,Call,316.36,20970.71386,261.55,21388,54500,BANKNIFTY,20970.71386,SR,55293.65,108507,OPTIDXBANKNIFTY26-05-2026CE54500,OPTIDX,-57.1
-11301,26-May-2026,Stock Futures,36903,206,-,1.52,264335.7486,202.91,48204,0,WIPRO,264335.7486,SR,206,42482,FUTSTKWIPRO26-05-2026XX0,FUTSTK,-23.44
-10843,26-May-2026,Index Options,27217,1594,Call,223.26,17979.72912,493.1,38060,54000,BANKNIFTY,17979.72912,SR,55293.65,54843,OPTIDXBANKNIFTY26-05-2026CE54000,OPTIDX,-28.49
-10357,26-May-2026,Index Options,30735,644.6,Call,415.68,103751.37916,125,41092,55000,BANKNIFTY,103751.37916,SR,55293.65,1077511,OPTIDXBANKNIFTY26-05-2026CE55000,OPTIDX,-25.2
-8112,26-May-2026,Index Options,33387,616.55,Call,113.19,22532.77618,289.2,41499,23500,NIFTY,22532.77618,SR,24031.7,69998,OPTIDXNIFTY26-05-2026CE23500,OPTIDX,-19.55
-7574,26-May-2026,Index Options,8261,466.2,Call,150.38,10295.47765,186.2,15835,23650,NIFTY,10295.47765,SR,24031.7,45189,OPTIDXNIFTY26-05-2026CE23650,OPTIDX,-47.83
-7175,26-May-2026,Stock Options,2879,13.4,Call,157.69,1628.98695,5.2,10054,960,SBIN,1628.98695,SR,972.3,29794,OPTSTKSBIN26-05-2026CE960,OPTSTK,-71.36
-6185,26-May-2026,Index Futures,168289,24119,-,1.58,1170864.53928,23744,174474,0,NIFTY,1170864.53928,SR,24031.7,75074,FUTIDXNIFTY26-05-2026XX0,FUTIDX,-3.54
-5925,26-May-2026,Stock Futures,9929,1880.2,-,1.25,74530.37713,1856.9,15854,0,HYUNDAI,74530.37713,SR,1872.8,14332,FUTSTKHYUNDAI26-05-2026XX0,FUTSTK,-37.37
-5700,26-May-2026,Index Futures,43263,55575,-,2.47,541756.28476,54237.2,48963,0,BANKNIFTY,541756.28476,SR,55293.65,32774,FUTIDXBANKNIFTY26-05-2026XX0,FUTIDX,-11.64
-5453,26-May-2026,Stock Futures,9738,459.8,-,0.31,81866.62035,458.4,15191,0,COALINDIA,81866.62035,SR,457.9,13163,FUTSTKCOALINDIA26-05-2026XX0,FUTSTK,-35.9
-5272,26-May-2026,Stock Futures,15844,3415.3,-,3.22,47018.4862,3308.6,21116,0,KAYNES,47018.4862,SR,3400,13930,FUTSTKKAYNES26-05-2026XX0,FUTSTK,-24.97
-5049,26-May-2026,Index Options,2736,1302.95,Call,235.42,4121.38176,388.45,7785,54200,BANKNIFTY,4121.38176,SR,55293.65,16040,OPTIDXBANKNIFTY26-05-2026CE54200,OPTIDX,-64.86
-4804,26-May-2026,Index Options,3646,13.3,Call,14.16,108.54681,11.65,8450,56900,BANKNIFTY,108.54681,SR,55293.65,40382,OPTIDXBANKNIFTY26-05-2026CE56900,OPTIDX,-56.85
-4804,26-May-2026,Stock Futures,16113,443.7,-,1.44,64450.8921,437.4,20917,0,AMBUJACEM,64450.8921,SR,442.9,13892,FUTSTKAMBUJACEM26-05-2026XX0,FUTSTK,-22.97
