symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
FINNIFTY,35548,25634,9914,38.68,318622,8016.27386,496183183561,22016.02948,13999.75561,26102
NBCC,26076,20159,5917,29.35,35993,95206.75905,13801281000,97804.41905,2597.66,96
CONCOR,34630,27288,7342,26.91,24756,72112.27862,8867500287,73502.4065,1390.12787,513
NYKAA,38383,30568,7815,25.57,44066,109058.17718,27811266156,112051.77625,2993.59906,270
NAUKRI,76968,61372,15596,25.41,178431,113322.94588,52419103162,119303.09001,5980.14412,936
PNBHOUSING,31540,25278,6262,24.77,22396,93334.97173,6663506700,94126.07873,791.107,1084
BAJAJHLDNG,11399,9138,2261,24.74,14590,23989.69388,5395611890,24173.81278,184.1189,10630
POWERINDIA,51331,41951,9380,22.36,71725,110145.13811,53555070987,116601.84798,6456.70987,35745
LICHSGFIN,56126,45980,10146,22.07,36248,143746.5996,5520216100,144555.1606,808.561,545
ADANIPOWER,54972,45315,9657,21.31,126583,249688.09554,80227954135,262237.03314,12548.9376,234
TVSMOTOR,101850,84531,17319,20.49,86339,264783.85904,26367337697,267048.08102,2264.22197,3470
LODHA,53696,44594,9102,20.41,38666,88203.03082,6944184702,88972.17784,769.14702,904
INOXWIND,42634,35463,7171,20.22,32301,64272.8009,5098119966,65243.82257,971.02166,97
GODREJCP,45729,38086,7643,20.07,28222,79236.8946,6885913695,79710.78155,473.88695,1022
PATANJALI,56262,46901,9361,19.96,37494,108623.38153,5299622370,110101.44523,1478.0637,466
MFSL,36061,30158,5903,19.57,31128,95559.45708,11819234612,96484.5232,925.06612,1726
EICHERMOT,83435,69921,13514,19.33,303550,221831.59557,204190916392,244548.15949,22716.56392,7432
360ONE,17040,14291,2749,19.24,13451,40214.86705,3624265515,40608.6222,393.75515,1142
GLENMARK,51515,43292,8223,18.99,76836,192723.70867,49074616383,198855.34751,6131.63883,2338
HDFCAMC,39577,33287,6290,18.9,34902,104475.0852,19153526631,105529.79151,1054.70631,2760
PHOENIXLTD,19644,16587,3057,18.43,10718,39073.42488,2905871083,39361.15571,287.73083,1807
BANDHANBNK,54191,45851,8340,18.19,34291,138242.22732,10976115528,139883.3226,1641.09528,198
BAJAJFINSV,101237,85923,15314,17.82,90326,115374.57409,29290701430,117175.43839,1800.8643,1810
OBEROIRLTY,31905,27099,4806,17.73,28673,112182.52104,5927667567,112952.56672,770.04567,1707
TORNTPHARM,43689,37149,6540,17.6,209705,120556.89525,110307605332,128670.07357,8113.17832,4562
NIFTY,9012329,7663798,1348531,17.6,105417795,2253194.41948,164083031289979,6478961.15178,4225766.73229,24031
CHOLAFIN,48330,41103,7227,17.58,43460,184938.86306,24878885893,188594.222,3655.35893,1592
ICICIGI,23775,20246,3529,17.43,11872,43903.24708,2823009949,44172.68657,269.43949,1859
INDIGO,135146,115141,20005,17.37,371709,295920.81358,220340394705,305835.53563,9914.72205,4498
KOTAKBANK,158436,135158,23278,17.22,106553,334902.2316,50788094180,339094.3734,4192.1418,393
COLPAL,41060,35070,5990,17.08,127418,120683.92377,49466954836,125488.36714,4804.44336,2099
DABUR,41535,35553,5982,16.83,21258,67577.29337,5435342312,68114.9665,537.67312,447
DELHIVERY,27326,23407,3919,16.74,17307,91029.76279,7470571911,91758.72315,728.96036,456
M&M,171701,147291,24410,16.57,139301,288699.2621,60527934466,297687.36676,8988.10466,3144
NTPC,181627,155960,25667,16.46,131014,254804.24415,51788531970,257204.66385,2400.4197,391
ADANIENT,143523,123341,20182,16.36,271458,440591.90721,195012915342,467447.21584,26855.30862,2847
APLAPOLLO,29281,25171,4110,16.33,19833,47944.97029,8648587206,48813.77235,868.80206,1898
CUMMINSIND,31127,26804,4323,16.13,22635,119486.00102,12551177714,120345.57816,859.57714,5376
AUBANK,48932,42200,6732,15.95,40868,194646.4849,21786433950,196638.8244,1992.3395,1004
DLF,85011,73442,11569,15.75,49431,133353.61663,11138534203,135105.82242,1752.20578,592
SIEMENS,35350,30567,4783,15.65,88124,108040.6671,47558504694,113207.68905,5167.02194,3669
PAYTM,51102,44227,6875,15.54,48392,135931.42537,25791496883,138444.6267,2513.20133,1103
MOTHERSON,52710,45640,7070,15.49,35430,175639.32108,12345378451,177147.70759,1508.38651,136
TMPV,210887,182747,28140,15.4,248448,172659.3288,57935310144,178088.79024,5429.46144,373
NIFTYNXT50,2260,1960,300,15.31,3879,14152.93653,5465532002,14310.55655,157.62002,70815
GAIL,52451,45567,6884,15.11,117159,130419.66572,49731842223,136759.88195,6340.21623,168
POLICYBZR,47186,41038,6148,14.98,34702,126769.23528,9242766046,127726.14575,956.91046,1793
FORCEMOT,21036,18368,2668,14.53,113883,41563.44616,56190756537,44537.76154,2974.31537,20140
SWIGGY,61994,54312,7682,14.14,31154,64566.2128,3980156240,65301.4752,735.2624,249
BIOCON,38454,33905,4549,13.42,28886,109106.34375,20427210100,112872.69475,3766.351,429
PIDILITIND,28554,25200,3354,13.31,19480,73305.0726,7258850250,73871.6251,566.5525,1485
SAMMAANCAP,40355,35631,4724,13.26,57551,126145.25064,29069920423,132246.48237,6101.23173,168
PRESTIGE,23058,20366,2692,13.22,19330,60129.02043,6337288138,60644.01181,514.99138,1396
SUZLON,71207,62934,8273,13.15,81984,161515.53211,24987720335,166764.21171,5248.6796,53
BANKBARODA,83058,73543,9515,12.94,56075,197596.00019,25266198789,201711.7437,4115.74351,272
RECLTD,96039,85128,10911,12.82,62350,159963.76961,14599517075,162334.55036,2370.78075,343
SHRIRAMFIN,97891,87084,10807,12.41,73890,226097.59029,36996115439,231306.44468,5208.85439,963
INDUSTOWER,99411,88476,10935,12.36,52845,180772.67815,21374424020,183031.22335,2258.5452,439
IDEA,140366,124945,15421,12.34,76321,416938.25525,36003044634,428460.8901,11522.63484,14
ETERNAL,153820,136955,16865,12.31,112962,281128.66162,40876059838,286348.34438,5219.68276,247
INDUSINDBK,82594,73569,9025,12.27,51809,176696.45077,16103859513,178405.1059,1708.65513,927
VBL,76777,68451,8326,12.16,62167,120582.01646,25634556975,123613.56746,3031.551,532
BHARTIARTL,227578,202964,24614,12.13,149196,469723.26243,87367062887,474493.1113,4769.84887,1879
ADANIENSOL,53858,48092,5766,11.99,61048,194934.77739,38620048205,203148.89444,8214.11705,1401
CGPOWER,43947,39275,4672,11.9,30546,89267.1745,13994027130,90906.24081,1639.0663,867
DALBHARAT,26123,23349,2774,11.88,28583,71304.49904,9834396484,72155.35388,850.85484,1829
INDHOTEL,42108,37719,4389,11.64,22960,86878.8531,6689579030,88251.1934,1372.3403,661
LT,195371,175102,20269,11.58,225465,416083.97384,118266889783,427107.15167,11023.17783,4035
SAIL,46241,41469,4772,11.51,11064,101462.5754,145783190,101475.6273,13.0519,198
DIVISLAB,49987,44867,5120,11.41,139926,182263.47456,78531486863,189567.99319,7304.51863,6791
SOLARINDS,34844,31276,3568,11.41,52090,105756.1777,37241422669,108517.15439,2760.97669,18460
ONGC,99606,89583,10023,11.19,73584,145597.16025,33652972800,148867.857,3270.69675,284
NMDC,81581,73425,8156,11.11,37419,140044.3938,8986147627,141318.06007,1273.66627,90
SBILIFE,45373,40931,4442,10.85,27481,78147.34158,11831699958,78979.61617,832.27458,1903
JIOFIN,145409,131256,14153,10.78,95013,267061.38041,28649807836,271276.51877,4215.13836,242
ICICIPRULI,38510,34766,3744,10.77,17349,52094.00218,3305344522,52452.62866,358.62647,527
ICICIBANK,370347,334818,35529,10.61,271466,804851.9143,165029415467,816150.03897,11298.12467,1293
IEX,39568,35824,3744,10.45,29196,78056.36604,6601609132,79081.21486,1024.84882,127
YESBANK,68291,61857,6434,10.4,35120,129001.28854,11728040762,130613.64316,1612.35462,22
HDFCLIFE,94358,85470,8888,10.4,42330,135620.99023,15491548149,137074.64672,1453.65649,620
ASIANPAINT,110980,100532,10448,10.39,123390,190956.55585,63506017207,194778.72792,3822.17207,2658
LAURUSLABS,45335,41075,4260,10.37,28137,149673.74268,17408397800,151584.69568,1910.953,1360
