symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
APOLLO,APOLLOEQN,405,14.07,89965101,89965101,35458844908.14,355.05,08-Sep-2025,,419.8,135.5,49.95,360,408.2,419.8,360,2026-05-25 16:00:29
MTARTECH,MTARTECHEQN,7975,-1.24,2766059,2766059,22202768344.74,8075.5,04-Aug-2023,,8449.5,1390.5,-100.5,8172,7951,8230,7812,2026-05-25 16:00:29
HDFCBANK,HDFCBANKEQN,787.45,2.69,26043952,26043952,20414291335.68,766.8,19-Jun-2026,,1020.5,726.65,20.65,776,786.85,787.85,775.2,2026-05-25 16:00:29
ICICIBANK,ICICIBANKEQN,1293.5,2.31,13853923,13853923,17766963551.35,1264.3,12-Aug-2025,,1500,1187.6,29.2,1271,1291.8,1293.5,1270.9,2026-05-25 16:00:29
HFCL,HFCLEQN,163.03,10,106724688,106724688,17177338533.6,148.21,08-Sep-2025,,163.03,59.82,14.82,158.9,162.84,163.03,155,2026-05-25 16:00:29
ADANIPOWER,ADANIPOWEREQN,234.12,6.75,73847208,73847208,16930949378.16,219.32,22-Sep-2025,,234.6,105.42,14.8,221,233.38,234.6,220.31,2026-05-25 16:00:29
WIPRO,WIPROEQN,206,1.42,72041558,72041558,14938537466.88,203.11,05-Jun-2026,,273.1,186.5,2.89,207,206.84,209.55,204.06,2026-05-25 16:00:29
SPARC,SPARCEQN,235.8,12.41,60716079,60716079,13801979078.28,209.77,21-Sep-2021,,239.4,108,26.03,214,232.99,239.4,212,2026-05-25 16:00:29
BSE,BSEEQN,4302,2.58,2791628,2791628,11906014257.2,4193.8,10-Jul-2026,,4303,2021.5,108.2,4250,4291.2,4303,4215,2026-05-25 16:00:29
INDIGO,INDIGOEQN,4498.4,1.35,2493013,2493013,11167626244.41,4438.6,13-Aug-2025,,6232.5,3895.2,59.8,4524.1,4501.9,4538,4438.7,2026-05-25 16:00:29
BHARTIARTL,BHARTIARTLEQN,1879,0.41,5903841,5903841,11068403029.98,1871.4,18-Jul-2025,,2174.5,1740.5,7.6,1892.5,1874.8,1892.5,1863.1,2026-05-25 16:00:29
IDEA,IDEAEQN,14.06,2.4,781993776,781993776,10916633112.96,13.73,20-Aug-2024,,14.09,6.12,0.33,13.97,14.04,14.09,13.79,2026-05-25 16:00:29
SBIN,SBINEQN,972.3,2.43,10934747,10934747,10533551132.57,949.2,15-May-2026,,1234.7,780.3,23.1,959.9,969.6,972.5,957.5,2026-05-25 16:00:29
EICHERMOT,EICHERMOTEQN,7432,6.45,1354536,1354536,9969506868.24,6981.5,01-Aug-2025,,8230,5219.5,450.5,7237,7414,7432,7215,2026-05-25 16:00:29
ADANIENT,ADANIENTEQN,2847,4.77,3277924,3277924,9232141829.04,2717.3,12-Jun-2026,,2858.8,1753,129.7,2739.8,2849.7,2858.8,2739.3,2026-05-25 16:00:29
RELIANCE,RELIANCEEQN,1366.4,0.88,6750071,6750071,9201021780.1,1354.5,14-Aug-2025,,1611.8,1290,11.9,1366.8,1367,1371.1,1357,2026-05-25 16:00:29
NAUKRI,NAUKRIEQN,936.9,-2.5,9279351,9279351,8586833034.87,960.95,20-Feb-2026,,1550,908.3,-24.05,964.45,938.5,969.35,908.3,2026-05-25 16:00:29
LT,LTEQN,4035,2.76,2099927,2099927,8439522615.92,3926.6,22-May-2026,,4440,3288.1,108.4,3970,4033.4,4038.4,3961.5,2026-05-25 16:00:29
HINDALCO,HINDALCOEQN,1099,-0.92,7677225,7677225,8385756095.25,1109.2,08-Aug-2025,,1119.8,618,-10.2,1110,1099.6,1119.8,1081.2,2026-05-25 16:00:29
MCX,MCXEQN,3328,1.78,2400665,2400665,7930692854.1,3269.9,02-Jan-2026,,3480,1250.4,58.1,3300,3313.9,3345,3240,2026-05-25 16:00:29
