symbol,shortName,price,changePct,volume
MRNA,"Moderna, Inc.",68.27,-10.83,9144440
FRMI,Fermi Inc.,6.59,-9.97,72310019
IONS,"Ionis Pharmaceuticals, Inc.",58.25,-9.37,11229564
TARS,"Tarsus Pharmaceuticals, Inc.",58.14,-9.35,2365848
ARWR,"Arrowhead Pharmaceuticals, Inc.",76.4,-9.04,2951232
OUST,"Ouster, Inc.",43.28,-8.94,3254560
BEAM,Beam Therapeutics Inc.,32.68,-8.77,2825418
AXTI,AXT Inc,57.21,-8.54,7576533
AGX,"Argan, Inc.",630.32,-8.32,263695
SAIL,"SailPoint, Inc.",13.71,-7.68,3328211
SRPT,"Sarepta Therapeutics, Inc.",18.95,-7.65,2969084
BHVN,Biohaven Ltd.,15.55,-7.39,2128412
DOCN,"DigitalOcean Holdings, Inc.",130.49,-7.35,2356360
IBRX,"ImmunityBio, Inc.",8.22,-7.33,12775490
BTDR,Bitdeer Technologies Group,13.29,-7.26,9160055
