changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
33532,14-Jul-2026,Index Options,68996,135.15,Call,113.51,294390.05682,63.3,35464,24150,NIFTY,294390.05682,RR,24206.9,3462333,OPTIDXNIFTY14-07-2026CE24150,OPTIDX,94.55
26769,14-Jul-2026,Index Options,88116,78.4,Call,100.26,197907.35464,39.15,61347,24250,NIFTY,197907.35464,RR,24206.9,3765898,OPTIDXNIFTY14-07-2026CE24250,OPTIDX,43.64
15725,14-Jul-2026,Index Options,51066,9.2,Call,3.37,7456.2538,8.9,35341,24550,NIFTY,7456.2538,RR,24206.9,980441,OPTIDXNIFTY14-07-2026CE24550,OPTIDX,44.5
14595,14-Jul-2026,Index Options,147561,58.3,Call,92.09,149982.5277,30.35,132966,24300,NIFTY,149982.5277,RR,24206.9,3822136,OPTIDXNIFTY14-07-2026CE24300,OPTIDX,10.98
11686,14-Jul-2026,Index Options,149696,104,Call,110.31,509728.60131,49.45,138010,24200,NIFTY,509728.60131,RR,24206.9,7567286,OPTIDXNIFTY14-07-2026CE24200,OPTIDX,8.47
10468,28-Jul-2026,Stock Futures,461866,825.8,-,0.86,119843.62377,818.75,451398,0,HDFCBANK,119843.62377,RR,824.5,22326,FUTSTKHDFCBANK28-07-2026XX0,FUTSTK,2.32
9235,14-Jul-2026,Index Options,218981,13.7,Call,21.78,32701.23242,11.25,209746,24500,NIFTY,32701.23242,RR,24206.9,3050915,OPTIDXNIFTY14-07-2026CE24500,OPTIDX,4.4
8380,28-Jul-2026,Index Options,98877,28.05,Call,21.43,1610.78223,23.1,90497,25000,NIFTY,1610.78223,RR,24206.9,87908,OPTIDXNIFTY28-07-2026CE25000,OPTIDX,9.26
7528,28-Jul-2026,Stock Futures,287092,1067.1,-,1.66,137293.87992,1049.7,279564,0,INFY,137293.87992,RR,1068.7,32034,FUTSTKINFY28-07-2026XX0,FUTSTK,2.69
5964,21-Jul-2026,Index Options,18902,9.15,Call,7.65,312.28102,8.5,12938,25000,NIFTY,312.28102,RR,24206.9,51715,OPTIDXNIFTY21-07-2026CE25000,OPTIDX,46.1
5830,21-Jul-2026,Index Options,13722,20.8,Call,30,608.71765,16,7892,24800,NIFTY,608.71765,RR,24206.9,45241,OPTIDXNIFTY21-07-2026CE24800,OPTIDX,73.87
4577,21-Jul-2026,Index Options,10889,13.9,Call,21.93,276.23021,11.4,6312,24900,NIFTY,276.23021,RR,24206.9,32268,OPTIDXNIFTY21-07-2026CE24900,OPTIDX,72.51
4520,25-Aug-2026,Index Options,32603,317.1,Call,28.46,3228.07758,246.85,28083,24500,NIFTY,3228.07758,RR,24206.9,15960,OPTIDXNIFTY25-08-2026CE24500,OPTIDX,16.1
4484,28-Jul-2026,Stock Futures,38007,480.1,-,8.34,164731.66182,443.15,33523,0,KALYANKJIL,164731.66182,RR,480,25876,FUTSTKKALYANKJIL28-07-2026XX0,FUTSTK,13.38
4146,21-Jul-2026,Index Options,13890,50.25,Call,52.74,1786.59027,32.9,9744,24600,NIFTY,1786.59027,RR,24206.9,56071,OPTIDXNIFTY21-07-2026CE24600,OPTIDX,42.55
4139,28-Jul-2026,Stock Futures,20693,1427.1,-,6.59,92440.7076,1338.9,16554,0,CDSL,92440.7076,RR,1431.5,13792,FUTSTKCDSL28-07-2026XX0,FUTSTK,25
3636,21-Jul-2026,Index Options,4372,10.95,Call,11.17,88.47638,9.85,736,24950,NIFTY,88.47638,RR,24206.9,12793,OPTIDXNIFTY21-07-2026CE24950,OPTIDX,494.02
3437,25-Aug-2026,Stock Futures,20098,1063.4,-,1.64,23171.18912,1046.2,16661,0,INFY,23171.18912,RR,1068.7,5437,FUTSTKINFY25-08-2026XX0,FUTSTK,20.63
3425,28-Jul-2026,Stock Futures,41108,569.85,-,2.82,49444.36508,554.2,37683,0,HDFCLIFE,49444.36508,RR,567.5,7916,FUTSTKHDFCLIFE28-07-2026XX0,FUTSTK,9.09
3113,21-Jul-2026,Index Options,12151,33.45,Call,46.07,852.19605,22.9,9038,24700,NIFTY,852.19605,RR,24206.9,41151,OPTIDXNIFTY21-07-2026CE24700,OPTIDX,34.44
3097,28-Jul-2026,Stock Futures,53932,339.35,-,1.91,54948.54464,333,50835,0,TMPV,54948.54464,RR,337.6,10142,FUTSTKTMPV28-07-2026XX0,FUTSTK,6.09
2792,28-Jul-2026,Stock Futures,30857,1348,-,6.26,124259.79464,1268.6,28065,0,PAYTM,124259.79464,RR,1342,12886,FUTSTKPAYTM28-07-2026XX0,FUTSTK,9.95
2783,28-Jul-2026,Stock Futures,97649,1027,-,1.85,58628.40075,1008.3,94866,0,BAJFINANCE,58628.40075,RR,1023,7674,FUTSTKBAJFINANCE28-07-2026XX0,FUTSTK,2.93
2773,28-Jul-2026,Stock Futures,207189,2063,-,0.88,189509.73921,2045.1,204416,0,TCS,189509.73921,RR,2068,40338,FUTSTKTCS28-07-2026XX0,FUTSTK,1.36
2596,25-Aug-2026,Stock Futures,17240,172.6,-,1.71,18862.116,169.69,14644,0,WIPRO,18862.116,RR,175.52,3640,FUTSTKWIPRO25-08-2026XX0,FUTSTK,17.73
