symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
KALYANKJIL,KALYANKJILEQN,480,8.35,115487371,115487371,54490406258.93,443,04-Sep-2025,,617.7,327.05,37,451.1,476.15,483.4,446,2026-07-10 16:00:27
ZENSARTECH,ZENSARTECHEQN,508.2,13.59,47030557,47030557,23495525666.06,447.4,17-Jul-2026,,868.95,423,60.8,454.35,508.25,515.8,453.2,2026-07-10 16:00:27
DIXON,DIXONEQN,13410,-0.5,1689462,1689462,23102345383.56,13477,16-Sep-2025,,18471,9600,-67,13875,13421,14030,13362,2026-07-10 16:00:27
CUPID,CUPIDEQN,212.98,1.41,101356189,101356189,21868611338.64,210.01,09-Mar-2026,,226,21.29,2.97,218,212.24,222,206.11,2026-07-10 16:00:27
HDFCBANK,HDFCBANKEQN,824.5,0.85,23595785,23595785,19457320268.85,817.55,19-Jun-2026,,1020.5,726.65,6.95,824,824.95,827.7,820.3,2026-07-10 16:00:27
NEWGEN,NEWGENEQN,515,8.83,29948995,29948995,15681593271.95,473.2,17-Jul-2026,,1147.2,401.05,41.8,477.05,517.2,542.9,477.05,2026-07-10 16:00:27
INDIANB,INDIANBEQN,873.35,10.11,17690322,17690322,15122748664.92,793.15,10-Jun-2026,,1000.9,606,80.2,800,870.7,874.9,794.75,2026-07-10 16:00:27
TCS,TCSEQN,2068,0.9,6714551,6714551,14020721088.61,2049.5,15-Jul-2026,,3425,1976.8,18.5,2105.2,2069,2133.3,2064.6,2026-07-10 16:00:27
CDSL,CDSLEQN,1431.5,6.31,9178914,9178914,13010009125.32,1346.5,17-Jul-2026,,1794.9,1116.3,85,1353.5,1431.9,1443,1352.7,2026-07-10 16:00:27
BHARTIARTL,BHARTIARTLEQN,1919,-0.63,6420887,6420887,12305822562.11,1931.1,18-Jul-2025,,2174.5,1740.5,-12.1,1930,1920.4,1930,1906,2026-07-10 16:00:27
RELIANCE,RELIANCEEQN,1310,2.36,8412537,8412537,10950683538.27,1279.8,05-Jun-2026,,1611.8,1253.2,30.2,1291.9,1307.8,1311.1,1287.8,2026-07-10 16:00:27
INFY,INFYEQN,1068.7,1.7,9747266,9747266,10447607062.1,1050.8,10-Jun-2026,,1728,982.4,17.9,1075,1068,1091.3,1064.7,2026-07-10 16:00:27
DRREDDY,DRREDDYEQN,1246.5,-1.19,8106606,8106606,10064756679.3,1269.5,10-Jul-2026,,1414.9,1148.4,-15,1244.9,1244.3,1251.8,1222,2026-07-10 16:00:27
SBIN,SBINEQN,1036.4,1.4,8792150,8792150,9088885062.5,1022.1,15-May-2026,,1234.7,786.55,14.3,1029.5,1036,1047.8,1023.5,2026-07-10 16:00:27
PAYTM,PAYTMEQN,1342,6.26,6813451,6813451,9045537547.6,1262.9,,,1381.8,896.1,79.1,1268.9,1341.8,1359,1268.9,2026-07-10 16:00:27
ICICIBANK,ICICIBANKEQN,1401.2,1.48,6409645,6409645,8987027350.95,1380.7,12-Aug-2025,,1500,1187.6,20.5,1389.7,1401.2,1408.2,1389.6,2026-07-10 16:00:27
BSE,BSEEQN,3812,0.43,2355651,2355651,8950531539.6,3805.7,10-Jul-2026,,4446.8,2021.5,16.3,3815,3811.6,3849,3760.1,2026-07-10 16:00:27
DLF,DLFEQN,688,4.31,11338298,11338298,7691561214.26,659.6,28-Jul-2025,,856.45,489.4,28.4,670,685.75,692,654.55,2026-07-10 16:00:27
LODHA,LODHAEQN,1216.9,2.08,6417760,6417760,7559543681.6,1192.15,22-Aug-2025,,1461.5,650.8,24.75,1190,1220.75,1225.2,1139.15,2026-07-10 16:00:27
DELHIVERY,DELHIVERYEQN,518.7,0.59,13914959,13914959,7221307122.64,515.65,20-Sep-2023,,524,374.45,3.05,524,520.3,524,512.85,2026-07-10 16:00:27
