symbol,shortName,price,changePct,volume
PLBL,Polibeli Group Ltd,8.12,26.48,1485054
EQPT,EquipmentShare.com Inc,18.65,16.56,7162112
ALM,Almonty Industries Inc.,16.61,12.99,8796131
VOD,Vodafone Group Plc,14.72,12.54,17002971
WDFC,WD-40 Company,264.91,10.65,1165340
CCC,CCC Intelligent Solutions Holdi,5.92,10.04,17051846
REZI,"Resideo Technologies, Inc.",33.94,9.34,2850447
BBAR,Banco BBVA Argentina S.A.,21.16,9.07,923057
GGAL,Grupo Financiero Galicia S.A.,53.73,8.79,1595268
CBRS,Cerebras Systems Inc.,215.08,8.34,5256257
WHR,Whirlpool Corporation,40.72,7.55,4091876
KB,KB Financial Group Inc,123.19,6.78,532150
WPP,WPP plc,18.49,6.63,627493
INSW,"International Seaways, Inc.",88.48,6.63,383256
META,"Meta Platforms, Inc.",669.21,5.97,39408342
