symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
GRAB,Grab Holdings Limited,3.04,-0.21,-6.46,148170904,45020209,12437557248
SPCX,Space Exploration Technologies ,147.55,-5.92,-3.86,120147894,109317726,1943851368448
INTC,Intel Corporation,106.24,1.77,1.69,96066104,113243461,561595809792
NOK,Nokia Corporation Sponsored,10.76,0.11,1.03,85194184,86555137,60241420288
NU,Nu Holdings Ltd.,15.0,-0.33,-2.15,68293397,76361401,72460328960
F,Ford Motor Company,13.45,-0.55,-3.93,67521161,49396909,53633163264
NVDA,NVIDIA Corporation,223.67,-2.06,-0.91,79204871,134578656,5400959123456
AAPL,Apple Inc.,315.34,-0.88,-0.28,64902991,53212600,4602128760832
PATH,"UiPath, Inc.",13.57,-0.44,-3.14,57830839,69809566,7030891520
VALE,VALE S.A.,15.44,-0.12,-0.77,56560598,24176637,65708974080
PCG,Pacific Gas & Electric Co.,14.19,-0.63,-4.25,55296316,30392458,31251587072
ONDS,Ondas Inc,7.29,-0.33,-4.33,60816620,81039245,4165904384
T,AT&T Inc.,25.15,-0.45,-1.76,51071650,60099872,172337496064
AAL,"American Airlines Group, Inc.",12.94,0.03,0.23,48919553,103547324,8565890560
NIO,NIO Inc.,3.7,-0.09,-2.37,50108128,29379487,9270968320
CMCSA,Comcast Corporation,24.59,-1.74,-6.61,46823603,32151830,87260979200
PLUG,"Plug Power, Inc.",2.17,-0.09,-3.98,46087146,55175811,3031913728
RIG,Transocean Ltd (Switzerland),5.71,-0.05,-0.87,45748992,40014340,6377385472
CIFR,Cipher Digital Inc.,16.9,-1.61,-8.7,41947213,29860361,7014019072
MARA,"MARA Holdings, Inc.",11.92,0.09,0.76,38238241,46981967,4604687872
SOFI,"SoFi Technologies, Inc.",17.33,-0.68,-3.78,35740258,69156091,22382913536
ITUB,Itau Unibanco Banco Holding SA,8.08,-0.23,-2.77,35701632,21274470,89056722944
SNAP,Snap Inc.,5.31,-0.12,-2.21,35538985,40362487,8980259840
BAC,Bank of America Corporation,62.67,0.28,0.45,35254412,32402891,438235529216
BBD,Banco Bradesco Sa,3.43,-0.12,-3.38,33815869,31798214,36320878592
