symbol,shortName,price,changePct,volume
TTAN,"ServiceTitan, Inc.",57.12,-29.98,22876394
TBBK,"The Bancorp, Inc.",50.03,-22.33,2929909
BRZE,"Braze, Inc.",23.725,-21.73,10057164
RML,Resolution Minerals Ltd American Depositary Shares,11.6,-18.08,1579797
CASY,"Caseys General Stores, Inc.",629.03,-14.24,2579584
RGC,Regencell Bioscience Holdings L,5.85,-14.22,291112
CHRN,ChronoScale Holdings Corporatio,18.18,-13.68,325378
PS,Pershing Square Inc.,36.48,-12.08,678169
KRMN,Karman Holdings Inc.,35.22,-11.26,4420152
NAMS,NewAmsterdam Pharma Company N.V,22.79,-11.08,2317938
CHWY,"Chewy, Inc.",20.75,-10.83,21595367
RUM,RUM Group Inc.,7.52,-10.37,4718099
UI,Ubiquiti Inc.,520.58,-10.33,391085
BKV,BKV Corporation,24.1,-9.94,6605266
XE,"X-Energy, Inc.",17.26,-9.87,9747654
