symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
COFORGE,67169,51550,15619,30.3,235837,180943.63974,194124245649,220376.82123,39433.18149,1845
NIFTY,8221335,6619399,1601936,24.2,59509961,1013242.00579,91749629516294,3949239.02374,2935997.01794,23431
BIOCON,44493,38021,6472,17.02,64313,71690.33175,58929722850,82005.31025,10314.9785,395
INFY,371173,322523,48650,15.08,317642,142827.76008,123818471452,162168.5546,19340.79452,1035
HDFCLIFE,93421,82928,10493,12.65,114080,67706.73998,60731182171,75100.72669,7393.98671,514
LTM,45172,40137,5035,12.54,35621,71555.26597,16706033688,74922.85285,3367.58688,4412
FINNIFTY,14780,13285,1495,11.25,23852,2505.31619,37092089097,5252.10716,2746.79097,25376
PAYTM,61197,55419,5778,10.43,151479,150229.29022,180765497507,192766.78529,42537.49507,1751
PERSISTENT,53991,49805,4186,8.4,47253,42143.7093,28896065523,47175.48953,5031.78023,5419
TATAELXSI,35519,33043,2476,7.49,16167,9300.072,6293801998,10215.46698,915.39498,3383
DIXON,137323,127815,9508,7.44,86113,57407.50387,56494238030,65465.13417,8057.6303,13845
WIPRO,127666,119262,8404,7.05,51671,41795.8569,22657343280,44889.9897,3094.1328,167
HCLTECH,101491,94880,6611,6.97,61052,45883.3814,26815458596,49851.16736,3967.78596,1229
ADANIPORTS,74834,70108,4726,6.74,166772,125284.74296,128802681286,143927.92082,18643.17786,1775
MUTHOOTFIN,61813,57961,3852,6.65,37728,38262.75296,26813252606,42691.45402,4428.70106,2815
TECHM,54918,51508,3410,6.62,35426,37468.53966,29669384580,41399.46546,3930.9258,1508
FORCEMOT,19429,18244,1185,6.5,9015,4353.9091,3632779825,4746.70736,392.79825,17355
ONGC,65427,61443,3984,6.48,62185,25772.9859,31246292722,29505.87562,3732.88972,234
CDSL,57495,54324,3171,5.84,33546,42949.36875,18424973573,45527.75449,2578.38573,1368
HYUNDAI,25131,23824,1307,5.49,10317,23367.24318,3896105818,23859.37636,492.13318,2182
HDFCBANK,1068596,1017169,51427,5.06,596885,260748.5489,254501502066,286291.67957,25543.13066,687
BDL,56634,54026,2608,4.83,34616,20515.91012,16886375438,23554.6945,3038.78438,1218
MAHABANK,10010,9554,456,4.77,3593,5515.9039,1492198435,5706.28825,190.38435,84
MIDCPNIFTY,104025,99318,4707,4.74,144441,42058.00384,251205035761,61297.09146,19239.08761,14604
ULTRACEMCO,68055,65036,3019,4.64,22034,20153.87956,10420299648,21263.97604,1110.09648,10900
COALINDIA,133794,127888,5906,4.62,202355,71204.60061,112410108234,86179.97295,14975.37234,431
OFSS,27878,26671,1207,4.53,13167,17331.72361,14014177118,19959.69479,2627.97118,11630
AUBANK,38361,36713,1648,4.49,17159,23643.8768,16377678980,26001.6666,2357.7898,1060
NIFTYNXT50,934,895,39,4.36,783,2302.8063,1215362979,2414.81109,112.00479,72853
OIL,15773,15115,658,4.35,15104,12136.14136,9670951430,14023.16566,1887.0243,498
APOLLOHOSP,38923,37301,1622,4.35,57540,37794.57851,61585194012,45161.39363,7366.81512,8967
SHREECEM,22705,21764,941,4.32,8709,7869.70805,4652170639,8125.97694,256.26889,22950
KFINTECH,19773,18954,819,4.32,7110,10814.05702,2769958781,11283.13984,469.08281,908
ICICIBANK,233081,223510,9571,4.28,132318,165246.13343,114985793419,177191.27762,11945.14419,1389
BPCL,30313,29143,1170,4.01,17302,14057.08007,9185280230,15440.76112,1383.68105,303
BANDHANBNK,55947,53845,2102,3.9,47240,44861.98068,25746749676,50031.21744,5169.23676,171
GODFRYPHLP,9768,9403,365,3.88,2171,1958.63283,1040332477,2102.5326,143.89977,1978
BANKBARODA,84066,81064,3002,3.7,22283,26264.16321,13164531822,27923.65143,1659.48822,234
BLUESTARCO,30369,29305,1064,3.63,7445,12493.19087,2345748629,12879.77216,386.58129,1456
ABB,26882,25946,936,3.61,12060,14617.16772,10057923728,16310.90501,1693.73728,7401
DABUR,52962,51118,1844,3.61,15490,11976.4785,6247532675,12666.36775,689.88925,371
DLF,69140,66759,2381,3.57,47692,62916.6702,24576372367,66718.71888,3802.04867,655
TCS,238868,230691,8177,3.54,153677,91832.41991,69741586516,101969.27007,10136.85016,2208
ASTRAL,22984,22221,763,3.43,13412,20494.62786,6623521827,21358.55613,863.92827,1474
RELIANCE,552644,534829,17815,3.33,255413,172862.93965,151315076045,190613.2001,17750.26045,1279
WAAREEENER,62324,60351,1973,3.27,16325,5534.50332,7114712615,6459.29198,924.78865,2568
LODHA,29121,28217,904,3.2,19245,20043.59493,12755279268,22161.13762,2117.54268,1166
SWIGGY,91308,88518,2790,3.15,74353,74278.52236,31728607488,81381.1185,7102.59613,282
IRFC,38274,37105,1169,3.15,7775,4810.53737,3121489882,5218.86844,408.33107,81
360ONE,15910,15428,482,3.12,4143,6489.6486,1720494830,6729.7969,240.1483,1087
MARICO,22514,21841,673,3.08,5757,10924.44912,4644726108,11394.7902,470.34108,813
GODREJPROP,44094,42781,1313,3.07,10988,15855.19627,5445654266,16766.62393,911.42766,1857
BANKNIFTY,1143846,1110151,33695,3.04,2064918,355230.87258,3515556189468,614170.56727,258939.69468,56295
VBL,99425,96501,2924,3.03,36176,34064.08881,15926212437,36372.94818,2308.85937,407
UNIONBANK,41185,40005,1180,2.95,13138,33733.65429,7493061448,34975.62878,1241.97448,183
ICICIPRULI,32114,31200,914,2.93,13224,11054.16976,4771494923,11671.17149,617.00173,462
VMM,22323,21698,625,2.88,3997,6094.34607,1488717151,6283.95633,189.61026,103
MAZDOCK,47061,45764,1297,2.83,17817,11467.28722,9038805423,12914.52896,1447.24173,2408
PAGEIND,18961,18439,522,2.83,7200,6982.45266,4624523718,7308.28985,325.83718,35395
POLICYBZR,27366,26615,751,2.82,6935,18154.60363,2618937254,18622.40618,467.80254,1800
DRREDDY,54218,52757,1461,2.77,15672,22121.603,9233995056,23130.24106,1008.63806,1145
ICICIGI,33064,32189,875,2.72,8118,6670.3832,3344137709,7078.76029,408.37709,1474
HAVELLS,37718,36756,962,2.62,10648,11743.6736,4999414855,12296.52215,552.84855,1120
IDEA,125586,122403,3183,2.6,52480,112076.27368,50745839083,126297.12552,14220.85183,15
BEL,134782,131421,3361,2.56,61503,44576.08092,32203451979,49495.16197,4919.08104,406
PGEL,22057,21517,540,2.51,14220,11048.53448,6599751631,12288.82579,1240.29131,542
INDIANB,22522,21972,550,2.5,7325,11570.1582,5318341220,12400.8704,830.7122,856
GLENMARK,39033,38084,949,2.49,12002,31556.6571,7958341477,32812.24687,1255.58977,2435
CIPLA,48849,47664,1185,2.49,12892,8832.13329,6849325614,9543.79694,711.66364,1363
PIIND,38285,37368,917,2.45,8282,5500.65475,3025679989,5879.52965,378.87489,2394
FORTIS,20481,19994,487,2.44,6239,16542.02671,2786843208,16912.37379,370.34708,915
PHOENIXLTD,17136,16739,397,2.37,8218,4511.14153,5315855233,4951.78386,440.64233,1885
BAJAJ-AUTO,56534,55234,1300,2.35,27885,21621.13656,23241800094,23703.9375,2082.80094,11790
HDFCAMC,36466,35639,827,2.32,9565,20714.69556,5092591023,21273.45579,558.76023,2440
OBEROIRLTY,26678,26074,604,2.32,9438,9242.23254,5228856888,9905.59143,663.35888,1800
BSE,142745,139535,3210,2.3,174918,111072.6504,108203714542,131034.19582,19961.54542,3289
HINDUNILVR,119405,116743,2662,2.28,53321,25948.85094,29545787229,29155.78323,3206.93229,1945
BAJFINANCE,137893,134862,3031,2.25,46782,81842.1,29445670057,85808.50057,3966.40057,1039
UNITDSPR,29071,28442,629,2.21,12419,13088.52076,5979339804,13692.8788,604.35804,1405
ZYDUSLIFE,21841,21397,444,2.08,7469,12328.76601,6676465914,13263.82515,935.05914,1127
ALKEM,18660,18281,379,2.07,4135,5636.34966,2178185582,5866.83048,230.48082,5139
