symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
UNICHEMLAB,EQ,455.55,75.9,  19.99,20,455.55,376.6,666.6,278.2,43.05491,187.258720063
BBOX,EQ,1009.9,39.8,   4.10,10,1067.1,980.1,1103,435.05,14.79111,153.582011574
COCKERILL,EQ,10401,517.5,   5.24,10,10871.5,10012,10871.5,4955,0.92584,96.56233447999999
ATALREAL,EQ,29.65,4.93,  19.94,20,29.66,25.47,31.85,16.7,259.28984,72.315936376
MON100,EQ,324.79,2.81,   0.87,20,329.67,323.66,342.55,177.99,16.87625,55.37772675
KRN,BE,1275,43,   3.49,5,1293.6,1234,1405,589.8,3.90454,49.877765322
VENUSREM,EQ,1625.6,14.9,   0.93,5,1691.2,1571,1736.9,415.4,2.7815,46.1740126
ELITECON,EQ,32.41,5.4,  19.99,20,32.41,26.82,46.4,26.04,75.29857,23.237138702
DSSL,EQ,1374.7,65.4,   5.00,5,1374.7,1336,1924.8,781,0.98937,13.471954478999999
MAFANG,EQ,194.26,3.42,   1.79,20,194.26,194,208.38,129.58,4.22253,8.202264525
KSHITIJPOL,BE,6.86,0.32,   4.89,5,6.86,6.85,6.86,1.88,114.27517,7.827849145
JINDALPOLY,EQ,700,30.1,   4.49,5,703.35,669.9,1026.45,365,1.05245,7.336418459999999
SIGMAADV,BE,459.3,21.85,   4.99,5,459.3,459.3,467.8,81.61,1.43436,6.58801548
GRANDOAK,EQ,37.93,6.32,  19.99,20,37.93,32.51,37.93,24,15.69589,5.842010258
BHAGYANGR,BE,316.95,9.15,   2.97,5,323.15,311.6,351.9,70.21,1.59506,5.091272014
VIVIDEL,ST,1050.1,50,   5.00,5,1050.1,1000.2,1050.1,556,0.3696,3.8762169600000003
PRIZOR,ST,826.75,39.35,   5.00,5,826.75,788,826.75,183.5,0.396,3.2412204
LYKALABS,EQ,72,1.95,   2.78,10,77.05,71,125.5,44.1,3.89608,2.944657264
SUMEETINDS,EQ,27.71,1.31,   4.96,5,27.72,26.3,40.5,10.66,9.33601,2.517921897
MASPTOP50,EQ,79.99,0.24,   0.30,20,79.99,79.55,82.78,52.52,2.88243,2.305367514
RUBYMILLS,BE,353,8.3,   2.41,5,361.9,344.7,361.9,169.02,0.62684,2.226974468
VERTOZ,BE,44.81,2.13,   4.99,5,44.81,41.29,112,27.02,4.94922,2.2024029
TCIFINANCE,EQ,23,2.09,  10.00,10,23,21,38.46,10,8.78367,2.007068595
OMAXAUTO,BE,227.62,10.83,   5.00,5,227.62,213,263.4,83.65,0.8183,1.8484578699999998
NECCLTD,EQ,18.01,3,  19.99,20,18.01,15.3,27.25,10.55,10.0834,1.7817367800000001
NITIRAJ,EQ,180.1,8.25,   4.80,20,206.22,170.5,236.98,168,0.77453,1.5062284910000001
MONQ50,EQ,141,1.79,   1.29,20,141,141,147.03,71.26,1.0041,1.415781
ACSTECH,EQ,36.6,-1.3,  -3.43,5,39.79,36.53,42.2,31.71,3.40703,1.337259275
SILKFLEX,ST,209.45,9.95,   4.99,5,209.45,207.35,229.7,76,0.63,1.318779
MAXVOLT,ST,399.95,16.35,   4.26,5,402.75,385,509,195.85,0.328,1.307244
SICALLOG,BE,79.01,-0.56,  -0.70,5,83.54,78.5,103.33,60.11,1.53721,1.268505692
SSFL,ST,223.2,10.6,   4.99,5,223.2,219.5,223.2,86,0.565,1.258142
TECHERA,SM,136.7,6.5,   4.99,5,136.7,127.55,325.7,127.55,0.592,0.7886624
MITCON,BE,82.6,0.22,   0.27,5,86.49,82.55,93.18,49.56,0.88316,0.756779804
LAXMIINDIA,BE,102.05,3.75,   3.81,5,103.21,98.3,180.9,71.06,0.72808,0.7392196240000001
TANKUP,ST,1071.4,51,   5.00,5,1071.4,1000,1071.4,283,0.065,0.6909175
LOKESHMACH,BE,264,-1.15,  -0.43,5,278.4,255.2,286.8,138.96,0.2551,0.68565778
RNBDENIMS,EQ,9.75,0.46,   4.95,5,9.75,9.03,67.67,9.03,6.94743,0.658616364
IFBAGRO,BE,923.1,37.6,   4.25,5,929.7,890,1790,679.15,0.06994,0.645979828
MAHKTECH,EQ,23.36,-0.46,  -1.93,20,23.36,23.36,35.59,20.51,2.69995,0.63070832
RMDRIP,EQ,16.85,0.8,   4.98,5,16.85,16.41,72.22,14.81,3.64657,0.613353074
KDL,SM,114.25,5.4,   4.96,5,114.25,107.05,374.9,100.85,0.537,0.604662
UHTL,ST,94.1,4.45,   4.96,5,94.1,86.6,99.05,44,0.64,0.595392
VASCONEQ,BE,33.08,1.57,   4.98,5,33.08,31.1,74.59,26.75,1.78326,0.5845526280000001
DUGLOBAL,ST,33,1.55,   4.93,5,33,33,56,26.5,1.6,0.528
CUDML,ST,182.7,8.7,   5.00,5,182.7,182.7,182.7,84.95,0.25,0.45675
VIGOR,ST,85,-0.15,  -0.18,5,89.4,83.45,98,44.75,0.48,0.418368
ACCPL,ST,140,5.7,   4.24,5,141,131.2,145.85,53.8,0.24,0.333528
FOCE,SM,603,13,   2.20,5,619.5,581,835,510.83,0.0432,0.25906608
FROG,ST,174.65,8.3,   4.99,5,174.65,167.55,277,123.5,0.144,0.2482992
INNOMET,ST,96.55,0.45,   0.47,5,100.9,96.55,216,63.15,0.234,0.2343042
DUCON,BE,3.65,0.16,   4.58,5,3.66,3.55,6.91,2.22,6.25969,0.22847868500000001
GJL,ST,138.1,6.55,   4.98,5,138.1,130,276.45,91.4,0.136,0.1839264
SYNOPTICS,SM,64.2,2.95,   4.82,5,64.3,63.6,112.35,39.65,0.264,0.1690392
ARCIIL,ST,45,2.1,   4.90,5,45,42.9,145,38.6,0.37,0.16576
LAKSHYA,ST,115.5,5.5,   5.00,5,115.5,111.55,173,73.15,0.144,0.164808
DHARAN,BZ,0.15,0.01,   7.14,5,0.15,0.14,0.67,0.11,110.17339,0.154242746
CRAYONS,SM,30.95,1.45,   4.92,5,30.95,29.5,70,23.6,0.39,0.119925
SHEEL,SM,54.45,2.55,   4.91,5,54.45,54.35,95.55,37.8,0.2,0.10886
ROLLT,BE,2.55,0.12,   4.94,5,2.55,2.35,2.55,1.02,4.20713,0.10601967600000001
EUROTEXIND,EQ,22.34,3.72,  19.98,20,22.34,21.5,23.58,11.83,0.47105,0.10429047
NOIDATOLL,BE,4.75,0.21,   4.63,5,4.76,4.35,7.43,2.87,2.06782,0.095533284
HRHNEXT,SM,28.5,-1.2,  -4.04,5,31.15,28.35,58.35,21,0.285,0.0845595
MIEL,SM,14.25,0,   0.00,5,14.95,13.6,35,10.7,0.52,0.076388
MRIL,SM,43.55,2.05,   4.94,5,43.55,40.5,82,29.05,0.176,0.075768
GREENCHEF,SM,50.15,2.35,   4.92,5,50.15,48.7,74.05,40.4,0.152,0.0754984
ENSER,ST,15.2,0.7,   4.83,5,15.2,14.6,23.25,7.8,0.45,0.067275
ACCORD,ST,78.1,3.7,   4.97,5,78.1,78.1,78.1,19.85,0.08,0.06248
SUPREMEENG,BZ,1.13,0.05,   4.63,5,1.13,1.1,2.25,0.68,4.35702,0.048798624
DBSTOCKBRO,EQ,31,0.83,   2.75,20,36.2,30,36.33,23.15,0.13906,0.044248892
HOLMARC,SM,106.7,5.05,   4.97,5,106.7,105,134.3,60.05,0.0375,0.0398325
TRU,EQ,5.78,0.26,   4.71,5,5.79,5.57,20.84,4.55,0.64757,0.037300032000000004
WHITEFORCE,ST,33.5,1.2,   3.72,5,33.9,30.75,94.8,28.25,0.112,0.0362432
CMRSL,SM,68.25,3.25,   5.00,5,68.25,68.25,96.75,52.45,0.048,0.03276
