symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SMCI,"Super Micro Computer, Inc.",29.27,-11.37,-27.98,188978616,42253987,17603520512
NVDA,NVIDIA Corporation,200.42,-7.77,-3.73,150398224,165591156,4854372630528
AAL,"American Airlines Group, Inc.",13.42,-0.67,-4.76,135178763,64979485,8875788288
INTC,Intel Corporation,107.04,-0.88,-0.82,121541237,125132133,537983025152
NOK,Nokia Corporation Sponsored,13.4,-0.45,-3.25,91683567,100648346,74805952512
SOFI,"SoFi Technologies, Inc.",15.87,-0.6,-3.64,85827565,67235288,20357103616
FRMI,Fermi Inc.,6.89,1.27,22.6,55243374,15724522,4392886272
LYG,Lloyds Banking Group Plc,5.16,-0.18,-3.37,51280566,20756017,75153145856
MU,"Micron Technology, Inc.",891.88,-44.01,-4.7,53807408,49957127,1005803405312
MRVL,"Marvell Technology, Inc.",252.59,-14.29,-5.35,52738310,32300741,221155966976
KEEL,Keel Infrastructure Corp.,5.25,-0.17,-3.14,49594058,37438961,3170100480
OPEN,Opendoor Technologies Inc,4.48,0.14,3.23,47974845,36537006,4322020352
PATH,"UiPath, Inc.",10.75,0.0,0.0,44783896,34034119,5569792512
TSLA,"Tesla, Inc.",381.59,-15.09,-3.8,49166017,59328701,1433146621952
PLUG,"Plug Power, Inc.",2.86,-0.05,-1.72,42430427,77631340,3989897472
AAPL,Apple Inc.,291.58,1.03,0.35,49237715,45829400,4282539048960
T,AT&T Inc.,23.21,0.5,2.2,42026000,40484935,161270939648
ONDS,Ondas Inc,9.31,-0.34,-3.52,40560794,73183595,4745470976
NU,Nu Holdings Ltd.,11.62,-0.26,-2.19,39972151,53026956,56493428736
HOOD,"Robinhood Markets, Inc.",86.36,2.59,3.09,41272645,29208819,77767622656
GRAB,Grab Holdings Limited,3.27,-0.03,-0.91,42614617,50833283,13374299136
F,Ford Motor Company,14.3,-0.65,-4.35,48932864,58118651,56981106688
IREN,IREN LIMITED,51.52,-2.5,-4.63,39746168,43347350,18412150784
TE,T1 Energy Inc.,7.73,-0.73,-8.63,36251222,26331166,2158767872
ACHR,Archer Aviation Inc.,5.05,-0.27,-5.08,34363115,37391040,3852467968
