symbol,shortName,price,changePct,volume
FRMI,Fermi Inc.,6.89,22.6,55243374
CASY,"Caseys General Stores, Inc.",915.6,20.29,2006838
PLBL,Polibeli Group Ltd,6.08,16.36,207736
BULL,Webull Corporation,6.12,11.27,25794015
MUSA,Murphy USA Inc.,612.16,10.04,469172
MAAS,Maase Inc.,12.0,9.39,44558
UNFI,"United Natural Foods, Inc.",50.59,9.19,922700
AXTI,AXT Inc,85.29,8.84,9306439
TGTX,"TG Therapeutics, Inc.",46.62,7.49,5067208
AAOI,"Applied Optoelectronics, Inc.",175.13,7.52,16795735
NP,Neptune Insurance Holdings Inc.,26.95,7.16,712846
ALHC,"Alignment Healthcare, Inc.",20.56,7.08,12745508
CAVA,"CAVA Group, Inc.",81.56,6.92,3859090
VG,"Venture Global, Inc.",13.29,6.58,10475168
NWE,"NorthWestern Energy Group, Inc.",69.72,6.15,786749
