symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
ICICIBANK,ICICIBANKEQN,1293,1.41,25951584,25951584,33602629994.88,1275,12-Aug-2025,,1500,1187.6,18,1271.3,1293.3,1306,1271.3,2026-06-10 16:00:51
HDFCBANK,HDFCBANKEQN,747.8,1.28,44458159,44458159,33120439291.82,738.35,19-Jun-2026,,1020.5,726.65,9.45,736.5,746.85,755.95,736.4,2026-06-10 16:00:51
MEESHO,MEESHOEQN,166.16,-0.34,187247895,187247895,31201116743.85,166.73,,,254.4,125.56,-0.57,173,166.06,174.86,165.05,2026-06-10 16:00:51
RELIANCE,RELIANCEEQN,1258.7,-0.83,21012796,21012796,26773454023.4,1269.2,05-Jun-2026,,1611.8,1254.4,-10.5,1275,1258.8,1300.5,1254.4,2026-06-10 16:00:51
SBIN,SBINEQN,1000.85,-0.18,19122317,19122317,19248333069.03,1002.7,15-May-2026,,1234.7,781.7,-1.85,1002.7,1003.25,1012.4,999.5,2026-06-10 16:00:51
CARTRADE,CARTRADEEQN,2432,11.17,7677237,7677237,18517342099.26,2187.6,23-Sep-2021,,3290.5,1557,244.4,2190.6,2451.4,2494.9,2160.8,2026-06-10 16:00:51
AXISBANK,AXISBANKEQN,1314,1.67,12262606,12262606,16115516805.2,1292.4,10-Jul-2026,,1418.3,1042.5,21.6,1283.5,1314.5,1326.5,1283.5,2026-06-10 16:00:51
HSCL,HSCLEQN,694.75,2.24,21296979,21296979,14717916247.32,679.5,22-May-2026,,707.45,418.5,15.25,682,693,707.45,663,2026-06-10 16:00:51
BHARTIARTL,BHARTIARTLEQN,1776.9,-1.23,7999362,7999362,14312298503.16,1799,18-Jul-2025,,2174.5,1740.5,-22.1,1799,1775.2,1807.7,1771,2026-06-10 16:00:51
BSE,BSEEQN,3935,-1.53,3009982,3009982,11985718224.18,3996.3,10-Jul-2026,,4446.8,2021.5,-61.3,4012,3929.5,4029,3913.1,2026-06-10 16:00:51
NLCINDIA,NLCINDIAEQN,307.85,-6.07,36594772,36594772,11611887103.32,327.75,20-Jan-2026,,387.8,220.71,-19.9,325,309.6,326.35,307.6,2026-06-10 16:00:51
OLAELEC,OLAELECEQN,47.06,-0.59,244993870,244993870,11558810786.6,47.34,,,71.25,22.25,-0.28,47.17,47.32,48.16,46.03,2026-06-10 16:00:51
SILVERBEES,SILVERBEESEQN,220.5,-4.92,51693465,51693465,11463025863.75,231.9,,,360,100.72,-11.4,228,220.59,228,220,2026-06-10 16:00:51
DATAPATTNS,DATAPATTNSEQN,4358,-4.4,2525116,2525116,11265880787.48,4558.5,01-Aug-2025,,4722,2131,-200.5,4600,4353.8,4722,4335,2026-06-10 16:00:51
IDEA,IDEAEQN,13.87,-1.91,739573180,739573180,10302254397.4,14.14,20-Aug-2024,,15.25,6.12,-0.27,14.2,13.88,14.21,13.75,2026-06-10 16:00:51
INFY,INFYEQN,1144,-0.98,8887626,8887626,10258364557.98,1180.3,10-Jun-2026,,1728,1089,-11.3,1160.1,1145.3,1171.4,1143.3,2026-06-10 16:00:51
CMRGREEN,CMRGREENEQN,241.2,-10,39084092,39084092,10025460438.92,192,,,268.96,241.2,-26.8,268,241.2,268.96,241.2,2026-06-10 16:00:51
AFCONS,AFCONSEQN,329.35,4.39,28248047,28248047,9488236506.83,315.5,18-Jul-2025,,479.4,265.8,13.85,335,330.05,346.5,326.05,2026-06-10 16:00:51
MTARTECH,MTARTECHEQN,7109,-4.68,1215492,1215492,8770528385.04,7458,04-Aug-2023,,8449.5,1390.5,-349,7484,7106.5,7536.5,7053,2026-06-10 16:00:51
JNKINDIA,JNKINDIAEQN,482.5,-0.32,17266620,17266620,8595841434.6,484.05,18-Sep-2025,,511,200.92,-1.55,479.75,498,511,472.65,2026-06-10 16:00:51
