symbol,regPrice,postPrice,postChange,direction
ORCL,201.26,181.61,-9.76,DOWN
MRVL,252.59,243.55,-3.58,DOWN
CRWV,95.61,92.32,-3.44,DOWN
ARM,307.43,298.05,-3.05,DOWN
IREN,51.52,50.03,-2.89,DOWN
SNDK,1643.23,1602.0,-2.51,DOWN
AMD,452.4,441.2,-2.48,DOWN
MU,891.88,870.75,-2.37,DOWN
DELL,369.83,361.17,-2.34,DOWN
SMCI,29.27,28.6,-2.29,DOWN
ASTS,87.32,85.4,-2.2,DOWN
INTC,107.04,104.8,-2.09,DOWN
NOW,106.06,103.9,-2.04,DOWN
