symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
MAXHEALTH,58767,40747,18020,44.22,263469,190293.60939,126881621023,205276.99463,14983.38523,1023
NAUKRI,77463,53717,23746,44.21,263484,163671.34154,80718804092,176256.50997,12585.16842,964
NYKAA,36483,25519,10964,42.96,107016,168039.39562,78559728343,178502.22593,10462.83031,276
PAGEIND,43365,31738,11627,36.63,289717,165430.79373,156709705569,178334.27442,12903.48069,39300
MFSL,41368,30469,10899,35.77,37667,124927.60264,12813815232,126113.35496,1185.75232,1685
SHREECEM,28625,21500,7125,33.14,25289,100688.42724,5742010394,101024.65618,336.22894,24700
PAYTM,50831,38627,12204,31.59,80339,148888.76848,51322129305,154491.23404,5602.46555,1114
GLENMARK,53746,40902,12844,31.4,110687,245619.92763,71891641398,253719.56662,8099.63898,2250
HDFCAMC,43377,33187,10190,30.7,29966,159766.31883,8973254385,160681.10268,914.78385,2741
LTM,56386,43599,12787,29.33,75177,164593.89642,29690478756,167462.45898,2868.56256,4008
EICHERMOT,78177,60730,17447,28.73,105818,159440.86077,60462327122,169243.53199,9802.67122,6985
VBL,84098,65708,18390,27.99,162131,274543.97202,71348641560,284514.45012,9970.4781,540
FORTIS,24225,18932,5293,27.96,32418,71571.11499,17355207353,73477.42853,1906.31353,961
CGPOWER,51462,40271,11191,27.79,37859,155098.13966,12555266691,156273.53657,1175.39691,866
NMDC,93731,73503,20228,27.52,49987,244767.88777,5520396712,245305.0899,537.20212,87
AXISBANK,217314,170805,46509,27.23,228923,598812.18868,124360094668,608019.13537,9206.94668,1287
KEI,23494,18603,4891,26.29,44578,101156.99917,31392281753,104825.0292,3668.03003,5285
CHOLAFIN,51109,41073,10036,24.43,32833,181831.73306,13449371381,183660.94687,1829.21381,1541
COLPAL,43143,34685,8458,24.39,61682,106090.23634,19606483707,108530.78341,2440.54707,2158
TORNTPHARM,44114,35763,8351,23.35,49534,113808.38732,16800226328,116082.21311,2273.82578,4497
DIVISLAB,51112,41589,9523,22.9,68076,133573.23233,34143786046,138480.64279,4907.41046,6900
PRESTIGE,25591,20878,4713,22.57,38775,80469.13,16435087411,82186.67412,1717.54411,1381
SAIL,51195,41863,9332,22.29,19707,182604.74498,93986652,182621.649,16.90402,200
DELHIVERY,29151,23860,5291,22.18,21422,102043.71214,10237007229,102722.59944,678.88729,448
FINNIFTY,26317,21559,4758,22.07,135653,6585.27561,207755964199,14284.20761,7698.93199,25531
MARICO,31227,25665,5562,21.67,15435,116170.49604,3849483480,116378.85084,208.3548,825
GODREJCP,47538,39315,8223,20.92,24737,87056.1404,4093355370,87410.9441,354.8037,1028
ALKEM,18927,15687,3240,20.65,17602,62465.83155,5980426566,62798.78471,332.95316,5414
PHOENIXLTD,20249,16786,3463,20.63,10587,42081.63974,2459077593,42289.45567,207.81593,1783
BAJAJHLDNG,11041,9188,1853,20.17,7422,18471.88361,1962013854,18543.67216,71.78854,10500
PREMIERENE,42205,35123,7082,20.16,62672,213220.72929,14849077541,215164.4172,1943.68791,972
ICICIPRULI,41169,34337,6832,19.9,23068,62443.68103,4939242248,63111.91352,668.23248,520
BANDHANBNK,53711,44819,8892,19.84,34470,111150.32076,13540273164,113257.6524,2107.33164,194
ICICIBANK,396729,331329,65400,19.74,377577,1053355.80994,232807753941,1074691.28935,21335.47941,1267
JSWSTEEL,109040,91410,17630,19.29,58532,361114.06695,14964388679,362498.32125,1384.25429,1287
LODHA,54820,46003,8817,19.17,31014,84124.58189,4043214130,84564.2782,439.6963,887
NIFTYNXT50,1963,1649,314,19.04,2461,6701.47349,3631314234,6872.71584,171.24234,69783
HINDALCO,93533,78603,14930,18.99,119929,228770.50105,71014262571,238105.39676,9334.89571,1110
KOTAKBANK,159427,134059,25368,18.92,79318,349011.9894,26711178520,351958.9246,2946.9352,384
TATACONSUM,50423,42436,7987,18.82,44331,112601.43697,18189755320,113487.72017,886.2832,1192
ASIANPAINT,113435,95746,17689,18.47,169990,202702.9093,93244523267,210765.39197,8062.48267,2636
LAURUSLABS,49288,41650,7638,18.34,36353,193415.42693,22307102644,195781.06338,2365.63644,1340
MANAPPURAM,32155,27198,4957,18.23,22514,102805.8045,11761954650,104167.101,1361.2965,324
SRF,42828,36230,6598,18.21,35851,87343.31666,10539961370,88427.61036,1084.2937,2651
ICICIGI,24945,21127,3818,18.07,23420,57659.72738,8331111798,58256.13537,596.40798,1830
ADANIENSOL,59934,50959,8975,17.61,56139,233581.44278,29733909023,238400.37301,4818.93023,1366
INDIGO,131538,112231,19307,17.2,144100,251097.54933,71518662501,257340.89934,6243.35001,4432
ABCAPITAL,34943,29822,5121,17.17,27953,169052.56319,14131598186,170666.42505,1613.86186,357
HDFCLIFE,98513,84205,14308,16.99,47780,173354.46293,15381684835,174767.74128,1413.27835,615
PERSISTENT,76784,65633,11151,16.99,82945,171860.4732,24926535855,174724.33175,2863.85855,4985
BAJAJFINSV,99137,84742,14395,16.99,54058,105243.95212,13791684967,106981.7518,1737.79967,1771
GODREJPROP,59299,50757,8542,16.83,53769,109800.81685,15152224763,111574.34448,1773.52763,1745
PNBHOUSING,29363,25167,4196,16.67,16084,82812.78486,2864624997,83035.37983,222.59497,1051
BANKBARODA,83155,71564,11591,16.2,53543,183435.36822,23923913802,187163.52437,3728.15615,266
DMART,55028,47413,7615,16.06,49329,123270.91837,18885208672,124636.8051,1365.88672,4117
AMBUJACEM,118660,102501,16159,15.76,72240,251473.39015,8580344703,253143.11968,1669.72953,435
UPL,41299,35687,5612,15.73,31340,136969.40468,13424022940,138507.77683,1538.37215,630
VMM,11489,9945,1544,15.53,7560,29495.70519,1591529391,29781.43761,285.73241,121
360ONE,16669,14430,2239,15.52,11295,26791.15595,3653717095,27096.4269,305.27095,1114
NESTLEIND,52118,45137,6981,15.47,30485,137249.00475,8072322500,137936.87975,687.875,1423
HINDPETRO,41814,36241,5573,15.38,32044,115986.44137,13955977964,117917.90601,1931.46464,389
CROMPTON,59129,51340,7789,15.17,47400,140536.58833,11516203476,141853.34809,1316.75976,294
SONACOMS,22481,19542,2939,15.04,21311,77775.95609,7904876918,78777.21902,1001.26293,594
SUNPHARMA,187450,163330,24120,14.77,372348,301309.75885,215899713851,317202.50737,15892.74851,1840
MPHASIS,34802,30324,4478,14.77,26113,84218.41106,7662000615,85225.79221,1007.38115,2231
TVSMOTOR,98698,86066,12632,14.68,66973,174975.27887,23189331593,177124.9198,2149.64093,3425
TIINDIA,20935,18258,2677,14.66,20332,68442.0412,5518427908,68909.76028,467.71908,3006
SBILIFE,45925,40089,5836,14.56,50182,115963.27098,24137583783,117641.95882,1678.68783,1860
AUBANK,48230,42120,6110,14.51,36320,164785.4823,19547560480,167055.1871,2269.7048,982
M&M,167619,146553,21066,14.37,112230,285799.61712,42386687338,290876.8905,5077.27338,3085
TMPV,208231,182108,26123,14.34,197647,246328.75312,34830300304,249382.71616,3053.96304,363
BHARTIARTL,238742,208976,29766,14.24,203923,587347.5927,125617853339,593489.6211,6142.02839,1872
NTPC,172598,151379,21219,14.02,130722,218037.8121,55722060255,221910.77715,3872.96505,389
ITC,262921,230907,32014,13.86,345876,351835.32251,136772785274,361730.36025,9895.03774,302
CONCOR,31236,27472,3764,13.7,13250,59672.47625,2573181325,60082.9145,410.43825,505
OBEROIRLTY,30980,27254,3726,13.67,20674,79429.75757,4170058207,79842.16964,412.41207,1659
BOSCHLTD,40085,35293,4792,13.58,248566,142396.87649,216083084783,154598.72432,12201.84783,36110
LTF,45052,39673,5379,13.56,37841,121340.1231,11212272742,122861.96302,1521.83992,270
BIOCON,39378,34731,4647,13.38,33269,150316.504,20815380250,152623.8065,2307.3025,429
POWERINDIA,46053,40626,5427,13.36,48446,109443.14811,33195585354,113441.75166,3998.60354,35640
ADANIENT,141627,125145,16482,13.17,91805,312658.99253,46682916603,318887.75276,6228.76023,2719
FEDERALBNK,65712,58147,7565,13.01,46720,192580.7295,14510197800,193833.395,1252.6655,286
LT,206515,182776,23739,12.99,138349,408621.75191,55718291900,414009.61591,5387.864,3933
BAJFINANCE,164559,145668,18891,12.97,124628,456008.84715,41052833295,461004.0051,4995.15795,916
INDUSTOWER,99404,88037,11367,12.91,44493,165820.023,16474334942,167525.80742,1705.78442,432
IDEA,143009,126868,16141,12.72,89190,449350.04494,44226900240,461896.33759,12546.29265,13
BANKNIFTY,1789717,1589456,200261,12.6,8864674,1047554.10722,14381231816452,1767816.66174,720262.55452,54055
UNOMINDA,20142,17899,2243,12.53,29429,65894.57303,11405391354,66737.91657,843.34354,1091
POWERGRID,81188,72179,9009,12.48,61445,148291.7016,20227288831,150038.87491,1747.17331,294
DALBHARAT,24353,21673,2680,12.37,37221,67528.55908,15198200988,69293.87897,1765.31988,1785
ADANIPORTS,102308,91130,11178,12.27,99255,262385.64244,55605794501,266601.03246,4215.39001,1785
BPCL,65680,58511,7169,12.25,43164,98832.25993,15664867280,100252.64774,1420.3878,295
WAAREEENER,79623,70983,8640,12.17,73845,100132.67311,30397343359,102366.1192,2233.44609,2998
MCX,47246,42159,5087,12.07,81436,311266.47054,137658697575,324695.70879,13429.23825,3275
TRENT,135808,121355,14453,11.91,247200,231386.22909,84143767137,241320.40046,9934.17137,4303
ETERNAL,154743,138335,16408,11.86,114114,228269.57765,45710216659,232410.72299,4141.14534,242
SWIGGY,60755,54364,6391,11.76,34789,75395.16117,4088215040,75870.77657,475.6154,250
LICI,44276,39649,4627,11.67,176734,172268.243,86408525539,182100.65839,9832.41539,813
DIXON,142131,127289,14842,11.66,587023,316425.50335,317866932892,359174.73227,42749.22892,11720
DLF,82618,73997,8621,11.65,57330,136519.28781,14530529318,138394.86599,1875.57818,585
INDUSINDBK,83495,74787,8708,11.64,55393,186037.66944,16905580909,188012.78853,1975.11909,910
DABUR,42032,37652,4380,11.63,26516,82835.80775,6933714662,83378.14187,542.33412,450
BHARATFORG,31562,28367,3195,11.26,20101,108294.04045,8691688565,109160.4261,866.38565,1898
PIDILITIND,29538,26586,2952,11.1,22690,82296.67795,8664382150,82952.34945,655.6715,1481
GMRAIRPORT,35723,32154,3569,11.1,20998,83015.61021,5989059477,83740.62798,725.01777,95
HDFCBANK,1024278,924016,100262,10.85,713461,1014854.70966,203670508988,1036429.88704,21575.17738,769
GAIL,50274,45356,4918,10.84,73308,123098.02951,24876176978,127933.8713,4835.84178,162
BAJAJ-AUTO,96592,87148,9444,10.84,101966,188450.40588,62433449126,193178.09714,4727.69126,10566
NBCC,22519,20361,2158,10.6,16127,60006.5713,4097466880,60830.4151,823.8438,94
SIEMENS,35392,32002,3390,10.59,65459,113441.24888,32375444220,117230.94108,3789.6922,3812
CANBK,72252,65429,6823,10.43,42492,182495.3355,19498716562,186355.30612,3859.97062,128
INDHOTEL,42390,38397,3993,10.4,22669,93552.384,5623162920,94137.1132,584.7292,651
APLAPOLLO,28498,25827,2671,10.34,14486,46649.93098,4981148809,47031.26907,381.33809,1883
CIPLA,96254,87258,8996,10.31,69586,141410.33824,22670645175,143028.06499,1617.72675,1392
SHRIRAMFIN,98715,89543,9172,10.24,80371,214517.82082,41673368335,220082.31168,5564.49085,942
WIPRO,207303,188227,19076,10.13,256252,459259.7997,107393618940,472029.3141,12769.5144,202
IOC,52035,47268,4767,10.09,37545,87925.51608,17112895263,89537.99497,1612.47888,139
JIOFIN,145008,131734,13274,10.08,95523,214728.37172,33596827569,219849.19491,5120.82319,238
SOLARINDS,35385,32194,3191,9.91,41903,119652.33165,26401081798,121969.52463,2317.19298,18090
NAM-INDIA,12065,10984,1081,9.84,12173,41436.45875,4166633956,41787.79831,351.33956,1084
ONGC,98190,89545,8645,9.65,78766,169965.16672,35695399297,172352.2347,2387.06797,289
MARUTI,153231,139885,13346,9.54,178705,220204.09133,96885283092,226535.37225,6331.28092,12995
COFORGE,113477,103797,9680,9.33,105617,182537.49414,37455602962,186360.42376,3822.92962,1383
AUROPHARMA,55194,50635,4559,9,110856,179991.08561,73366856876,188213.61438,8222.52876,1468
TCS,461731,425007,36724,8.64,455861,634608.77703,125043583711,650306.61914,15697.84211,2317
HEROMOTOCO,66893,61577,5316,8.63,55249,145321.94892,27642477471,147780.57363,2458.62471,4973
RELIANCE,515965,475064,40901,8.61,517824,631863.56665,295478742920,662661.49585,30797.9292,1358
APOLLOHOSP,50554,46576,3978,8.54,109896,159806.91936,99118311382,167534.34568,7727.42632,8350
NHPC,39277,36202,3075,8.49,25982,86253.31993,4592461056,86681.41849,428.09856,78
YESBANK,68438,63147,5291,8.38,41787,147137.43081,14156331250,148882.91831,1745.4875,21
BANKINDIA,26979,24906,2073,8.32,13307,57398.58384,4119920636,58029.0802,630.49636,139
TATAPOWER,93726,86550,7176,8.29,62583,128358.70844,25245127226,131302.7532,2944.04476,408
MOTHERSON,51952,48038,3914,8.15,47954,159643.85803,24772353811,162808.95615,3165.09811,136
IDFCFIRSTB,79316,73425,5891,8.02,44111,159694.53015,12458191222,162078.22463,2383.69447,68
UNITDSPR,57399,53150,4249,7.99,27783,87275.23036,5736706120,87931.21156,655.9812,1283
HAVELLS,40173,37270,2903,7.79,22429,81854.4326,5564281010,82379.9427,525.5101,1201
PFC,80853,75034,5819,7.76,47924,152406.73279,12105676661,153784.8494,1378.11661,430
HINDUNILVR,123870,115039,8831,7.68,106438,281787.35886,43245840057,285177.77943,3390.42057,2205
POLICYBZR,45354,42137,3217,7.63,44411,108526.31342,17018245191,110041.52533,1515.21191,1798
CUMMINSIND,28861,26848,2013,7.5,15258,97087.6625,6817803392,97694.89642,607.23392,5350
MIDCPNIFTY,165942,154372,11570,7.49,622521,247012.9058,1054687078809,292680.9639,45668.05809,14381
BHEL,96517,89813,6704,7.46,69707,217858.63601,53863997565,224532.18978,6673.55377,408
HINDZINC,69641,64872,4769,7.35,104632,109335.18016,72821920396,112824.04913,3488.86896,631
OIL,29504,27488,2016,7.33,17721,67522.28504,5870615142,67954.06646,431.78142,500
JINDALSTEL,34692,32343,2349,7.26,19816,78285.14425,7277277162,78922.66587,637.52162,1209
