type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SS,INFY,Stock Futures,26-May-2026,-,0,1171.5,1177.8,-0.53,90678,124406,-33728,68351,321555.91248,321555.91248,1175,FUTSTKINFY26-05-2026XX0,FUTSTK,-27.11
SS,TCS,Stock Futures,26-May-2026,-,0,2293,2298.3,-0.23,93898,127077,-33179,78282,315050.80162,315050.80162,2317.9,FUTSTKTCS26-05-2026XX0,FUTSTK,-26.11
SS,NIFTY,Index Options,26-May-2026,Call,25000,1.8,2.25,-20,181397,203812,-22415,601187,633.04991,633.04991,23719.3,OPTIDXNIFTY26-05-2026CE25000,OPTIDX,-11
SS,NIFTY,Index Options,26-May-2026,Put,22000,1.35,2,-32.5,115930,137135,-21205,362788,367.86703,367.86703,23719.3,OPTIDXNIFTY26-05-2026PE22000,OPTIDX,-15.46
SS,NIFTY,Index Options,26-May-2026,Put,22500,2.2,4.05,-45.68,147978,167878,-19900,773938,1373.35298,1373.35298,23719.3,OPTIDXNIFTY26-05-2026PE22500,OPTIDX,-11.85
SS,NIFTY,Index Options,26-May-2026,Put,22100,1.3,2.3,-43.48,26150,44215,-18065,120193,127.34448,127.34448,23719.3,OPTIDXNIFTY26-05-2026PE22100,OPTIDX,-40.86
SS,NIFTY,Index Options,26-May-2026,Put,21500,1.15,1.55,-25.81,52817,69347,-16530,112309,86.87101,86.87101,23719.3,OPTIDXNIFTY26-05-2026PE21500,OPTIDX,-23.84
SS,NIFTY,Index Options,26-May-2026,Put,22600,2.4,4.6,-47.83,34210,50152,-15942,412085,835.70838,835.70838,23719.3,OPTIDXNIFTY26-05-2026PE22600,OPTIDX,-31.79
SS,HCLTECH,Stock Futures,26-May-2026,-,0,1167.1,1170,-0.25,65668,80287,-14619,39024,159669.42768,159669.42768,1167,FUTSTKHCLTECH26-05-2026XX0,FUTSTK,-18.21
SS,NIFTY,Index Options,26-May-2026,Put,21000,0.75,1.25,-40,57003,69410,-12407,63433,38.34524,38.34524,23719.3,OPTIDXNIFTY26-05-2026PE21000,OPTIDX,-17.87
SS,NIFTY,Index Options,26-May-2026,Call,24800,2.9,3.2,-9.38,65242,76862,-11620,362886,582.61347,582.61347,23719.3,OPTIDXNIFTY26-05-2026CE24800,OPTIDX,-15.12
SS,NIFTY,Index Options,26-May-2026,Put,22800,3.2,8.05,-60.25,85040,96379,-11339,688094,2115.545,2115.545,23719.3,OPTIDXNIFTY26-05-2026PE22800,OPTIDX,-11.77
SS,NIFTY,Index Options,26-May-2026,Put,22700,2.8,6.05,-53.72,49086,59228,-10142,591242,1494.95539,1494.95539,23719.3,OPTIDXNIFTY26-05-2026PE22700,OPTIDX,-17.12
SS,COALINDIA,Stock Futures,26-May-2026,-,0,458.35,461.25,-0.63,22099,31258,-9159,20438,126558.53397,126558.53397,456.5,FUTSTKCOALINDIA26-05-2026XX0,FUTSTK,-29.3
SS,NIFTY,Index Options,26-May-2026,Put,26000,2220,2365.05,-6.13,15843,23397,-7554,12508,17917.09085,17917.09085,23719.3,OPTIDXNIFTY26-05-2026PE26000,OPTIDX,-32.29
SS,KALYANKJIL,Stock Futures,26-May-2026,-,0,353.6,353.75,-0.04,14500,21070,-6570,13402,56084.18702,56084.18702,352,FUTSTKKALYANKJIL26-05-2026XX0,FUTSTK,-31.18
SS,NIFTY,Index Options,26-May-2026,Call,26000,0.7,0.85,-17.65,55377,61501,-6124,90842,43.695,43.695,23719.3,OPTIDXNIFTY26-05-2026CE26000,OPTIDX,-9.96
SS,NIFTY,Index Options,26-May-2026,Call,25100,1.65,1.75,-5.71,41681,47253,-5572,135440,114.4468,114.4468,23719.3,OPTIDXNIFTY26-05-2026CE25100,OPTIDX,-11.79
SS,AMBER,Stock Futures,26-May-2026,-,0,7410,7574,-2.17,12707,18164,-5457,11440,85257.2864,85257.2864,7382,FUTSTKAMBER26-05-2026XX0,FUTSTK,-30.04
SS,NIFTY,Index Options,26-May-2026,Put,25000,1224.25,1367.3,-10.46,20222,25400,-5178,9081,7208.19812,7208.19812,23719.3,OPTIDXNIFTY26-05-2026PE25000,OPTIDX,-20.39
SS,NIFTY,Index Options,26-May-2026,Call,25200,1.45,1.55,-6.45,49532,54666,-5134,151159,113.97388,113.97388,23719.3,OPTIDXNIFTY26-05-2026CE25200,OPTIDX,-9.39
SS,NIFTY,Index Options,26-May-2026,Put,24500,728,868.15,-16.14,36960,41756,-4796,16005,7570.13292,7570.13292,23719.3,OPTIDXNIFTY26-05-2026PE24500,OPTIDX,-11.49
SS,NIFTY,Index Options,26-May-2026,Put,22550,2.3,4.3,-46.51,17985,22574,-4589,139944,261.97516,261.97516,23719.3,OPTIDXNIFTY26-05-2026PE22550,OPTIDX,-20.33
SS,NIFTY,Index Options,26-May-2026,Put,22400,1.8,3.3,-45.45,30829,35117,-4288,231175,344.10398,344.10398,23719.3,OPTIDXNIFTY26-05-2026PE22400,OPTIDX,-12.21
SS,NIFTY,Index Options,26-May-2026,Put,22850,3.65,9.8,-62.76,20632,24786,-4154,387836,1366.34622,1366.34622,23719.3,OPTIDXNIFTY26-05-2026PE22850,OPTIDX,-16.76
