type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RS,TCS,Stock Futures,30-Jun-2026,-,0,2289.2,2290.1,-0.04,173467,107854,65613,78387,314325.2071,314325.2071,2317.9,FUTSTKTCS30-06-2026XX0,FUTSTK,60.84
RS,INFY,Stock Futures,30-Jun-2026,-,0,1168.2,1173,-0.41,167289,115214,52075,71669,335703.32952,335703.32952,1175,FUTSTKINFY30-06-2026XX0,FUTSTK,45.2
RS,NIFTY,Index Options,26-May-2026,Put,23750,125.05,233.2,-46.38,50449,14251,36198,3088745,278285.11389,278285.11389,23719.3,OPTIDXNIFTY26-05-2026PE23750,OPTIDX,254
RS,NIFTY,Index Options,02-Jun-2026,Put,22500,11.15,24.8,-55.04,42001,12254,29747,98942,908.08967,908.08967,23719.3,OPTIDXNIFTY02-06-2026PE22500,OPTIDX,242.75
RS,BHARTIARTL,Stock Futures,30-Jun-2026,-,0,1889,1898.9,-0.52,86851,57845,29006,33076,297631.0784,297631.0784,1872.7,FUTSTKBHARTIARTL30-06-2026XX0,FUTSTK,50.14
RS,ITC,Stock Futures,30-Jun-2026,-,0,304.6,310.3,-1.84,65425,37652,27773,38088,186381.34272,186381.34272,302.05,FUTSTKITC30-06-2026XX0,FUTSTK,73.76
RS,NIFTY,Index Options,26-May-2026,Put,23500,44.85,112.6,-60.17,137780,113558,24222,2488128,91166.25398,91166.25398,23719.3,OPTIDXNIFTY26-05-2026PE23500,OPTIDX,21.33
RS,M&M,Stock Futures,30-Jun-2026,-,0,3110.1,3120.1,-0.32,59889,40212,19677,23732,148447.45712,148447.45712,3085,FUTSTKM&M30-06-2026XX0,FUTSTK,48.93
RS,NMDC,Stock Futures,30-Jun-2026,-,0,88.61,88.96,-0.39,34975,15398,19577,20603,123091.07827,123091.07827,87.95,FUTSTKNMDC30-06-2026XX0,FUTSTK,127.14
RS,NIFTY,Index Options,26-May-2026,Put,23700,103.75,204,-49.14,106415,87377,19038,4154777,322398.23086,322398.23086,23719.3,OPTIDXNIFTY26-05-2026PE23700,OPTIDX,21.79
RS,BANKNIFTY,Index Options,26-May-2026,Put,54000,237,737.45,-67.86,44426,26811,17615,599224,63529.72848,63529.72848,54055.35,OPTIDXBANKNIFTY26-05-2026PE54000,OPTIDX,65.7
RS,NIFTY,Index Options,26-May-2026,Put,23800,149.1,265.1,-43.76,67698,51542,16156,3945731,404277.62539,404277.62539,23719.3,OPTIDXNIFTY26-05-2026PE23800,OPTIDX,31.35
RS,SUNPHARMA,Stock Futures,30-Jun-2026,-,0,1851.2,1902.5,-2.7,47665,33302,14363,23459,153963.6456,153963.6456,1840,FUTSTKSUNPHARMA30-06-2026XX0,FUTSTK,43.13
RS,NIFTY,Index Options,02-Jun-2026,Put,22000,5.8,8.4,-30.95,31271,17090,14181,59206,234.75179,234.75179,23719.3,OPTIDXNIFTY02-06-2026PE22000,OPTIDX,82.98
RS,NIFTY,Index Options,26-May-2026,Put,23050,6.45,21.05,-69.36,34813,20750,14063,356576,2317.744,2317.744,23719.3,OPTIDXNIFTY26-05-2026PE23050,OPTIDX,67.77
RS,NIFTY,Index Options,26-May-2026,Put,23150,9.5,31,-69.35,32294,19084,13210,388698,3618.00098,3618.00098,23719.3,OPTIDXNIFTY26-05-2026PE23150,OPTIDX,69.22
RS,PERSISTENT,Stock Futures,30-Jun-2026,-,0,4970,4988.6,-0.37,26858,14418,12440,17503,86739.96716,86739.96716,4985,FUTSTKPERSISTENT30-06-2026XX0,FUTSTK,86.28
RS,NIFTY,Index Options,26-May-2026,Call,24750,3.05,3.75,-18.67,36525,24519,12006,230659,428.79508,428.79508,23719.3,OPTIDXNIFTY26-05-2026CE24750,OPTIDX,48.97
RS,MAXHEALTH,Stock Futures,30-Jun-2026,-,0,1019.85,1099.1,-7.21,22479,10543,11936,18476,99650.95266,99650.95266,1023.05,FUTSTKMAXHEALTH30-06-2026XX0,FUTSTK,113.21
RS,BANKNIFTY,Index Options,30-Jun-2026,Put,54000,1074.25,1491.45,-27.97,27441,15584,11857,27755,9920.1921,9920.1921,54055.35,OPTIDXBANKNIFTY30-06-2026PE54000,OPTIDX,76.08
RS,POWERGRID,Stock Futures,30-Jun-2026,-,0,296.5,301.55,-1.67,32673,20911,11762,13960,79033.5628,79033.5628,294.15,FUTSTKPOWERGRID30-06-2026XX0,FUTSTK,56.25
RS,BEL,Stock Futures,30-Jun-2026,-,0,419.05,422.75,-0.88,46020,34279,11741,15139,90671.63422,90671.63422,416.5,FUTSTKBEL30-06-2026XX0,FUTSTK,34.25
RS,NIFTY,Index Options,26-May-2026,Put,23000,5.45,17.2,-68.31,153237,141762,11475,1100859,6153.80181,6153.80181,23719.3,OPTIDXNIFTY26-05-2026PE23000,OPTIDX,8.09
RS,ADANIPORTS,Stock Futures,30-Jun-2026,-,0,1797,1799.4,-0.13,29564,18195,11369,13695,116900.99932,116900.99932,1785,FUTSTKADANIPORTS30-06-2026XX0,FUTSTK,62.48
RS,COALINDIA,Stock Futures,30-Jun-2026,-,0,457.3,460.65,-0.73,29366,18168,11198,17439,107900.67348,107900.67348,456.5,FUTSTKCOALINDIA30-06-2026XX0,FUTSTK,61.64
