type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,HDFCBANK,Stock Futures,30-Jun-2026,-,0,762.9,751.85,1.47,506450,409952,96498,121389,508607.7711,508607.7711,769,FUTSTKHDFCBANK30-06-2026XX0,FUTSTK,23.54
RR,ICICIBANK,Stock Futures,30-Jun-2026,-,0,1279,1253.5,2.03,169024,120715,48309,58933,526331.80166,526331.80166,1267.2,FUTSTKICICIBANK30-06-2026XX0,FUTSTK,40.02
RR,NIFTY,Index Futures,30-Jun-2026,-,0,23842,23726.8,0.49,140803,95074,45729,62084,962052.04981,962052.04981,23719.3,FUTIDXNIFTY30-06-2026XX0,FUTIDX,48.1
RR,RELIANCE,Stock Futures,30-Jun-2026,-,0,1369.1,1359.4,0.71,160697,121759,38938,47237,323084.54705,323084.54705,1358,FUTSTKRELIANCE30-06-2026XX0,FUTSTK,31.98
RR,AXISBANK,Stock Futures,30-Jun-2026,-,0,1296.6,1260.6,2.86,77049,46745,30304,36189,290566.00462,290566.00462,1287,FUTSTKAXISBANK30-06-2026XX0,FUTSTK,64.83
RR,BAJFINANCE,Stock Futures,30-Jun-2026,-,0,919.3,905.6,1.51,75476,47899,27577,33961,233240.7519,233240.7519,916.55,FUTSTKBAJFINANCE30-06-2026XX0,FUTSTK,57.57
RR,LT,Stock Futures,30-Jun-2026,-,0,3954,3914.5,1.01,53047,28179,24868,28612,198474.43406,198474.43406,3933,FUTSTKLT30-06-2026XX0,FUTSTK,88.25
RR,HCLTECH,Stock Futures,30-Jun-2026,-,0,1168,1163.6,0.38,73689,49631,24058,39941,162739.20509,162739.20509,1167,FUTSTKHCLTECH30-06-2026XX0,FUTSTK,48.47
RR,NIFTY,Index Options,26-May-2026,Call,24400,11.95,9.45,26.46,94154,71465,22689,716903,4114.66476,4114.66476,23719.3,OPTIDXNIFTY26-05-2026CE24400,OPTIDX,31.75
RR,WIPRO,Stock Futures,30-Jun-2026,-,0,183.41,182.35,0.58,64873,42397,22476,40088,220347.7008,220347.7008,202.97,FUTSTKWIPRO30-06-2026XX0,FUTSTK,53.01
RR,AMBUJACEM,Stock Futures,30-Jun-2026,-,0,438.65,437.45,0.27,46084,25955,20129,26990,124416.0729,124416.0729,435.1,FUTSTKAMBUJACEM30-06-2026XX0,FUTSTK,77.55
RR,TRENT,Stock Futures,30-Jun-2026,-,0,4275,4131.9,3.46,52755,33161,19594,27802,117447.60286,117447.60286,4303,FUTSTKTRENT30-06-2026XX0,FUTSTK,59.09
RR,TMPV,Stock Futures,30-Jun-2026,-,0,363.7,360.9,0.78,60282,40953,19329,35978,104511.77264,104511.77264,363.95,FUTSTKTMPV30-06-2026XX0,FUTSTK,47.2
RR,JSWSTEEL,Stock Futures,30-Jun-2026,-,0,1298.5,1289.9,0.67,52114,32911,19203,20747,181057.82418,181057.82418,1287.5,FUTSTKJSWSTEEL30-06-2026XX0,FUTSTK,58.35
RR,KOTAKBANK,Stock Futures,30-Jun-2026,-,0,388,383.45,1.19,62841,44335,18506,22292,172664.9152,172664.9152,384.6,FUTSTKKOTAKBANK30-06-2026XX0,FUTSTK,41.74
RR,IDEA,Stock Futures,30-Jun-2026,-,0,13.85,13.69,1.17,49391,31869,17522,23618,233970.18183,233970.18183,13.71,FUTSTKIDEA30-06-2026XX0,FUTSTK,54.98
RR,HINDUNILVR,Stock Futures,30-Jun-2026,-,0,2200,2173.6,1.21,40181,23640,16541,22553,148733.42652,148733.42652,2205,FUTSTKHINDUNILVR30-06-2026XX0,FUTSTK,69.97
RR,ETERNAL,Stock Futures,30-Jun-2026,-,0,244.64,243.96,0.28,46691,30269,16422,20479,121849.64042,121849.64042,242.8,FUTSTKETERNAL30-06-2026XX0,FUTSTK,54.25
RR,NTPC,Stock Futures,30-Jun-2026,-,0,392.15,392.05,0.03,55819,39400,16419,19445,114342.4335,114342.4335,389,FUTSTKNTPC30-06-2026XX0,FUTSTK,41.67
RR,INDIGO,Stock Futures,30-Jun-2026,-,0,4471,4428.2,0.97,33641,17927,15714,18559,124033.87998,124033.87998,4432,FUTSTKINDIGO30-06-2026XX0,FUTSTK,87.66
RR,JIOFIN,Stock Futures,30-Jun-2026,-,0,240.2,237.57,1.11,42729,27191,15538,19145,108342.22507,108342.22507,238.89,FUTSTKJIOFIN30-06-2026XX0,FUTSTK,57.14
RR,ADANIENT,Stock Futures,30-Jun-2026,-,0,2745.1,2713.8,1.15,34830,19651,15179,18183,154317.88819,154317.88819,2719.1,FUTSTKADANIENT30-06-2026XX0,FUTSTK,77.24
RR,SBIN,Stock Futures,30-Jun-2026,-,0,959.1,957.9,0.13,79887,65384,14503,23054,166092.543,166092.543,949.6,FUTSTKSBIN30-06-2026XX0,FUTSTK,22.18
RR,VBL,Stock Futures,30-Jun-2026,-,0,545.5,524.4,4.02,31497,17082,14415,23387,141302.49997,141302.49997,540.75,FUTSTKVBL30-06-2026XX0,FUTSTK,84.39
RR,TATASTEEL,Stock Futures,30-Jun-2026,-,0,206.3,205.68,0.3,39699,25573,14126,18306,103930.02675,103930.02675,209.35,FUTSTKTATASTEEL30-06-2026XX0,FUTSTK,55.24
