symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
RAMCOSYS,EQ,469.9,78.3,  19.99,20,469.9,413.05,682.35,342.1,26.80663,123.195229491
MANALIPETC,EQ,62.53,7.01,  12.63,20,66.62,57.31,81.1,39.13,188.15503,121.040130799
STLTECH,BE,441.15,21,   5.00,5,441.15,421.15,441.15,67.55,23.70531,104.251212318
LAXMIDENTL,EQ,249.28,41.54,  20.00,20,249.28,236.1,509.95,155.88,36.36406,90.077413026
E2E,EQ,3579.7,170.4,   5.00,5,3579.7,3320,3894.7,1833.6,1.98175,69.53286955
GVPIL,EQ,732.4,34.85,   5.00,5,732.4,701.8,748.4,238.3,7.68794,55.749865703999994
WEBELSOLAR,EQ,107.47,2.2,   2.09,5,110.53,105,157.3,50.4,42.88135,46.564857964999995
GALLANTT,EQ,695,28.75,   4.32,5,699.55,652.05,948,423,5.84344,40.029901376
SUDEEPPHRM,EQ,674.95,6.75,   1.01,10,735,640,795,524.05,3.96644,27.086818760000003
IDEAFORGE,BE,775.95,36.95,   5.00,5,775.95,728.35,888,366,3.28037,25.070555762
MON100,EQ,332.13,6.39,   1.96,20,332.13,332.05,332.13,175.71,7.47968,24.841513216
ABSMARINE,SM,302,39.05,  14.85,20,315.5,295,315.5,124.95,7.85,24.10264
BCG,EQ,10.8,0.29,   2.76,5,11.03,10.23,22,7.97,215.91559,23.059785012
IZMO,EQ,705,-15.45,  -2.14,5,756.45,696.8,1374.7,295,2.04494,14.920495722
OCCLLTD,EQ,116.14,19.35,  19.99,20,116.14,111.19,159.42,75.71,12.35199,14.302369221000001
IBULLSLTD,BE,19.11,0.91,   5.00,5,19.11,18.03,22.78,8.9,64.31722,12.15595458
SIGMAADV,BE,349.55,16.6,   4.99,5,349.55,336.3,354.9,75,3.03297,10.513790505
VENUSREM,EQ,1082.05,51.5,   5.00,5,1082.05,1030,1088.8,332.6,0.9163,9.7979959
DEEDEV,BE,523.8,24.9,   4.99,5,523.8,523.8,523.8,183,1.74889,9.16068582
RFBL,ST,63.7,3,   4.94,5,63.7,63.65,63.7,52.5,12.24,7.791984
UNITECH,EQ,5.13,0.46,   9.85,10,5.13,4.66,10.5,3.1,154.79409,7.770663318
TVSSCS,EQ,121.57,5.78,   4.99,5,121.57,115.33,147,90.32,5.21966,6.2521087479999995
NOIDATOLL,EQ,7.19,0.43,   6.36,10,7.43,6.76,7.43,2.87,81.39797,5.901352825
PURPLEUTED,SM,400.55,10.45,   2.68,5,409.6,394,587.95,244.45,1.3,5.29906
MAFANG,EQ,196.38,3.77,   1.96,20,196.38,196.38,197.89,129.58,2.12962,4.182147756
FISCHER,EQ,36.49,1.73,   4.98,5,36.49,34.55,124.7,32.01,10.32896,3.72875456
NIMBSPROJ,EQ,224.16,3.94,   1.79,5,231.23,221.01,231.23,165.81,1.2396,2.8145118
BFUTILITIE,EQ,548,4.55,   0.84,5,570.6,545.5,898.7,368.7,0.49082,2.746726884
TAKE,BE,29.1,0.96,   3.41,5,29.54,27.01,50.14,8.33,9.35374,2.697618616
REGAAL,BE,87.42,4.16,   5.00,5,87.42,81.83,145.7,57.27,2.80172,2.421526596
KESORAMIND,BE,13.05,0.62,   4.99,5,13.05,12.5,14.26,4.55,13.48903,1.750876094
MASPTOP50,EQ,82.78,1.15,   1.41,20,82.78,82.78,82.78,52.52,1.77867,1.472383026
MAHKTECH,EQ,24.21,0.14,   0.58,20,24.21,23.7,35.59,20.51,5.71538,1.38312196
JAYBEE,ST,99,1.55,   1.59,5,102.3,98,295,70,1.31,1.315895
