symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NOK,Nokia Corporation Sponsored,16.73,-0.12,-0.71,140671760,94268023,93395795968
NVDA,NVIDIA Corporation,214.75,-8.07,-3.62,150147825,166657271,5201459675136
INTC,Intel Corporation,112.71,4.78,4.43,116558375,122169103,566480470016
NVTS,Navitas Semiconductor Corporati,30.84,4.98,19.26,110660093,30358315,7308790272
NU,Nu Holdings Ltd.,11.64,-0.29,-2.43,111190706,52481792,56590667776
MRVL,"Marvell Technology, Inc.",301.65,10.86,3.73,108602556,29036744,264110604288
ONDS,Ondas Inc,11.61,-1.97,-14.51,92502909,76324820,5787459072
BB,BlackBerry Limited,10.18,-0.14,-1.36,86773587,20750219,5966105088
RGTI,"Rigetti Computing, Inc.",24.095,-2.78,-10.36,76384260,37473752,8009149440
AAL,"American Airlines Group, Inc.",13.57,-0.36,-2.58,71520667,67417433,8974996480
SOFI,"SoFi Technologies, Inc.",16.68,-1.06,-5.98,71943015,66941520,21396123648
PLUG,"Plug Power, Inc.",3.69,-0.4,-9.78,70392267,79258455,5147804672
IREN,IREN LIMITED,65.48,-1.12,-1.68,58376087,42134885,23401158656
POET,POET Technologies Inc.,15.38,1.56,11.29,54982585,36723011,2654517504
GOOGL,Alphabet Inc.,358.99,-2.86,-0.79,52636770,28430574,4349323116544
F,Ford Motor Company,15.71,-0.44,-2.72,58122004,59169007,62599524352
T,AT&T Inc.,23.55,-1.09,-4.42,51623772,39513622,163633364992
ACHR,Archer Aviation Inc.,6.53,-0.21,-3.12,51523439,35967601,4981508096
HPE,Hewlett Packard Enterprise Comp,55.15,-1.0,-1.78,56351551,22390195,73029828608
GRAB,Grab Holdings Limited,3.41,-0.19,-5.28,51988482,50012649,13946899456
BAC,Bank of America Corporation,52.4,-0.08,-0.15,47867902,37741780,371861356544
RIVN,"Rivian Automotive, Inc.",18.27,0.98,5.67,50341145,29060325,24534169600
SMR,NuScale Power Corporation,12.27,-1.68,-12.04,52136988,30408058,4246718208
SMCI,"Super Micro Computer, Inc.",47.42,-2.75,-5.48,48554959,40973146,28519264256
KEEL,Keel Infrastructure Corp.,6.15,0.01,0.16,44728745,34692971,3713546496
