symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
TCS,TCSEQN,2245,-8.25,15660062,15660062,35513575402.36,2446.9,25-May-2026,,3538,2206.4,-201.9,2393,2241.7,2393,2224.8,2026-06-03 16:00:26
HDFCBANK,HDFCBANKEQN,753,0.63,36109480,36109480,27039500813.6,748.25,19-Jun-2026,,1020.5,726.65,4.75,744.45,753.65,756.9,742.6,2026-06-03 16:00:26
SBIN,SBINEQN,971.5,1.55,27947005,27947005,26509411062.8,956.65,15-May-2026,,1234.7,781.7,14.85,953.75,970.45,974,937.2,2026-06-03 16:00:26
RELIANCE,RELIANCEEQN,1312.6,-0.15,20012293,20012293,26208098912.8,1314.6,05-Jun-2026,,1611.8,1290,-2,1315,1313.2,1324,1301,2026-06-03 16:00:26
IFCI,IFCIEQN,80.4,12.23,322483580,322483580,25282712672,71.64,19-Sep-2024,,81.9,46.23,8.76,72.3,80.42,81.9,71.78,2026-06-03 16:00:26
INFY,INFYEQN,1220.5,-3.96,18534303,18534303,22721943419.82,1270.8,10-Jun-2026,,1728,1089,-50.3,1242.1,1222.6,1249.9,1216,2026-06-03 16:00:26
BSE,BSEEQN,3960.1,0.72,5058668,5058668,19876315958.88,3931.9,10-Jul-2026,,4446.8,2021.5,28.2,3935.5,3966.1,4018,3855,2026-06-03 16:00:26
TEJASNET,TEJASNETEQN,565.3,5.21,32816753,32816753,18480098116.89,537.3,19-Jun-2025,,749.95,294,28,544,569.25,582.4,538.55,2026-06-03 16:00:26
APOLLO,APOLLOEQN,411.5,-5.84,42624969,42624969,17834713279.29,437,08-Sep-2025,,446.9,162.34,-25.5,441,407.55,446.9,402.5,2026-06-03 16:00:26
ICICIBANK,ICICIBANKEQN,1243.4,1.37,13934754,13934754,17160510203.46,1226.6,12-Aug-2025,,1500,1187.6,16.8,1219.9,1242,1248.3,1213.7,2026-06-03 16:00:26
IDEA,IDEAEQN,14.91,5.3,1132162694,1132162694,16518253705.46,14.16,20-Aug-2024,,15.09,6.12,0.75,14.18,14.85,15.09,14.06,2026-06-03 16:00:26
WOCKPHARMA,WOCKPHARMAEQN,2084,5.99,7368265,7368265,15222909172.65,1966.2,21-Jun-2024,,2422.3,1086.7,117.8,1978,2073.9,2150,1960.1,2026-06-03 16:00:26
ATHERENERG,ATHERENERGEQN,1020.95,6.28,13219934,13219934,13352662137.36,960.6,,,1047,301,60.35,961,1022.05,1047,960.6,2026-06-03 16:00:26
JSLL,JSLLEQN,699.9,18.51,19402077,19402077,12936334839.75,590.6,22-Sep-2025,,849.5,400.25,109.3,605,692.3,708.7,605,2026-06-03 16:00:26
HFCL,HFCLEQN,199.43,5,65716679,65716679,12919241924.61,189.94,08-Sep-2025,,199.43,59.82,9.49,189.9,199.41,199.43,189,2026-06-03 16:00:26
NHPC,NHPCEQN,74.74,3.39,170970500,170970500,12875788355,72.29,10-Feb-2026,,92.34,71.62,2.45,75.56,75.1,76.17,74.5,2026-06-03 16:00:26
BAJFINANCE,BAJFINANCEEQN,876.7,-0.6,14747769,14747769,12858874746.48,882,30-Jun-2026,,1102.5,787.9,-5.3,882,876.8,882,863.5,2026-06-03 16:00:26
WIPRO,WIPROEQN,203.9,-2.83,62282204,62282204,12762246421.64,209.84,05-Jun-2026,,273.1,186.5,-5.94,208,204.1,208.4,202,2026-06-03 16:00:26
NETWEB,NETWEBEQN,4694.4,-1.85,2662374,2662374,12681047104.44,4782.8,22-Aug-2025,,4944.8,1700.1,-88.4,4800,4705.3,4944.8,4630,2026-06-03 16:00:26
OLAELEC,OLAELECEQN,43.81,9.99,266948059,266948059,11182454191.51,39.83,,,71.25,22.25,3.98,40,43.74,43.81,39.14,2026-06-03 16:00:26
