buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,FIDELITY INVESTMENT TRUST FIDELITY INTERNATIONAL SMALL CAP FUND,03-Jun-2026,GMR AIRPORTS LIMITED,195000000,,GMRAIRPORT,97.75
BUY,ABS DIRECT EQUITY FUND LLC - INDIA SERIES 1,03-Jun-2026,Lenskart Solutions Ltd,18600,,LENSKART,508.55
BUY,APT-UNIVERSAL-FONDS,03-Jun-2026,Lenskart Solutions Ltd,5267,,LENSKART,508.55
BUY,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,03-Jun-2026,Lenskart Solutions Ltd,295200,,LENSKART,508.55
BUY,ASHOKA WHITEOAK ICAV - ASHOKA WHITEOAK INDIA OPPORTUNITIES FUND,03-Jun-2026,Lenskart Solutions Ltd,821100,,LENSKART,508.55
BUY,BNP PARIBAS FINANCIAL MARKETS - ODI,03-Jun-2026,Lenskart Solutions Ltd,2000000,,LENSKART,508.55
BUY,CANARA ROBECO MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,75000,,LENSKART,508.55
BUY,CANARA ROBECO MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,300000,,LENSKART,508.55
BUY,CANARA ROBECO MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,450000,,LENSKART,508.55
BUY,CANARA ROBECO MUTUAL FUND.,03-Jun-2026,Lenskart Solutions Ltd,75000,,LENSKART,508.55
BUY,COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLOYEES' RETIREMENT SYSTEM / GE322,03-Jun-2026,Lenskart Solutions Ltd,51143,,LENSKART,508.55
BUY,COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLOYEES' RETIREMENT SYSTEM / GE322,03-Jun-2026,Lenskart Solutions Ltd,316696,,LENSKART,508.55
BUY,COPTHALL MAURITIUS INVESTMENT LIMITED - ODI,03-Jun-2026,Lenskart Solutions Ltd,1896000,,LENSKART,508.55
BUY,DENDANA INVESTMENTS (MAURITIUS) LIMITED,03-Jun-2026,Lenskart Solutions Ltd,67570,,LENSKART,508.55
BUY,FACTORY MUTUAL INSURANCE COMPANY,03-Jun-2026,Lenskart Solutions Ltd,32300,,LENSKART,508.55
BUY,FIDELITY EMERGING MARKETS FOCUS INSTITUTIONAL TRUST,03-Jun-2026,Lenskart Solutions Ltd,69914,,LENSKART,508.55
BUY,FIDELITY FUNDS �� EMERGING MARKETS EQUITY ESG FUND,03-Jun-2026,Lenskart Solutions Ltd,712157,,LENSKART,508.55
BUY,FIDELITY FUNDS �� INDIA FOCUS FUND,03-Jun-2026,Lenskart Solutions Ltd,1992003,,LENSKART,508.55
BUY,FIDELITY GLOBAL EMERGING MARKETS ACTIVE ETF,03-Jun-2026,Lenskart Solutions Ltd,265430,,LENSKART,508.55
BUY,FIDELITY GLOBAL EMERGING MARKETS FUND,03-Jun-2026,Lenskart Solutions Ltd,597599,,LENSKART,508.55
BUY,FIDELITY INDIA FUND,03-Jun-2026,Lenskart Solutions Ltd,173699,,LENSKART,508.55
BUY,FIDELITY INVESTMENT FUNDS - FIDELITY RESPONSIBLE EMERGING MARKETS EQUITY FD,03-Jun-2026,Lenskart Solutions Ltd,84982,,LENSKART,508.55
BUY,GOLDMAN SACHS BANK EUROPE SE - ODI,03-Jun-2026,Lenskart Solutions Ltd,7100000,,LENSKART,508.55
BUY,GOLDMAN SACHS BANK EUROPESE,03-Jun-2026,Lenskart Solutions Ltd,6693594,,LENSKART,508.55
BUY,HDFC LIFE INSURANCE COMPANY LIMITED,03-Jun-2026,Lenskart Solutions Ltd,1100000,,LENSKART,508.55
BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,03-Jun-2026,Lenskart Solutions Ltd,800000,,LENSKART,508.55
BUY,ICICI PRUDENTIAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,2350000,,LENSKART,508.55
BUY,INDIA ACORN FUND LTD,03-Jun-2026,Lenskart Solutions Ltd,132800,,LENSKART,508.55
BUY,INTERNATIONAL MONETARY FUND,03-Jun-2026,Lenskart Solutions Ltd,759150,,LENSKART,508.55
BUY,INTERNATIONAL MONETARY FUND,03-Jun-2026,Lenskart Solutions Ltd,987273,,LENSKART,508.55
BUY,KOTAK FUNDS - INDIA MIDCAP FUND,03-Jun-2026,Lenskart Solutions Ltd,3062138,,LENSKART,508.55
BUY,KOTAK INFINITY FUND - CLASS AC,03-Jun-2026,Lenskart Solutions Ltd,37862,,LENSKART,508.55
BUY,LOS ANGELES CITY EMPLOYEES' RETIREMENT SYSTEM,03-Jun-2026,Lenskart Solutions Ltd,343658,,LENSKART,508.55
BUY,MANULIFE (SINGAPORE) PTE LTD,03-Jun-2026,Lenskart Solutions Ltd,14597,,LENSKART,508.55
BUY,MANULIFE (SINGAPORE) PTE LTD,03-Jun-2026,Lenskart Solutions Ltd,15502,,LENSKART,508.55
BUY,MANULIFE (SINGAPORE) PTE LTD,03-Jun-2026,Lenskart Solutions Ltd,88779,,LENSKART,508.55
BUY,MANULIFE (SINGAPORE) PTE LTD,03-Jun-2026,Lenskart Solutions Ltd,216752,,LENSKART,508.55
BUY,MANULIFE PROVIDENT FUNDS UNIT TRUST SERIES- MANULIFE PACIFIC ASIA EQY FUND,03-Jun-2026,Lenskart Solutions Ltd,314370,,LENSKART,508.55
BUY,METZLER ASSET MANAGEMENT GMBH FOR MI-FONDS 415,03-Jun-2026,Lenskart Solutions Ltd,31204,,LENSKART,508.55
BUY,MIRAE ASSET MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,319515,,LENSKART,508.55
BUY,MIRAE ASSET MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,406224,,LENSKART,508.55
BUY,MIRAE ASSET MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,528091,,LENSKART,508.55
BUY,MIRAE ASSET MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,568714,,LENSKART,508.55
BUY,MIRAE ASSET MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,1677456,,LENSKART,508.55
BUY,NORTH ROCK SG VCC,03-Jun-2026,Lenskart Solutions Ltd,190000,,LENSKART,508.55
BUY,NORTH ROCK SG VCC,03-Jun-2026,Lenskart Solutions Ltd,302000,,LENSKART,508.55
BUY,OMNIS GLOBAL EMERGING MARKETS EQUITY LEADERS FUND,03-Jun-2026,Lenskart Solutions Ltd,824629,,LENSKART,508.55
BUY,QUANT MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,1160000,,LENSKART,508.55
BUY,SOCIETE GENERALE - ODI,03-Jun-2026,Lenskart Solutions Ltd,13734000,,LENSKART,508.55
BUY,ST. JAMES'S PLACE EMERGING MARKETS EQUITY UNIT TRUST,03-Jun-2026,Lenskart Solutions Ltd,1205500,,LENSKART,508.55
BUY,TEACHERS' RETIREMENT SYSTEM OF THE STATE OF ILLINOIS,03-Jun-2026,Lenskart Solutions Ltd,103866,,LENSKART,508.55
BUY,WASATCH EMERGING MARKETS SELECT CIT,03-Jun-2026,Lenskart Solutions Ltd,446967,,LENSKART,508.55
BUY,WASATCH EMERGING MARKETS SELECT FUND,03-Jun-2026,Lenskart Solutions Ltd,43138,,LENSKART,508.55
BUY,WASATCH EMERGING MARKETS SELECT MASTER FUND LTD,03-Jun-2026,Lenskart Solutions Ltd,95953,,LENSKART,508.55
BUY,WASATCH EMERGING MARKETS SMALL CAP CIT,03-Jun-2026,Lenskart Solutions Ltd,22061,,LENSKART,508.55
BUY,WASATCH EMERGING MARKETS SMALL CAP FUND,03-Jun-2026,Lenskart Solutions Ltd,24547,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,7232,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,8133,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,24696,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,68887,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,87329,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,145481,,LENSKART,508.55
BUY,WHITEOAK CAPITAL MUTUAL FUND,03-Jun-2026,Lenskart Solutions Ltd,158242,,LENSKART,508.55
SELL,GQG PARTNERS EMERGING MARKETS EQUITY FUND,03-Jun-2026,GMR AIRPORTS LIMITED,195000000,,GMRAIRPORT,97.75
SELL,SVF II LIGHTBULB (CAYMAN) LIMITED,03-Jun-2026,Lenskart Solutions Ltd,56500000,,LENSKART,508.55
