symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
LALITHAA,EQ,267.8,9.9,   3.84,10,283.65,257,283.65,240.35,320.2109,879.7474266600001
MILKYMIST,EQ,232.03,21.09,  10.00,10,232.03,221.92,233.8,165,239.25717,543.185553051
TBZ,EQ,366.8,61.1,  19.99,20,366.8,313.1,366.8,110.5,141.34183,497.76352271099995
E2E,BE,620,1.25,   0.20,5,649.65,611,698,183.36,15.97894,102.1054266
SETL,EQ,387.95,18.45,   4.99,5,387.95,378,387.95,104.56,13.5946,52.261720780000005
MODISONLTD,EQ,499.45,45.4,  10.00,10,499.45,466.15,499.45,114,7.66487,37.908147559
IZMO,EQ,916.3,83.3,  10.00,10,916.3,818.4,1374.7,562,3.99394,35.991789704000006
DEEDEV,EQ,619.8,29.5,   5.00,5,619.8,580.3,760,183,4.38089,26.945978212
KALYANIFRG,EQ,1097.15,182.85,  20.00,20,1097.15,974.7,1097.15,523.6,2.10769,22.285660215
MVKAGRO,SM,204.2,9.7,   4.99,5,204.2,196,819,152.05,10.23,20.885568
MANAKSTEEL,EQ,104.49,4.97,   4.99,5,104.49,97.19,104.49,45.11,13.84941,14.34798876
MAFANG,EQ,211,1.05,   0.50,20,211.56,210.33,211.56,149.74,6.49909,13.744275532
JINDALPOLY,EQ,694.45,63.1,   9.99,10,694.45,620.1,1026.45,365,1.42561,9.631278599
SILVERADD,EQ,21.88,-0.62,  -2.76,20,27.96,21.88,39,11.8,42.51284,9.454855616
PAR,EQ,140.82,23.47,  20.00,20,140.82,118.52,140.82,78.05,6.19562,8.388249918000001
BIRLACABLE,BE,325.35,15.45,   4.99,5,325.35,312,325.35,104,2.34441,7.568693243999999
ONIXSOLAR,EQ,348.35,16.55,   4.99,5,348.35,331.85,393.95,262.45,2.14098,7.301812290000001
AAREYDRUGS,EQ,92.5,4.29,   4.86,5,92.62,86.41,100,50.31,7.16181,6.356822556
MENONBE,BE,301.4,14.35,   5.00,5,301.4,278.55,301.4,101.5,1.75931,5.2733557939999995
MON100,EQ,329.32,-2.88,  -0.87,20,329.32,329.32,342.55,200.7,1.12323,3.699021036
BALAJIPHOS,SM,108,14.2,  15.14,20,112.55,89,184.7,78.8,2.64,2.423256
BHAGERIA,BE,263.2,12.5,   4.99,5,263.2,263.2,263.2,127.51,0.88629,2.33271528
TANKUP,ST,1501.8,71.5,   5.00,5,1501.8,1431,1501.8,319.95,0.1375,1.9975725
CALSOFT,EQ,39.13,1.86,   4.99,5,39.13,37.61,39.13,10.9,5.13118,1.995002784
SHIVALIK,BE,336,13.8,   4.28,5,338.3,325,496,206.4,0.55819,1.879369911
GANESHBE,BE,116,0.8,   0.69,5,120.96,115.2,129.99,68.4,1.52025,1.812138
PLAZACABLE,EQ,59.37,2.82,   4.99,5,59.37,55.55,65,27,3.02514,1.77878232
ESCONET,SM,217.4,19.75,   9.99,10,217.4,197.65,280,91.25,0.78,1.669668
MASPTOP50,EQ,80.48,-0.04,  -0.05,20,80.49,80.45,82.78,63.19,2.00386,1.612706528
MAHKTECH,EQ,22.59,-0.13,  -0.57,20,22.63,22.05,35.59,21,6.06162,1.3638645
AARADHYA,SM,93.6,15.6,  20.00,20,93.6,80,182,64.2,1.5,1.32345
FORCAS,ST,235.85,11.2,   4.99,5,235.85,226.05,235.85,91.5,0.496,1.162376
NATIONSTD,EQ,106.88,-1.34,  -1.24,5,113.63,104,1519.95,98.27,0.94404,1.049206056
SAAKSHI,ST,309,14.6,   4.96,5,309.1,290,331,147.4,0.33,0.995511
DCG,SM,67,10.1,  17.75,20,68.25,56.85,77.45,47,1.5,0.9744
BRANDMAN,SM,183,16.6,   9.98,10,183,169,243.8,109.35,0.488,0.8729832
KORE,SM,110.8,-8,  -6.73,10,130.65,108.1,212.3,85,0.5375,0.63580875
NURECA,BE,338.2,6.4,   1.93,5,348.35,324.05,358,204,0.18296,0.6262903759999999
OILCOUNTUB,BE,67.23,3.2,   5.00,5,67.23,65.8,84.6,35.65,0.76221,0.5113666889999999
EFFWA,ST,336,16,   5.00,5,336,332.8,399.95,165,0.148,0.4965992
GSMFOILS,SM,129.6,6.15,   4.98,5,129.6,129.6,293.85,79.7,0.365,0.47304
SANGINITA,BE,58.76,2.79,   4.98,5,58.76,58.76,68.02,9.23,0.75453,0.443361828
ANSALBU,EQ,79.78,2.78,   3.61,20,92.4,76.5,92.4,70.64,0.46059,0.396061341
GANGAFORGE,EQ,1.77,0.08,   4.73,5,1.77,1.74,3.29,1.53,22.48677,0.395767152
MONQ50,EQ,145.12,-2.92,  -1.97,20,145.12,145.12,151.65,79.26,0.23469,0.340582128
SONUINFRA,ST,38.45,1.8,   4.91,5,38.45,38.3,114.8,33.3,0.885,0.340194
ASMS,BE,7.25,0.22,   3.13,5,7.38,7,17.6,6.66,4.47967,0.32253624
GVKPIL,BE,2.1,0.02,   0.96,2,2.12,2.05,4.06,2.05,14.68407,0.305428656
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,166.23007,0.29921412599999997
AKSHARCHEM,BE,384.65,18.3,   5.00,5,384.65,384.65,384.65,141.3,0.07294,0.28056371
POLYSIL,SM,60.9,2.9,   5.00,5,60.9,60.75,356.75,47.25,0.445,0.270916
VILINBIO,SM,46,-0.9,  -1.92,5,49.2,46,54.4,18.95,0.56,0.264656
DHARIWAL,SM,21.65,1,   4.84,5,21.65,21.65,48.3,15.98,1.2,0.2598
CONTI,SM,11.65,0.55,   4.95,5,11.65,11.2,28.5,10.15,2.19978,0.24923507400000003
SUPTANERY,BE,15.44,0.73,   4.96,5,15.44,15.44,15.44,6.81,1.5026,0.23200144
RNBDENIMS,EQ,10.83,0.51,   4.94,5,10.83,10.83,67.67,7.72,1.76886,0.19156753799999998
TGL,ST,17.9,0.85,   4.99,5,17.9,16.25,91.8,14.1,1.068,0.1894632
COOLCAPS,ST,21.75,1,   4.82,5,21.75,20.05,99.5,19,0.8875,0.1865525
SETCO,BE,17.9,0.2,   1.13,5,18.58,17.5,28.62,11.56,1.00647,0.181869129
SRIKPRIND,EQ,25.35,4.22,  19.97,20,25.35,21.13,25.35,19.4,0.66491,0.163301896
HOLMARC,SM,105,2.95,   2.89,5,107.15,105,126.8,60.05,0.15,0.160305
ICDSLTD,EQ,49.22,8.2,  19.99,20,49.22,39.51,62.32,36.4,0.3181,0.15494651
HMT,BZ,64.27,3.06,   5.00,5,64.27,61.4,72.95,41,0.23878,0.151720812
AARNAV,BE,33.63,1.6,   5.00,5,33.63,31.23,37.4,21,0.44159,0.146342926
VADILENT,EQ,10216,-283,  -2.70,20,12598,9999,12598,9401,0.00118,0.127562248
PARSVNATH,BE,1.49,0.02,   1.36,2,1.49,1.49,18.75,1.35,8.30694,0.123773406
URAVIDEF,BE,118.97,5.66,   5.00,5,118.97,115.58,477,101,0.09773,0.116191197
SOMATEX,EQ,84.14,4,   4.99,5,84.14,81.7,161.25,62.15,0.12616,0.10564638400000001
HPTL,SM,315,-15.35,  -4.65,5,346.85,315,360,186,0.03,0.102144
CRSL,BE,2.88,0.13,   4.73,5,2.88,2.81,3.56,1.72,3.48057,0.099892359
ODIGMA,EQ,23.34,0.91,   4.06,5,23.55,22.4,56.09,20,0.38258,0.088873334
UEL,EQ,208.72,9.93,   5.00,5,208.72,208.72,284.2,92.32,0.04228,0.088246816
BURNPUR,EQ,18.64,0.88,   4.95,5,18.64,18.64,21.39,11.13,0.40109,0.074763176
ORTINGLOBE,EQ,15.97,0.67,   4.38,5,16.06,14.8,21.3,10.66,0.3613,0.05722992
ALKALI,BE,67.41,3.21,   5.00,5,67.41,64.89,107.38,46.8,0.06922,0.046176662
DBSTOCKBRO,BE,30.47,1.45,   5.00,5,30.47,28.91,48.5,23.15,0.14616,0.044330328
SABAR,ST,8.25,0.35,   4.43,5,8.25,8.25,9.55,3.95,0.45,0.037125
RADIOWALLA,ST,30.25,1.4,   4.85,5,30.25,30.25,72,22.2,0.112,0.03388
BAWEJA,ST,25,1.15,   4.82,5,25,24.35,55.45,21.1,0.136,0.0338776
SHYAMCENT,BE,5,0.08,   1.63,5,5.16,4.82,9.75,3.68,0.67744,0.033397791999999996
