symbol,shortName,price,changePct,volume
EIX,Edison International,53.98,-23.07,24689903
PCG,Pacific Gas & Electric Co.,13.27,-20.06,153622033
MNSO,MINISO Group Holding Limited,9.3,-9.97,2681268
AON,Aon plc,321.52,-9.53,2422421
PSQL,Pasqal Holding SA,17.3,-9.47,2006489
KRMN,Karman Holdings Inc.,41.45,-9.04,4224816
HWM,Howmet Aerospace Inc.,244.95,-7.51,9431551
HSAI,Hesai Group,16.12,-7.46,1922408
TKC,Turkcell Iletisim Hizmetleri AS,5.03,-6.85,8614193
TTWO,"Take-Two Interactive Software, ",219.7,-6.67,6785487
GLBE,Global-E Online Ltd.,37.35,-6.51,1806569
PONY,Pony AI Inc.,7.09,-6.46,5210689
BFLY,"Butterfly Network, Inc.",7.89,-6.41,5699499
PINS,"Pinterest, Inc.",21.71,-6.38,23202627
BEKE,KE Holdings Inc,17.19,-6.17,5047806
