symbol,shortName,price,changePct,volume
NIQ,NIQ Global Intelligence plc,16.58,41.95,9820305
ALMR,"Alamar Biosciences, Inc.",36.57,30.65,1541997
SEPN,"Septerna, Inc.",47.76,22.93,1152931
FRMI,Fermi Inc.,7.12,21.09,48888459
NN,NextNav Inc.,17.83,15.55,10897100
RNW,ReNew Energy Global plc,6.85,11.75,23647730
IMOS,ChipMOS TECHNOLOGIES INC.,59.28,11.74,227508
AEHR,Aehr Test Systems,117.18,10.34,2518602
ZLAB,Zai Lab Limited,26.0,10.31,3778183
ONTO,Onto Innovation Inc.,319.79,9.76,1073333
BVC,BitVentures Limited,14.08,9.74,73987
VSEC,VSE Corporation,241.82,9.31,530415
SEZL,Sezzle Inc.,128.27,8.7,1184902
ARMK,Aramark,60.47,8.54,4784603
ACHR,Archer Aviation Inc.,6.79,8.47,87198792
