changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-137786,11-Aug-2026,Index Options,30492,128.2,Put,76.83,282487.29554,72.5,168278,24600,NIFTY,282487.29554,SR,24471.7,3247615,OPTIDXNIFTY11-08-2026PE24600,OPTIDX,-81.88
-57547,11-Aug-2026,Index Options,50212,78.15,Put,49.71,297292.10156,52.2,107759,24550,NIFTY,297292.10156,SR,24471.7,4906377,OPTIDXNIFTY11-08-2026PE24550,OPTIDX,-53.4
-26941,11-Aug-2026,Index Options,12296,178.6,Put,80.04,77991.67749,99.2,39237,24650,NIFTY,77991.67749,SR,24471.7,683493,OPTIDXNIFTY11-08-2026PE24650,OPTIDX,-68.66
-22213,11-Aug-2026,Index Options,17601,228,Put,74.58,68002.86292,130.6,39814,24700,NIFTY,68002.86292,SR,24471.7,475091,OPTIDXNIFTY11-08-2026PE24700,OPTIDX,-55.79
-6349,11-Aug-2026,Index Options,3821,277.95,Put,65.25,13936.16536,168.2,10170,24750,NIFTY,13936.16536,SR,24471.7,80870,OPTIDXNIFTY11-08-2026PE24750,OPTIDX,-62.43
-6291,11-Aug-2026,Index Options,4813,328.7,Put,57.5,19594.72608,208.7,11104,24800,NIFTY,19594.72608,SR,24471.7,95169,OPTIDXNIFTY11-08-2026PE24800,OPTIDX,-56.66
-6029,18-Aug-2026,Index Options,29048,195.75,Put,34.77,21766.41734,145.25,35077,24600,NIFTY,21766.41734,SR,24471.7,171877,OPTIDXNIFTY18-08-2026PE24600,OPTIDX,-17.19
-5546,25-Aug-2026,Index Options,4601,273.2,Put,24.27,2671.47661,219.85,10147,24650,NIFTY,2671.47661,SR,24471.7,14909,OPTIDXNIFTY25-08-2026PE24650,OPTIDX,-54.66
-3583,25-Aug-2026,Index Options,16254,295.9,Put,23.04,5119.9306,240.5,19837,24700,NIFTY,5119.9306,SR,24471.7,26592,OPTIDXNIFTY25-08-2026PE24700,OPTIDX,-18.06
-3372,25-Aug-2026,Index Options,51579,784.65,Put,17.85,10364.10846,665.8,54951,58000,BANKNIFTY,10364.10846,SR,57446.25,41079,OPTIDXBANKNIFTY25-08-2026PE58000,OPTIDX,-6.14
-3244,11-Aug-2026,Index Options,2954,527.95,Put,32.72,6180.56935,397.8,6198,25000,NIFTY,6180.56935,SR,24471.7,18316,OPTIDXNIFTY11-08-2026PE25000,OPTIDX,-52.34
-2545,11-Aug-2026,Index Options,2049,427.6,Put,41.66,5474.42122,301.85,4594,24900,NIFTY,5474.42122,SR,24471.7,20567,OPTIDXNIFTY11-08-2026PE24900,OPTIDX,-55.4
-2235,25-Aug-2026,Stock Options,3697,148.6,Call,128.97,6620.4861,64.9,5932,2800,MCX,6620.4861,SR,2895,31081,OPTSTKMCX25-08-2026CE2800,OPTSTK,-37.68
-2214,25-Aug-2026,Index Options,5427,626.6,Put,19.61,4529.99808,523.85,7641,57700,BANKNIFTY,4529.99808,SR,57446.25,22730,OPTIDXBANKNIFTY25-08-2026PE57700,OPTIDX,-28.98
-2195,25-Aug-2026,Stock Futures,207740,1191.5,-,0.24,103833.87168,1188.6,209935,0,INFY,103833.87168,SR,1190.7,21784,FUTSTKINFY25-08-2026XX0,FUTSTK,-1.05
-2070,25-Aug-2026,Index Options,2063,13.65,Put,2.63,62.25326,13.3,4133,23450,NIFTY,62.25326,SR,24471.7,6721,OPTIDXNIFTY25-08-2026PE23450,OPTIDX,-50.08
-2063,25-Aug-2026,Index Options,4322,668.85,Put,17.79,3868.12935,567.85,6385,57800,BANKNIFTY,3868.12935,SR,57446.25,17830,OPTIDXBANKNIFTY25-08-2026PE57800,OPTIDX,-32.31
-1787,25-Aug-2026,Index Options,13428,24.65,Put,9.56,470.03127,22.5,15215,23700,NIFTY,470.03127,SR,24471.7,29612,OPTIDXNIFTY25-08-2026PE23700,OPTIDX,-11.74
-1715,29-Dec-2026,Index Options,31339,631.95,Put,7.3,2054.82477,588.95,33054,25000,NIFTY,2054.82477,SR,24471.7,5012,OPTIDXNIFTY29-12-2026PE25000,OPTIDX,-5.19
-1658,11-Aug-2026,Index Options,474,1529.25,Put,9.58,1981.84821,1395.55,2132,26000,NIFTY,1981.84821,SR,24471.7,2015,OPTIDXNIFTY11-08-2026PE26000,OPTIDX,-77.77
-1576,25-Aug-2026,Stock Futures,21096,1205.4,-,3.78,50792.2345,1161.5,22672,0,DRREDDY,50792.2345,SR,1205,6802,FUTSTKDRREDDY25-08-2026XX0,FUTSTK,-6.95
-1551,25-Aug-2026,Index Options,135161,54.55,Put,18.59,2447.53587,46,136712,24000,NIFTY,2447.53587,SR,24471.7,67481,OPTIDXNIFTY25-08-2026PE24000,OPTIDX,-1.13
-1534,25-Aug-2026,Index Options,3191,47.75,Put,10.92,177.12236,43.05,4725,55100,BANKNIFTY,177.12236,SR,57446.25,11317,OPTIDXBANKNIFTY25-08-2026PE55100,OPTIDX,-32.47
-1387,25-Aug-2026,Stock Options,2983,11.55,Call,71.11,3057.3501,6.75,4370,400,LICI,3057.3501,SR,406,18123,OPTSTKLICI25-08-2026CE400,OPTSTK,-31.74
-1279,25-Aug-2026,Index Options,12931,40,Put,11.42,546.86905,35.9,14210,23900,NIFTY,546.86905,SR,24471.7,19989,OPTIDXNIFTY25-08-2026PE23900,OPTIDX,-9
