symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
PLUG,"Plug Power, Inc.",2.22,0.11,5.21,145101679,64011596,3097053440
INTC,Intel Corporation,97.71,0.19,0.19,163634859,122126472,492849201152
SPCX,Space Exploration Technologies ,133.29,-5.45,-3.93,108280221,122024902,1756999319552
ACHR,Archer Aviation Inc.,6.79,0.53,8.47,87198792,43443474,5179852800
NVDA,NVIDIA Corporation,217.5,-0.05,-0.02,95707655,150599853,5268067319808
NU,Nu Holdings Ltd.,13.65,-0.21,-1.52,74036062,75022200,65936109568
RIOT,"Riot Platforms, Inc.",20.24,0.84,4.33,76064000,16774035,7653780992
ONDS,Ondas Inc,9.74,0.43,4.62,72336139,88657556,5550424064
PATH,"UiPath, Inc.",15.72,0.13,0.83,64774927,62242993,8144850432
SMCI,"Super Micro Computer, Inc.",31.6,0.14,0.45,62151716,52991412,20441188352
BBD,Banco Bradesco Sa,3.21,-0.12,-3.6,53749592,30946158,34962276352
RIG,Transocean Ltd (Switzerland),5.81,0.09,1.57,51835066,36960390,6489073664
JOBY,"Joby Aviation, Inc.",8.42,-0.39,-4.43,51297484,40289100,8328425984
AAL,"American Airlines Group, Inc.",15.29,0.29,1.93,48564995,109315929,10121520128
EA,Electronic Arts Inc.,209.7,209.7,0.0,48430629,3085136,52925640704
FRMI,Fermi Inc.,7.12,1.24,21.09,48888459,18990072,4543153152
ONON,On Holding AG,30.91,-7.87,-20.29,42211459,5323758,10303221760
PLTR,Palantir Technologies Inc.,174.94,-0.29,-0.17,41866512,43645767,420391059456
GRAB,Grab Holdings Limited,3.74,0.07,1.91,38805144,49346979,15255459840
SOFI,"SoFi Technologies, Inc.",17.98,-0.14,-0.77,37928667,78835648,23222433792
HL,Hecla Mining Company,17.76,0.21,1.2,34509490,30596727,11930607616
MARA,"MARA Holdings, Inc.",9.68,0.12,1.26,36318992,43998243,3739377408
CDE,"Coeur Mining, Inc.",18.58,0.43,2.37,33260488,34190496,19099031552
F,Ford Motor Company,13.98,0.13,0.94,36337303,64474730,55746588672
OPEN,Opendoor Technologies Inc,3.58,0.1,2.87,32350624,56344908,3476505856
