symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
GLAND,GLANDEQN,2933,10.79,8760097,8760097,25380191033.25,2667.3,11-Aug-2026,,2988.4,1573.6,285.7,2845.5,2924.4,2988.4,2808,2026-08-11 16:00:28
CHENNPETRO,CHENNPETROEQN,1418,14.35,17236108,17236108,23852877500.12,1240.1,07-Aug-2026,,1449,620.85,177.9,1249,1426.1,1449,1237,2026-08-11 16:00:28
HDFCBANK,HDFCBANKEQN,729,-0.27,29154365,29154365,21246535037.4,731,19-Jun-2026,,1020.5,726.55,-2,730.5,729,730.85,726.55,2026-08-11 16:00:28
LICI,LICIEQN,406,3.31,49779915,49779915,20166839164.8,393,25-Jun-2026,,468.48,360.75,13,394.4,406,410.45,393.2,2026-08-11 16:00:28
BSE,BSEEQN,3605,0.25,5475430,5475430,19634837225.7,3596.1,10-Jul-2026,,4446.8,2021.5,8.9,3620,3605,3628,3534.6,2026-08-11 16:00:28
ICICIBANK,ICICIBANKEQN,1429.6,-0.15,10471914,10471914,14884778559.6,1431.8,03-Aug-2026,,1480,1187.6,-2.2,1432.1,1429.6,1434,1412.2,2026-08-11 16:00:28
PAYTM,PAYTMEQN,1593.7,0.61,8421264,8421264,13552087517.28,1584.1,,,1639.9,930.6,9.6,1593.5,1593.7,1639.9,1576.1,2026-08-11 16:00:28
NAUKRI,NAUKRIEQN,1360,6.08,9948602,9948602,13522438296.46,1282,24-Jul-2026,,1437.8,908.3,78,1297,1360,1391,1291.1,2026-08-11 16:00:28
AARTIPHARM,AARTIPHARMEQN,878.9,6.79,14873286,14873286,13398302227.38,823,16-Feb-2026,,946.1,585,55.9,848.9,883.7,932.6,826.2,2026-08-11 16:00:28
RELIANCE,RELIANCEEQN,1323.9,-0.26,9953124,9953124,13163703208.68,1327.3,05-Jun-2026,,1611.8,1249.8,-3.4,1326.6,1323.9,1328.7,1314.1,2026-08-11 16:00:28
BHARTIARTL,BHARTIARTLEQN,1915.2,-1.43,6798617,6798617,13051169082.56,1943,24-Jul-2026,,2174.5,1740.5,-27.8,1934.8,1915.2,1938.3,1914.4,2026-08-11 16:00:28
INFY,INFYEQN,1190.7,0.65,10160091,10160091,12079738593.54,1183,10-Jun-2026,,1728,982.4,7.7,1188,1190.7,1193.5,1182,2026-08-11 16:00:28
MCX,MCXEQN,2895,4.92,4190150,4190150,11861267112.5,2759.3,02-Jan-2026,,3480,1460.8,135.7,2779.5,2895,2895,2742.6,2026-08-11 16:00:28
LUMAXTECH,LUMAXTECHEQN,2065,18.8,5661267,5661267,11296095883.11,1738.2,06-Aug-2026,,2085.8,990,326.8,1795,2076.3,2085.8,1795,2026-08-11 16:00:28
FINCABLES,FINCABLESEQN,1213,14.64,8840419,8840419,10444336219.17,1058.05,04-Sep-2025,,1224.5,700.8,154.95,1070,1207.85,1224.5,1052.65,2026-08-11 16:00:28
CUPID,CUPIDEQN,277,5.44,37869272,37869272,10339826026.88,262.71,09-Mar-2026,,277,31.82,14.29,265.02,276.65,277,264.7,2026-08-11 16:00:28
MRPL,MRPLEQN,180.6,10.82,57521318,57521318,10135831444.78,162.96,11-Mar-2026,,212.31,120.45,17.64,163,181.14,183,161.2,2026-08-11 16:00:28
SBIN,SBINEQN,1066,-0.47,9456913,9456913,10083906331.9,1071,15-May-2026,,1234.7,798.5,-5,1071,1066,1071,1060.4,2026-08-11 16:00:28
ROLEXRINGS,ROLEXRINGSEQN,177.21,14.14,56026330,56026330,9660620081.9,155.26,03-Jul-2026,,180,99.79,21.95,157.18,177.29,180,155.73,2026-08-11 16:00:28
ZYDUSLIFE,ZYDUSLIFEEQN,1191,6.43,8187351,8187351,9538263915,1119,24-Jul-2026,,1205,835.5,72,1119,1191,1205,1117.6,2026-08-11 16:00:28
