symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
ZYDUSLIFE,29723,18648,11075,59.39,197261,157185.22077,195625867257,191093.21334,33907.99257,1191
PIIND,34740,26881,7859,29.24,44307,21389.57791,19491203756,25249.00547,3859.42756,2730
SIEMENS,48928,38507,10421,27.06,174096,120059.18795,111694944854,141782.249,21723.06104,4011
BOSCHLTD,42963,34255,8708,25.42,251918,86780.05989,277958046162,114214.14651,27434.08662,45185
NAUKRI,46235,36953,9282,25.12,254703,88048.28373,185395452209,125960.88582,37912.60209,1360
POLYCAB,46078,38937,7141,18.34,43924,48017.36785,46235446696,53172.83481,5155.46696,9125
BHARATFORG,62706,53659,9047,16.86,172985,114569.56845,174150122395,137499.5924,22930.02395,2051
OIL,23142,19965,3177,15.91,70187,31981.29648,44756536552,41207.222,9225.92552,470
NIFTY,10634269,9309493,1324776,14.23,215225065,475339.67475,343139331045279,4685022.72754,4209683.05279,24471
APOLLOHOSP,38984,34618,4366,12.61,65617,57890.20702,67710952711,66884.48413,8994.27711,8750
MIDCPNIFTY,115662,103984,11678,11.23,159085,72942.11791,280517217774,92762.79565,19820.67774,14990
SWIGGY,90243,81238,9005,11.08,46518,53184.91923,19212024879,56818.71177,3633.79254,280
RVNL,46169,41849,4320,10.32,41590,21952.70057,16874079684,25002.20241,3049.50184,230
PAGEIND,18612,16888,1724,10.21,12106,22636.55889,7225551727,23902.37616,1265.81727,38440
KAYNES,51361,46801,4560,9.74,89016,58720.04382,46092227676,69885.17058,11165.12676,3717
MANAPPURAM,34186,31153,3033,9.74,27855,61791.075,25345807080,68423.3958,6632.3208,360
LICI,84826,77625,7201,9.28,169881,180360.53714,80372079228,193968.92942,13608.39228,406
ADANIENT,86847,79607,7240,9.09,59049,55871.88626,51422897017,64444.44993,8572.56367,2995
MAXHEALTH,33388,30845,2543,8.24,28132,18571.5432,14095205706,20968.54026,2396.99706,1040
HINDZINC,60243,55713,4530,8.13,54751,50145.80742,36066698564,56603.92057,6458.11314,586
PAYTM,83453,77624,5829,7.51,151090,110025.1582,167796200208,144257.30028,34232.14208,1593
EICHERMOT,82469,76951,5518,7.17,82372,38993.49653,63639903004,47386.12657,8392.63004,8000
ADANIGREEN,73341,68489,4852,7.08,41744,36666.60882,32323881222,42719.14104,6052.53222,1366
NATIONALUM,47349,44395,2954,6.65,46360,34885.13437,31228910250,41448.54937,6563.415,388
TATACONSUM,49138,46113,3025,6.56,22725,16881.67497,12169056124,18651.94122,1770.26624,1078
MFSL,31135,29279,1856,6.34,23358,21741.94052,12062626804,24143.96856,2402.02804,1499
ANGELONE,31461,29588,1873,6.33,27469,25398.854,18442945075,29247.92975,3849.07575,291
ASTRAL,27460,25882,1578,6.1,9063,9735.48613,4749311101,10442.64214,707.15601,1424
SHREECEM,22604,21311,1293,6.07,9020,8046.12423,5229708682,8506.46106,460.33682,25510
PFC,109188,103162,6026,5.84,55535,38396.74644,24941569003,41597.44147,3200.69503,381
GODREJPROP,44754,42384,2370,5.59,21054,22678.55063,12433133859,24362.68922,1684.13859,2037
ULTRACEMCO,61393,58204,3189,5.48,30041,18994.00727,16271725627,20768.04355,1774.03627,11780
DIVISLAB,74103,70364,3739,5.31,92779,59537.33943,73431059012,69253.02955,9715.69012,8578
BSE,138657,131673,6984,5.3,222638,134565.88218,151215732970,163284.01188,28718.1297,3605
POWERINDIA,70327,66800,3527,5.28,144599,79303.53581,120600693899,94151.7248,14848.18899,35000
NBCC,26292,25024,1268,5.07,10518,9503.1976,5685514575,10563.64335,1060.44575,93
PATANJALI,51012,48661,2351,4.83,24366,30557.28231,6518293589,32318.60445,1761.32214,353
ADANIPORTS,100609,96004,4605,4.8,44488,33713.51041,33095493292,38096.63333,4383.12292,1668
JUBLFOOD,39432,37681,1751,4.65,12675,22263.04625,5666379375,23681.9025,1418.85625,488
POLICYBZR,41526,39764,1762,4.43,91333,37834.70943,52258129745,49095.61688,11260.90745,1733
ICICIPRULI,29173,27972,1201,4.29,8098,9526.68785,2851885324,10093.70609,567.01824,501
ADANIENSOL,40030,38389,1641,4.27,26753,34024.96948,27257823992,39219.6444,5194.67492,1622
AXISBANK,205614,197436,8178,4.14,68060,71474.26756,46311038956,76483.90712,5009.63956,1229
SRF,50781,48775,2006,4.11,20680,13312.5064,9899856372,14359.79012,1047.28372,2570
WIPRO,123583,118746,4837,4.07,36792,42893.9772,16652989110,44949.5433,2055.5661,184
RECLTD,56619,54404,2215,4.07,27753,25219.46763,12883807644,27097.50282,1878.03519,344
ABCAPITAL,27033,25982,1051,4.05,8986,19410.30001,9736058958,21061.17959,1650.87958,407
BHARTIARTL,184739,177557,7182,4.04,77248,89494.38482,63594960918,94759.799,5265.41418,1915
JSWENERGY,36882,35472,1410,3.97,19214,16408.40117,10297871780,17772.20648,1363.8053,563
BANKNIFTY,1091963,1050264,41699,3.97,1925403,281101.3378,3327393844680,511693.8946,230592.5568,57446
HDFCAMC,38514,37079,1435,3.87,17747,24548.01105,11421386250,26080.22355,1532.2125,2515
SBILIFE,25879,24926,953,3.82,14283,15222.29542,8464875360,16183.19902,960.9036,1837
ADANIPOWER,72139,69493,2646,3.81,29942,30162.85545,20544729974,33325.65269,3162.79724,209
SOLARINDS,27415,26436,979,3.7,12092,17847.59911,9726050252,19728.35163,1880.75252,18770
TITAN,95608,92428,3180,3.44,133301,59204.35605,115465858606,73475.79211,14271.43606,5128
HDFCLIFE,92560,89570,2990,3.34,21369,19566.96467,11095452280,20708.98247,1142.0178,536
INDUSTOWER,80185,77687,2498,3.22,23824,42655.12585,11211269242,44299.52327,1644.39742,369
APLAPOLLO,29482,28569,913,3.2,23272,29689.12506,13571247889,31674.65395,1985.52889,2012
HINDPETRO,34574,33509,1065,3.18,14282,22312.93331,9375028492,23837.02323,1524.08992,390
ASHOKLEY,55062,53369,1693,3.17,27947,39665.338,21150059100,43716.429,4051.091,174
ALKEM,19245,18662,583,3.12,8308,8782.17181,4984586895,9598.16576,815.99395,5527
BANKBARODA,79869,77518,2351,3.03,21204,34306.18746,12162241464,36025.97836,1719.79089,246
HAL,82734,80340,2394,2.98,39479,27208.7305,26984077968,31916.63518,4707.90468,4909
WAAREEENER,76806,74594,2212,2.97,18687,10784.7103,8146409853,12280.80883,1496.09853,2704
VEDL,101234,98341,2893,2.94,53157,26001.26574,15189561111,29829.37436,3828.10861,275
CIPLA,47556,46227,1329,2.87,13355,8219.58011,7565252131,8963.42892,743.84881,1463
INDIANB,25720,25018,702,2.81,9022,14764.7419,6643723920,15748.5811,983.8392,875
DIXON,122738,119412,3326,2.79,46687,26196.54654,31244933991,30711.68645,4515.13991,14023
TATASTEEL,136266,132588,3678,2.77,40946,29288.35085,18865539962,31805.18797,2516.83712,188
ITC,214303,208523,5780,2.77,60640,27709.48885,27436775825,29907.65273,2198.16387,279
HCLTECH,97692,95084,2608,2.74,44794,16979.84568,23344291232,21115.918,4136.07232,1365
COALINDIA,102478,99749,2729,2.74,27851,29378.01622,12857116068,30953.8669,1575.85068,412
SBICARD,45944,44753,1191,2.66,7279,13285.28256,2530559888,13615.36144,330.07888,650
NHPC,35077,34173,904,2.65,5579,6578.24102,2432206293,6842.67045,264.42943,76
NESTLEIND,36966,36021,945,2.62,17646,21188.87935,11449467650,22612.50585,1423.6265,1493
BAJAJHLDNG,6857,6684,173,2.59,2507,3713.21133,1829723362,3985.54495,272.33362,11550
LUPIN,50174,48921,1253,2.56,25694,19629.01404,23708098140,22247.01544,2618.0014,2278
VBL,74799,72932,1867,2.56,21017,27747.08116,9468081150,29241.33016,1494.249,437
BLUESTARCO,34006,33159,847,2.55,17511,12723.26584,7700843124,13868.50708,1145.24124,1497
ETERNAL,117961,115158,2803,2.43,70374,68619.46403,47672504834,75836.86737,7217.40334,318
LTF,36068,35227,841,2.39,6274,8847.56857,3629698762,9417.9312,570.36262,315
MOTHERSON,44567,43546,1021,2.34,18804,22816.13715,17503664076,25268.55666,2452.41951,169
AUBANK,38095,37226,869,2.33,13234,17860.2865,12555332760,19488.0141,1627.7276,1070
PNB,57816,56521,1295,2.29,14887,27322.0376,11038895920,28782.1168,1460.0792,114
TMPV,94711,92617,2094,2.26,23662,20672.09456,11546693712,22915.75168,2243.65712,347
GRASIM,78030,76306,1724,2.26,29260,64897.43595,18446948180,68538.81775,3641.3818,3322
JINDALSTEL,35994,35208,786,2.23,8760,10078.48981,5175633325,10700.19806,621.70825,1095
SBIN,315660,308833,6827,2.21,205909,101661.18982,159320418862,118515.15345,16853.96362,1066
BHEL,56976,55759,1217,2.18,15072,22888.94422,14335552061,25559.82108,2670.87686,403
TIINDIA,16130,15797,333,2.11,4422,5312.47236,2004271424,5714.6866,402.21424,2780
CUMMINSIND,42272,41408,864,2.09,14666,18233.52156,14390794938,19535.47094,1301.94938,5378
ABB,40789,39970,819,2.05,18156,16264.06773,16008522773,18387.92047,2123.85273,7611
CONCOR,27236,26692,544,2.04,9917,8996.07387,5568278987,9932.73875,936.66487,512
MAZDOCK,49696,48715,981,2.01,20225,13085.08692,10675155316,14986.86509,1901.77816,2554
IOC,50021,49041,980,2,16036,20302.17637,9158721195,21477.10207,1174.9257,140
HINDUNILVR,127013,124534,2479,1.99,26835,15552.9363,15673642062,16779.37692,1226.44062,2064
MCX,94273,92485,1788,1.93,243608,151622.24694,144505953776,182037.59721,30415.35026,2895
JIOFIN,153670,150757,2913,1.93,32295,29844.29006,16890847850,32300.74107,2456.451,252
IDEA,118488,116265,2223,1.91,50983,103466.69538,39877059680,111495.61793,8028.92255,12
GVT&D,40530,39770,760,1.91,31846,21099.62406,15620888137,23527.00543,2427.38137,4420
CAMS,21334,20938,396,1.89,7220,6447.24126,4204190446,6967.88573,520.64446,788
POWERGRID,74719,73344,1375,1.87,17838,9894.03853,8449398781,10627.23884,733.20031,267
LICHSGFIN,63062,61955,1107,1.79,12929,11761.6257,5479641380,12420.8395,659.2138,502
IRFC,44532,43751,781,1.79,8233,4951.72679,3601211565,5413.16644,461.43965,87
HDFCBANK,973007,956098,16909,1.77,207542,121852.41952,90489972326,133555.68278,11703.26326,729
AUROPHARMA,32848,32292,556,1.72,14332,13723.39518,11546550642,15155.5316,1432.13642,1658
BDL,33693,33128,565,1.71,9797,11545.44213,4463730855,12622.46068,1077.01855,1307
VMM,14647,14404,243,1.69,3038,4502.23269,1219949406,4719.1955,216.96281,110
LODHA,34779,34224,555,1.62,9070,12181.98887,5819184643,13029.08531,847.09643,1212
SUNPHARMA,87277,85899,1378,1.6,36157,25418.40073,22540522301,28122.05375,2703.65301,1942
FORTIS,29961,29490,471,1.6,24775,22462.75461,16018183243,24201.18454,1738.42993,935
JSWSTEEL,77584,76378,1206,1.58,13863,19845.27445,10342833705,21084.9565,1239.68205,1283
SONACOMS,21242,20918,324,1.55,7721,18428.21449,5977724681,19249.5188,821.30431,800
PGEL,32690,32197,493,1.53,17176,10782.00723,9381223884,12414.13108,1632.12384,616
RADICO,13961,13754,207,1.51,2570,4791.69978,1303783201,4965.08179,173.38201,4545
DMART,54850,54046,804,1.49,32071,14217.74415,18466649620,16602.44035,2384.6962,4054
UNITDSPR,29539,29109,430,1.48,6850,6220.18008,3632590668,6640.72676,420.54668,1548
DALBHARAT,14835,14620,215,1.47,3541,4035.71324,1755639366,4276.5619,240.84866,1835
GMRAIRPORT,31017,30574,443,1.45,4010,7866.08275,2262834243,8183.77168,317.68893,105
COLPAL,39006,38463,543,1.41,6343,4422.82439,3232633789,4694.99728,272.17289,2008
PETRONET,26422,26065,357,1.37,6104,4156.58326,2870044487,4536.29313,379.70987,277
UPL,51510,50825,685,1.35,10665,11713.99153,7399261575,12545.68578,831.69425,568
YESBANK,60044,59248,796,1.34,4949,9987.16477,2666736365,10251.56142,264.39665,22
SHRIRAMFIN,64920,64067,853,1.33,23374,34942.84728,18690320772,37600.455,2657.60772,1129
IREDA,40421,39898,523,1.31,5930,11659.86841,2054064155,11933.08022,273.2118,118
