symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NOK,Nokia Corporation Sponsored,9.73,-0.55,-5.35,181047744,112652914,54318055424
NU,Nu Holdings Ltd.,14.19,-0.32,-2.21,180319744,69729275,68544573440
AAL,"American Airlines Group, Inc.",13.555,-1.23,-8.35,121032774,107233027,8965075968
TSLA,"Tesla, Inc.",319.69,-54.32,-14.52,113736601,47337077,1200667361280
T,AT&T Inc.,22.96,-0.08,-0.35,103085064,58408696,159533842432
NVDA,NVIDIA Corporation,208.76,-3.3,-1.56,109599573,157399852,5056375554048
INTC,Intel Corporation,100.23,-2.39,-2.33,111630889,133855683,503755997184
ONDS,Ondas Inc,7.93,-0.07,-0.88,85681241,83697470,4518819840
OPEN,Opendoor Technologies Inc,3.845,-0.54,-12.21,86205203,55347627,3709412352
SMCI,"Super Micro Computer, Inc.",31.2,0.64,2.09,84251324,53399927,20182437888
SOFI,"SoFi Technologies, Inc.",16.65,-0.42,-2.46,73115503,78578168,21357641728
SPCX,Space Exploration Technologies ,118.24,2.98,2.59,73615368,123834337,1557715877888
HBAN,Huntington Bancshares Incorpora,17.4,-0.87,-4.76,67374431,21656957,35272073216
CLF,Cleveland-Cliffs Inc.,10.96,1.51,15.98,67264781,19000018,6251744768
F,Ford Motor Company,14.15,-0.27,-1.87,60532503,62351413,56383401984
GOOGL,Alphabet Inc.,317.69,-24.4,-7.13,68992243,32358460,3876635279360
QS,QuantumScape Corporation,5.115,-0.76,-12.86,63670420,25247301,3146467072
JOBY,"Joby Aviation, Inc.",7.54,-0.09,-1.18,58758666,40307634,7416667136
MARA,"MARA Holdings, Inc.",12.77,0.36,2.9,58246997,44428116,4868824576
NOW,"ServiceNow, Inc.",91.94,-3.52,-3.69,47562658,27232762,94818459648
SOUN,"SoundHound AI, Inc.",6.22,-0.24,-3.72,49561545,29240281,2709893376
HL,Hecla Mining Company,15.32,-0.37,-2.36,45237155,26046393,10275313664
ACI,"Albertsons Companies, Inc.",11.44,-3.16,-21.64,46134314,6880500,5603064832
RIG,Transocean Ltd (Switzerland),5.32,0.02,0.38,41947353,35951057,5887965184
CMCSA,Comcast Corporation,21.92,-1.6,-6.8,50802667,36052500,78303248384
