symbol,shortName,price,changePct,volume
LBRT,Liberty Energy Inc.,19.62,-21.96,13679787
ACI,"Albertsons Companies, Inc.",11.44,-21.64,46134314
STM,STMicroelectronics N.V.,53.49,-18.67,31422189
MBLY,Mobileye Global Inc.,7.47,-14.92,29247269
TSLA,"Tesla, Inc.",319.69,-14.52,113736601
QS,QuantumScape Corporation,5.115,-12.86,63670420
XMTR,"Xometry, Inc.",86.51,-12.12,1499053
CHRN,ChronoScale Holdings Corporatio,22.57,-11.63,307614
TMUS,"T-Mobile US, Inc.",170.42,-10.75,9597594
MOH,Molina Healthcare Inc,200.29,-9.67,3061832
BBAR,Banco BBVA Argentina S.A.,18.86,-9.63,721654
AUR,"Aurora Innovation, Inc.",5.99,-9.38,24522840
ROL,"Rollins, Inc.",39.44,-9.27,16993476
SEZL,Sezzle Inc.,159.01,-8.74,700133
AAL,"American Airlines Group, Inc.",13.555,-8.35,121032774
