symbol,shortName,price,changePct,volume
SIMO,Silicon Motion Technology Corpo,236.81,-16.76,1424701
NFE,New Fortress Energy Inc.,13.88,-15.78,762479
INIO,INNIO N.V.,17.45,-14.25,5481641
GLW,Corning Incorporated,143.6,-13.7,17677983
TER,"Teradyne, Inc.",329.2,-13.3,4883077
NOK,Nokia Corporation Sponsored,9.65,-13.3,124885200
MXL,"MaxLinear, Inc",64.79,-13.12,3065066
MTSI,MACOM Technology Solutions Hold,239.62,-12.83,2178253
COHR,Coherent Corp.,266.5,-12.73,9872159
VIAV,Viavi Solutions Inc.,33.82,-12.72,6331919
COHU,"Cohu, Inc.",49.97,-12.46,983530
SITM,SiTime Corporation,558.35,-12.16,518083
SMTC,Semtech Corporation,147.05,-12.07,3173621
AEHR,Aehr Test Systems,83.37,-11.95,3116380
AXTI,AXT Inc,57.06,-11.9,10152348
