changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-32530,23-Jun-2026,Index Options,68509,2.85,Put,-39.36,4083.31853,4.7,101039,23400,NIFTY,4083.31853,SS,24013.1,1059364,OPTIDXNIFTY23-06-2026PE23400,OPTIDX,-32.2
-20192,30-Jun-2026,Stock Futures,607235,781.6,-,-0.8,291085.48628,787.9,627427,0,HDFCBANK,291085.48628,SS,781,67747,FUTSTKHDFCBANK30-06-2026XX0,FUTSTK,-3.22
-14404,23-Jun-2026,Index Options,52734,0.85,Put,-45.16,184.36766,1.55,67138,22500,NIFTY,184.36766,SS,24013.1,228744,OPTIDXNIFTY23-06-2026PE22500,OPTIDX,-21.45
-13019,23-Jun-2026,Index Options,17068,0.55,Put,-42.11,21.04783,0.95,30087,21500,NIFTY,21.04783,SS,24013.1,44974,OPTIDXNIFTY23-06-2026PE21500,OPTIDX,-43.27
-10635,23-Jun-2026,Index Options,36283,1.3,Put,-40.91,371.97313,2.2,46918,22900,NIFTY,371.97313,SS,24013.1,304397,OPTIDXNIFTY23-06-2026PE22900,OPTIDX,-22.67
-10399,23-Jun-2026,Index Options,71239,2.1,Put,-43.24,2523.89408,3.7,81638,23300,NIFTY,2523.89408,SS,24013.1,965899,OPTIDXNIFTY23-06-2026PE23300,OPTIDX,-12.74
-8335,23-Jun-2026,Index Options,59431,1.85,Put,-41.27,1249.92574,3.15,67766,23200,NIFTY,1249.92574,SS,24013.1,593507,OPTIDXNIFTY23-06-2026PE23200,OPTIDX,-12.3
-5798,23-Jun-2026,Index Options,47220,0.4,Put,-38.46,21.00103,0.65,53018,21200,NIFTY,21.00103,SS,24013.1,59832,OPTIDXNIFTY23-06-2026PE21200,OPTIDX,-10.94
-5049,23-Jun-2026,Index Options,6163,0.8,Put,-42.86,40.78946,1.4,11212,22400,NIFTY,40.78946,SS,24013.1,51862,OPTIDXNIFTY23-06-2026PE22400,OPTIDX,-45.03
-3943,30-Jun-2026,Stock Futures,223730,1316,-,-1.14,362546.262,1331.2,227673,0,RELIANCE,362546.262,SS,1311.5,54844,FUTSTKRELIANCE30-06-2026XX0,FUTSTK,-1.73
-3283,30-Jun-2026,Stock Futures,27570,208.56,-,-3.06,53450.3736,215.14,30853,0,BANDHANBNK,53450.3736,SS,207.9,7085,FUTSTKBANDHANBNK30-06-2026XX0,FUTSTK,-10.64
-3239,23-Jun-2026,Index Options,59155,0.65,Put,-45.83,66.06437,1.2,62394,22000,NIFTY,66.06437,SS,24013.1,108125,OPTIDXNIFTY23-06-2026PE22000,OPTIDX,-5.19
-3118,23-Jun-2026,Index Options,20878,2.5,Put,-39.02,1705.5792,4.1,23996,23350,NIFTY,1705.5792,SS,24013.1,546660,OPTIDXNIFTY23-06-2026PE23350,OPTIDX,-12.99
-3054,30-Jun-2026,Stock Options,10889,0.5,Call,-50,15.47748,1,13943,1275,INFY,15.47748,SS,1054.2,7587,OPTSTKINFY30-06-2026CE1275,OPTSTK,-21.9
-3017,23-Jun-2026,Index Options,119917,1.55,Put,-39.22,1249.1358,2.55,122934,23000,NIFTY,1249.1358,SS,24013.1,839191,OPTIDXNIFTY23-06-2026PE23000,OPTIDX,-2.45
-2942,23-Jun-2026,Index Options,16653,0.9,Put,-41.94,73.88431,1.55,19595,22600,NIFTY,73.88431,SS,24013.1,84827,OPTIDXNIFTY23-06-2026PE22600,OPTIDX,-15.01
-2817,30-Jun-2026,Index Options,21856,14.55,Put,-13.91,139.78971,16.9,24673,53500,BANKNIFTY,139.78971,SS,57685.75,28996,OPTIDXBANKNIFTY30-06-2026PE53500,OPTIDX,-11.42
-2750,30-Jun-2026,Stock Options,3430,1.25,Call,-72.53,31.09264,4.55,6180,1205,INFY,31.09264,SS,1054.2,6701,OPTSTKINFY30-06-2026CE1205,OPTSTK,-44.5
-2750,23-Jun-2026,Index Options,11513,0.6,Put,-42.86,13.34177,1.05,14263,21800,NIFTY,13.34177,SS,24013.1,24148,OPTIDXNIFTY23-06-2026PE21800,OPTIDX,-19.28
-2110,23-Jun-2026,Index Options,7308,0.9,Put,-43.75,33.03535,1.6,9418,22650,NIFTY,33.03535,SS,24013.1,35541,OPTIDXNIFTY23-06-2026PE22650,OPTIDX,-22.4
-2094,23-Jun-2026,Index Options,2972,0.5,Put,-47.37,7.37036,0.95,5066,21600,NIFTY,7.37036,SS,24013.1,14726,OPTIDXNIFTY23-06-2026PE21600,OPTIDX,-41.33
-2024,23-Jun-2026,Index Options,9048,549.75,Call,-19.07,17796.2382,679.3,11072,23500,NIFTY,17796.2382,SS,24013.1,55800,OPTIDXNIFTY23-06-2026CE23500,OPTIDX,-18.28
-2000,30-Jun-2026,Index Options,46720,19,Put,-11.63,343.8981,21.5,48720,54000,BANKNIFTY,343.8981,SS,57685.75,54587,OPTIDXBANKNIFTY30-06-2026PE54000,OPTIDX,-4.11
-1799,23-Jun-2026,Index Options,2553,0.55,Put,-45,6.13357,1,4352,21700,NIFTY,6.13357,SS,24013.1,11369,OPTIDXNIFTY23-06-2026PE21700,OPTIDX,-41.34
-1773,23-Jun-2026,Index Options,44635,1.05,Put,-44.74,277.30071,1.9,46408,22800,NIFTY,277.30071,SS,24013.1,260132,OPTIDXNIFTY23-06-2026PE22800,OPTIDX,-3.82
