symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
TATACAP,EQ,379.95,34.5,   9.99,10,379.95,342.6,379.95,296,478.99182,1751.098295556
HFCL,EQ,209.61,9.98,   5.00,5,209.61,204.01,209.61,59.82,260.62936,545.002054696
PANAMAPET,EQ,489.9,81.65,  20.00,20,489.9,409.2,489.9,229,104.73948,490.23313613999994
VOGL,BE,32.88,1.56,   4.98,5,32.88,30.42,38,30.42,1083.29755,352.830012035
VISL,BE,25.57,1.21,   4.97,5,25.57,23.26,25.57,19.06,790.39406,198.942184902
RELTD,EQ,168,24.04,  16.70,20,172.75,143.99,188.01,114.77,89.80426,148.35663752
EBGNG,EQ,501.95,45.6,   9.99,10,501.95,469.9,501.95,239,17.09557,84.923953532
SASKEN,EQ,2564.5,-83.4,  -3.15,5,2780.2,2540,2780.2,991,2.41298,63.98233638200001
PARKHOSPS,EQ,278.9,23.65,   9.27,10,280.75,256.9,297,138.1,16.79032,45.422852696
CEMPRO,EQ,1252,59.6,   5.00,5,1252,1180.2,1257.4,503.3,3.66853,45.293505644999996
GVPIL,EQ,1052.55,50.1,   5.00,5,1052.55,960,1076,270.9,4.29266,44.293812210000006
DSSL,EQ,1448,27.8,   1.96,5,1491.2,1411,1924.8,781,2.06116,30.116227107999997
E2E,EQ,425.9,20.2,   4.98,5,425.9,415,453.8,183.36,5.58938,23.731948541999998
MSPL,EQ,44.32,2.11,   5.00,5,44.32,42.4,44.85,26.25,53.62185,23.577527444999998
IBULLSLTD,BE,26.51,1.26,   4.99,5,26.51,26,26.51,8.9,78.14526,20.700679374
IRIS,EQ,272.85,32.3,  13.43,20,288.65,235.05,426.95,203,7.03027,19.355036337
BAJAJST,EQ,420,35.9,   9.35,20,460.9,380.15,507.8,350.05,2.53345,11.01493391
RELTD-RE,BE,36.37,10.39,  39.99,40,36.37,36.37,43,23.64,27.98231,10.177166147
IZMO,EQ,1075.55,51.2,   5.00,5,1075.55,1024.35,1374.7,326.35,0.79754,8.500261073999999
ONYX,ST,37.15,1.75,   4.94,5,37.15,34.1,56,24.2,23.84,8.274864
SIGMAADV,BE,525.05,25,   5.00,5,525.05,510.05,525.05,81.61,1.44015,7.5136945950000005
MON100,EQ,328.41,-3.35,  -1.01,20,328.41,328.41,342.55,177.99,2.01525,6.618282525
DBREALTY,BE,119.22,5.67,   4.99,5,119.22,113,252.67,83.5,4.86543,5.689147299
MODISONLTD,BE,322.35,15.35,   5.00,5,322.35,295.1,362.7,114,1.52547,4.822163217
VIVIDEL,ST,1270,57.05,   4.70,5,1273.55,1232,1273.55,556,0.3672,4.64805432
TECHERA,SM,173.05,8.2,   4.97,5,173.05,159.1,325.7,127.55,2.536,4.3051136
SIGACHI,BE,23.03,1.09,   4.97,5,23.03,21.86,59.59,16.65,17.94882,4.0546384380000005
BIRLACABLE,BE,227.35,10.82,   5.00,5,227.35,207.2,241,104,1.6563,3.6971928600000004
ZIMLAB,BE,119.66,5.69,   4.99,5,119.66,109,127,59.31,3.09307,3.644873688
KOPRAN,BE,194.01,9.23,   5.00,5,194.01,187,219,107,1.70382,3.292291386
INDOTECH,BE,2679.7,127.6,   5.00,5,2679.7,2520,2977.6,1100,0.11699,3.1017207730000003
