symbol,shortName,price,changePct,volume
BFLY,"Butterfly Network, Inc.",8.9,55.87,59731176
WOLF,"Wolfspeed, Inc.",57.41,17.91,9484883
QS,QuantumScape Corporation,8.04,16.52,80749753
BE,Bloom Energy Corporation,328.91,15.41,15927664
OUST,"Ouster, Inc.",46.57,14.37,7363795
ACMR,"ACM Research, Inc.",109.87,14.22,2670862
ENTG,"Entegris, Inc.",178.77,13.62,5930590
SMR,NuScale Power Corporation,11.74,13.54,48584275
CHRN,ChronoScale Corporation,23.33,13.2,548723
KMX,CarMax Inc,53.66,13.14,7330039
IMOS,ChipMOS TECHNOLOGIES INC.,66.58,12.85,176325
EQPT,EquipmentShare.com Inc,26.32,12.67,3177272
PENG,"Penguin Solutions, Inc.",67.15,12.52,3910540
LEU,Centrus Energy Corp.,191.39,12.38,2152217
SNDK,Sandisk Corporation,2184.75,11.54,11706226
