symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SPCX,Space Exploration Technologies ,185.0,-6.82,-3.56,254914736,288722200,2437224595456
INTC,Intel Corporation,133.99,12.89,10.64,211357342,133409125,673433780224
NVDA,NVIDIA Corporation,210.69,6.04,2.95,238264530,164054030,5103122644992
AAL,"American Airlines Group, Inc.",15.99,0.57,3.7,125363904,72756777,10575548416
NOK,Nokia Corporation Sponsored,13.49,-0.34,-2.46,125181134,107598861,75308384256
FLEX,Flex Ltd.,147.61,4.48,3.13,80714535,6366326,54081044480
MRVL,"Marvell Technology, Inc.",310.58,21.04,7.27,250206305,40633190,271929278464
QS,QuantumScape Corporation,8.04,1.14,16.52,80749753,21784215,4945766400
GRAB,Grab Holdings Limited,3.57,0.12,3.48,80664791,54242658,14601298944
SOFI,"SoFi Technologies, Inc.",17.91,0.49,2.81,79322164,67948817,22973894656
PFE,"Pfizer, Inc.",25.21,-0.71,-2.74,67907094,37108300,143682977792
AMC,"AMC Entertainment Holdings, Inc",2.83,0.17,6.39,80933058,34341747,2134305920
SMCI,"Super Micro Computer, Inc.",30.66,2.88,10.37,67924163,52059106,18439491584
BFLY,"Butterfly Network, Inc.",8.9,3.19,55.87,59731176,5825853,2328603904
T,AT&T Inc.,22.01,-0.43,-1.92,55132557,42381666,152932941824
PLUG,"Plug Power, Inc.",2.85,0.2,7.55,65940975,74788901,3975946752
AAPL,Apple Inc.,298.01,2.06,0.7,76701676,47950982,4376979046400
CSCO,"Cisco Systems, Inc.",119.54,2.21,1.88,51792106,24497412,471159111680
ONDS,Ondas Inc,9.27,0.15,1.64,63575968,68671998,4794428928
RIG,Transocean Ltd (Switzerland),5.31,-0.27,-4.84,67139758,33499393,5876897280
F,Ford Motor Company,14.06,0.1,0.72,88662416,58103290,56024780800
AMZN,"Amazon.com, Inc.",244.39,6.89,2.9,66532506,45251000,2628929978368
SMR,NuScale Power Corporation,11.74,1.4,13.54,48584275,34372088,4063281920
SNAP,Snap Inc.,4.66,-0.08,-1.69,48517621,52000182,7722370048
TSLA,"Tesla, Inc.",400.49,4.11,1.04,54706416,58406217,1504129843200
