symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
DIGITIDE,EQ,119.5,17.28,  16.90,20,122.66,104.3,279.69,69.9,709.31051,830.0351588020001
HFCL,EQ,223.73,9.25,   4.31,5,225.2,210.85,225.2,59.82,288.26361,636.976099017
AEGISVOPAK,EQ,280,22.57,   8.77,10,283.17,256.55,302,158,110.87829,305.946465597
RAMCOSYS,EQ,879.55,79.95,  10.00,10,879.55,790.7,879.55,342.1,35.07615,298.23145776
DIACABS,EQ,218.77,19.88,  10.00,10,218.77,212.6,219,110.49,132.19723,287.56863441900003
SPARC,EQ,263.3,23.93,  10.00,10,263.3,241,263.3,108,96.51891,248.092206264
SOTL,EQ,582.75,50.1,   9.41,20,639.15,536.4,639.15,285.8,19.54213,115.60928686700001
CEMPRO,EQ,1521.4,72.4,   5.00,5,1521.4,1462.9,1521.4,503.3,6.87967,104.252455279
IBULLSLTD,BE,30.35,1.05,   3.58,5,30.76,28.99,30.76,8.9,245.38558,74.180060834
EBGNG,EQ,642.5,1.35,   0.21,5,673.2,615.3,689.5,239,7.67599,49.375038075999996
GVPIL,EQ,917.4,43.65,   5.00,5,917.4,841.5,1084,270.9,4.20268,37.134460212
AMIRCHAND,EQ,170.25,8.1,   5.00,5,170.25,163,200,117.02,18.87048,32.021317512
MAZDA,EQ,275.38,45.89,  20.00,20,275.38,237.79,337.77,159.2,9.93128,26.72010884
TIRUPATIFL,EQ,71.44,4.62,   6.91,10,73.5,67.5,73.5,30.11,24.60251,17.524367873
JAYBARMARU,EQ,180.12,8.57,   5.00,5,180.12,171.01,180.12,71.01,9.4842,16.83824868
IVP,EQ,189.9,28.23,  17.46,20,194,160.05,206.99,110,5.81182,10.992476348
MON100,EQ,327.91,-4.87,  -1.46,20,327.91,327.91,342.55,183.15,2.93841,9.635340231
LAMOSAIC,SM,48.5,7.8,  19.16,20,48.8,38,48.8,20.45,14.706,6.3691686
DSSL,EQ,1358.9,42,   3.19,5,1382.7,1305,1924.8,781,0.43731,5.862927708
AARTECH,EQ,57.48,9.58,  20.00,20,57.48,46.95,76.24,33.51,10.24459,5.742092695
AVADHSUGAR,BE,537.45,25.55,   4.99,5,537.45,519,537.45,306.05,0.97308,5.198387975999999
RPSGVENT,EQ,871.3,41.45,   4.99,5,871.3,828.15,1179,551.9,0.57383,4.9386105119999995
CSM,BE,107.08,5.09,   4.99,5,107.08,97.55,113,97.55,4.55798,4.795906556
GAUDIUMIVF,BE,122.74,5.84,   5.00,5,122.74,117.01,133,69.18,2.87228,3.513085668
BHAGYANGR,BE,390.05,18.55,   4.99,5,390.05,365,432.3,76.84,0.79491,3.065570415
LEMERITE,EQ,23.13,1.1,   4.99,5,23.13,22.15,107.57,20.2,12.76846,2.935468954
UNIHEALTH,ST,655.85,31.2,   4.99,5,655.85,650,656,133.65,0.43,2.816586
KAMDHENU,BE,32.81,1.56,   4.99,5,32.81,31.08,34.75,16.15,7.63012,2.477499964
AMANTA,BE,171.24,8.15,   5.00,5,171.24,171.24,171.24,92,1.34298,2.299718952
CELLECOR,ST,38.35,1.8,   4.92,5,38.35,37.1,43.85,21.8,5.58,2.128212
MENONBE,BE,166.7,7.93,   4.99,5,166.7,156,183,101.5,1.16843,1.9253389539999999
MAXVOLT,ST,381.1,15.3,   4.18,5,384.05,356,509,210.05,0.452,1.6808976
MAWANASUG,BE,110.85,5.27,   4.99,5,110.85,108.5,123.75,75.08,1.29772,1.43787376
BTTL,EQ,54.86,4.98,   9.98,10,54.86,51.4,54.86,30,2.5161,1.3667455199999998
UNIVASTU,BE,92.83,4.42,   5.00,5,92.83,89.02,106.67,56.02,1.39191,1.2859856490000001
MAFANG,EQ,191.78,0.97,   0.51,20,191.78,191.78,208.38,132.86,0.66367,1.272786326
EPWINDIA,ST,256.25,12.2,   5.00,5,256.25,238,256.25,98,0.492,1.2506148
SSFL,ST,287.5,13.4,   4.89,5,287.8,267.2,295.1,86,0.415,1.1747405
PRADPME,BE,533.2,-14.25,  -2.60,5,574.8,525.15,596,357.05,0.18984,1.018738392
LOKESHMACH,BE,330.6,15.7,   4.99,5,330.6,330.6,330.6,138.96,0.29749,0.98350194
BRANDMAN,ST,204.3,7.8,   3.97,5,206.3,197,243.8,109.35,0.432,0.883872
MANAKSTEEL,BE,80.11,3.81,   4.99,5,80.11,75.21,87.13,45.11,1.07727,0.849535122
MONQ50,EQ,145.58,-1.51,  -1.03,20,145.58,145.58,147.24,72.18,0.56389,0.820911062
EMPOWER,BE,2.3,0.07,   3.14,5,2.34,2.24,2.82,1.3,35.41326,0.810963654
KDL,SM,125.45,5.95,   4.98,5,125.45,124.95,339.95,100.85,0.6255,0.78443955
KAUSHALYA,EQ,1208.2,201.35,  20.00,20,1208.2,1040.95,1841.9,750,0.06412,0.7635922559999999
ORBTEXP,BE,234.4,3.08,   1.33,5,242.88,230,265,135,0.31351,0.745338674
VMSTMT,BE,48.89,1.75,   3.71,5,49.49,46.52,105,33.5,1.46299,0.7171576980000001
MERCURYEV,BE,37.08,1.76,   4.98,5,37.08,34.3,0,0,1.87955,0.6882912099999999
DELPHIFX,BE,8.46,0.32,   3.93,5,8.54,8.15,18.25,7.29,7.56725,0.6386759
MAHKTECH,EQ,21.82,0.07,   0.32,20,21.82,21.82,35.59,20.51,2.70374,0.589956068
HALDYNGL,BE,124.86,5.94,   4.99,5,124.86,119,133.7,85,0.44803,0.553272247
MASPTOP50,EQ,77.97,0.19,   0.24,20,77.97,77.97,82.78,53.26,0.65309,0.509214273
ABAN,BE,15.76,0.52,   3.41,5,16,15.31,61,13.18,3.17661,0.504128007
PRECOT,EQ,775.75,36.9,   4.99,5,775.75,730.05,861.25,300.05,0.05822,0.449714568
HILTON,BE,23.67,1.12,   4.97,5,23.67,22.1,58.83,13.43,1.86555,0.4365387
CHEMBONDCH,BE,240.09,11.43,   5.00,5,240.09,233.64,244.99,104.85,0.17922,0.42670489800000005
DBEIL,BE,8.7,0.23,   2.72,5,8.89,8.12,18.56,5.15,4.74407,0.41273409
PRIMECAB,ST,129.2,6.15,   5.00,5,129.2,126,136.7,70.4,0.256,0.3301376
DYNAMIC,ST,168.7,2.55,   1.53,5,174.45,168.7,183.9,84.7,0.19,0.328757
GREENLEAF,ST,101.6,4.8,   4.96,5,101.6,99.7,185.9,52.5,0.32,0.32432
KCEIL,ST,94.1,1.25,   1.35,5,97.45,91.6,388.05,74.7,0.325,0.310765
CHEMBOND,BE,189.99,6.49,   3.54,5,192.67,180,234.99,105.15,0.16057,0.305002715
CLASSICEIL,ST,47.75,2.25,   4.95,5,47.75,47.7,113.9,34.75,0.592,0.2826208
DIVINEHIRA,ST,121.95,1.45,   1.20,5,126.5,120.5,126.5,17.93,0.18,0.223254
S&SPOWER,EQ,372.35,17.7,   4.99,5,372.35,337.05,468.9,193.5,0.05775,0.2079693
TECHLABS,ST,120.3,5.7,   4.97,5,120.3,120.3,660,105,0.1375,0.1654125
ESCONET,ST,124.15,3.65,   3.03,5,126.5,120.1,280,91.25,0.124,0.1547644
PENINLAND,BE,15.65,0.74,   4.96,5,15.65,14.7,46,13.82,0.99236,0.152624968
DHARAN,BZ,0.16,0.01,   6.67,5,0.16,0.15,0.61,0.11,100.38496,0.15057743999999998
TRU,EQ,5.5,-0.02,  -0.36,5,5.79,5.27,20.84,4.55,2.74143,0.148585506
BHADORA,ST,94.4,4.45,   4.95,5,94.4,94.4,128.85,49.5,0.156,0.147264
GRANDOAK,EQ,49.89,1.88,   3.92,5,50.41,48.61,55.76,24,0.2712,0.13625088
GRADIENTE,EQ,3.26,0.15,   4.82,5,3.26,3.17,9.4,2.08,3.97383,0.129149475
NFPSAMPOOR,SM,23.25,1.1,   4.97,5,23.25,22.5,54.5,21.85,0.52,0.119496
ACCORD,ST,178.35,8.45,   4.97,5,178.35,178.35,178.35,19.85,0.06,0.10701
SNEHAA,ST,50.05,1.15,   2.35,5,51.3,48,122,35.5,0.19,0.095228
NORBTEAEXP,EQ,74.3,3.18,   4.47,5,74.67,68.5,99.35,30.5,0.09749,0.071499166
SADBHIN,BE,2.93,0.07,   2.45,5,3,2.75,5.61,2.06,2.22399,0.064273311
BIKEWO,ST,45.8,2.15,   4.93,5,45.8,45.75,45.8,13.65,0.14,0.064106
GURUNANAK,ST,42.75,2,   4.91,5,42.75,42.7,60,22.45,0.144,0.0615312
TGL,SM,17.05,0.8,   4.92,5,17.05,16.15,146.5,14.8,0.354,0.0602862
CBAZAAR,SM,5.95,0.25,   4.39,5,5.95,5.6,8,3.05,0.88,0.051744
VSCL,ST,31.5,1.4,   4.65,5,31.6,31.5,33,16.05,0.15,0.047295
WALPAR,SM,33.7,1.6,   4.98,5,33.7,33.65,51.5,21.25,0.14,0.047166
BOHRAIND,EQ,14.49,0.69,   5.00,5,14.49,13.33,35.58,12.66,0.27074,0.038066044
SIGNORIA,ST,117.45,5.55,   4.96,5,117.45,117.45,122.45,53.1,0.03,0.035235
MIEL,SM,12,-0.25,  -2.04,5,12.85,12,35,10.7,0.22,0.027544
MANDEEP,SM,19.3,0.9,   4.89,5,19.3,19.3,31.9,17.25,0.12,0.02316
VITAL,BE,50.06,2.38,   4.99,5,50.06,47.91,69.4,35.4,0.04343,0.021502193
LOYALTEX,EQ,210.5,0.5,   0.24,10,231,209.99,379.5,170.04,0.00999,0.021465513000000002
LCCINFOTEC,EQ,4.75,0.22,   4.86,5,4.75,4.51,5.89,3.64,0.45268,0.021185423999999998
SITINET,BZ,0.34,0.01,   3.03,2,0.34,0.33,0.58,0.28,6.24375,0.020604375
BULKCORP,SM,54.1,2,   3.84,5,54.7,54.1,94.6,38.05,0.036,0.01962
SHIVAMAUTO,BE,18.71,0.89,   4.99,5,18.71,18.71,35.79,13.05,0.08058,0.015076517999999999
TIJARIA,EQ,4.39,0.11,   2.57,10,4.7,4.26,10.35,3.55,0.31899,0.014290751999999999
SVPGLOB,BE,3.87,0.01,   0.26,5,4.05,3.76,6.89,2.18,0.33628,0.013249432
QUICKTOUCH,SM,23.3,0.15,   0.65,5,24.3,23.15,64.6,23,0.05,0.01165
CEDAAR,ST,20.2,0.45,   2.28,5,20.7,20.2,136.3,18.85,0.05,0.01029
PERFECT,SZ,2.9,0,   0.00,5,3,2.9,10.7,1.3,0.33,0.009669
VERITAAS,SM,40.15,1.9,   4.97,5,40.15,39.95,86.65,34.5,0.024,0.009612
GFSTEELS,BE,13.61,0,   0.00,5,13.61,13.61,13.61,8.01,0.04519,0.006150358999999999
SMVD,SM,13.3,0.6,   4.72,5,13.3,13.3,13.5,5.6,0.0404,0.0053732
YUDIZ,SM,26.9,1.25,   4.87,5,26.9,26.7,39.3,22.15,0.016,0.004288
SOCL,ST,26.6,1.25,   4.93,5,26.6,26.6,68.8,23.65,0.016,0.004256
EUROTEXIND,BE,15.67,0.74,   4.96,5,15.67,14.52,23.8,11.83,0.02632,0.0041217120000000005
PROLIFE,SM,79.55,3.75,   4.95,5,79.55,79.55,156.75,56.05,0.005,0.0039775
SHRENIK,BZ,0.39,0.01,   2.63,5,0.39,0.38,0.65,0.36,1.04505,0.00397119
UNIINFO,BE,11.5,-0.28,  -2.38,5,12.36,11.41,22.9,9.36,0.02548,0.003029572
