symbol,shortName,price,changePct,volume
DSC,DSC Holdings Ltd.,8.46,21.38,235981
IMOS,ChipMOS TECHNOLOGIES INC.,72.53,13.45,202114
IREN,IREN LIMITED,43.91,13.11,52999192
AXTI,AXT Inc,63.52,12.19,11890270
QNT,Quantinuum Inc.,83.17,11.55,5262339
CHRN,ChronoScale Holdings Corporatio,18.25,10.67,414524
PENG,"Penguin Solutions, Inc.",67.71,10.15,2913988
LMND,"Lemonade, Inc.",78.7,10.04,2714986
CRDO,Credo Technology Group Holding ,265.55,9.77,7481373
LCID,"Lucid Group, Inc.",6.66,9.54,14196705
PS,Pershing Square Inc.,35.38,9.13,445502
VCRE,Vicore Pharma Holding AB American Depositary Shares,16.25,9.06,25928
BE,Bloom Energy Corporation,295.05,8.92,8916547
HIMX,"Himax Technologies, Inc.",14.31,8.82,2686834
SEDG,"SolarEdge Technologies, Inc.",56.91,8.65,2665569
