symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
UFBL,EQ,400.8,66.8,  20.00,20,400.8,326.7,400.8,172.34,42.91214,166.190135792
SINDHUTRAD,EQ,26.61,4.09,  18.16,20,27.02,22.11,39.29,17.64,438.13628,113.126787496
E2E,EQ,3334.3,158.7,   5.00,5,3334.3,3232,3894.7,1833.6,2.94517,97.65005652
KDDL,EQ,2614.2,435.7,  20.00,20,2614.2,2450.4,3079.8,1990,2.34447,59.783281659000004
GLOTTIS,EQ,70.65,10.37,  17.20,20,72.33,59.42,93,37,75.28849,52.807346886000005
ATLANTAELE,EQ,1640,57.1,   3.61,5,1662,1568.2,1901.8,707.6,2.0485,33.61404135
QPOWER,BE,1068.4,50.8,   4.99,5,1068.4,970.1,1441,358.15,3.04189,31.634743432999997
AQYLON,EQ,60.3,2.86,   4.98,5,60.31,56.7,224.7,39.26,46.38907,27.490162882
BOROSCI,EQ,143.25,23.87,  19.99,20,143.25,118.87,190.79,96.64,18.16881,25.156534326
MON100,EQ,327.09,-0.18,  -0.06,20,327.09,327.09,331.62,175.71,7.40068,24.206884212000002
JAYBARMARU,EQ,103.27,17.21,  20.00,20,103.27,96.99,115.89,66.39,21.19565,21.46695432
GVPIL,EQ,664.35,31.6,   4.99,5,664.35,630.2,748.4,238.3,2.34202,15.30744272
MCLEODRUSS,BE,72.5,3.45,   5.00,5,72.5,69.3,72.5,28.5,20.92272,14.974390704
RFBL,ST,57.85,2.75,   4.99,5,57.85,57.8,57.85,52.5,16.47,9.526248
PFOCUS,BE,256,12.15,   4.98,5,256,236,367,94.99,3.73426,9.293079436
INDOTECH,BE,2438,86.7,   3.69,5,2468.8,2236,2977.6,1100,0.38674,9.175561195999999
ELITECON,EQ,31.68,1.5,   4.97,5,31.68,29.19,46.4,28.58,27.49799,8.672866046
SIGMAADV,BE,317.1,15.1,   5.00,5,317.1,296.25,354.9,68.16,2.58954,8.082731202
IZMO,EQ,699.3,33.3,   5.00,5,699.3,671,1374.7,295,0.89391,6.172895505
BCG,EQ,10.01,0.47,   4.93,5,10.01,9.63,22,7.97,48.05118,4.78109241
UNITECH,EQ,4.59,0.39,   9.29,10,4.62,4.14,10.5,3.1,103.17098,4.601425708
WANBURY,BE,271,12.9,   5.00,5,271,261,329.7,161.5,1.26793,3.4059135659999997
RMDRIP,EQ,19.58,0.56,   2.94,5,19.97,18.34,72.22,17.11,14.85315,2.86665795
MAFANG,EQ,193.95,-0.85,  -0.44,20,193.95,193.95,197.89,129.58,1.39542,2.70641709
NIMBSPROJ,EQ,208.05,-0.37,  -0.18,5,218.84,201.2,226.91,165.81,1.24439,2.558714718
BGRENERGY,BE,281.5,13.4,   5.00,5,281.5,265,490.8,94,0.866,2.4052284
VIVIDEL,ST,993,47.25,   5.00,5,993,993,993,556,0.2112,2.097216
FAZE3Q,EQ,478.7,22.75,   4.99,5,478.7,442.2,747.95,322.1,0.44741,2.084393708
DURLAX,ST,57.55,0.75,   1.32,5,59.6,57,59.6,28.03,2.86,1.689116
TAKE,BE,26.8,1.27,   4.97,5,26.8,26.8,50.14,8.33,6.08231,1.63005908
MASPTOP50,EQ,82.24,0.27,   0.33,20,82.24,82.23,82.69,52.52,1.8608,1.53013584
SIMCA,ST,158.25,7.3,   4.84,5,158.45,147.9,163.8,147.9,0.954,1.4698278
NOIDATOLL,EQ,6.15,1.02,  19.88,20,6.15,5.35,6.15,2.87,23.61373,1.395571443
PRECOT,EQ,716,65.05,   9.99,10,716,660,716,300.05,0.19755,1.38379824
GAUDIUMIVF,BE,112.93,5.37,   4.99,5,112.93,108.3,133,69.18,1.0974,1.23446526
INSPIRISYS,EQ,125.77,5.98,   4.99,5,125.77,117.01,125.77,69.92,0.8957,1.11568392
TERASOFT,EQ,333.65,15.85,   4.99,5,333.65,327,598,252.4,0.2943,0.9813727800000001
MAGNUM,EQ,20.69,0.98,   4.97,5,20.69,19.51,30.25,16.25,4.21554,0.83889246
FILATFASH,BE,0.24,0.01,   4.35,5,0.24,0.23,0.74,0.14,342.22679,0.7871216169999999
JAYBEE,ST,92.85,4.4,   4.97,5,92.85,89.1,295,70,0.725,0.6724375
APSISAERO,ST,282.9,13.45,   4.99,5,282.9,256.1,316.45,147.2,0.204,0.555288
PSRAJ,SM,400,6.2,   1.57,5,413.45,380,413.45,136.55,0.13,0.521599
AKIKO,ST,282,12,   4.44,5,283.5,272,299.3,62,0.184,0.5177024
