type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
RR,RELIANCE,Stock Futures,30-Jun-2026,-,0,1372,1333.3,2.9,95371,70330,25041,31503,214225.12545,214225.12545,1360.3,FUTSTKRELIANCE30-06-2026XX0,FUTSTK,35.61
RR,NIFTY,Index Options,26-May-2026,Call,23500,320.7,282.3,13.6,60674,40899,19775,1943096,309753.7911,309753.7911,23659,OPTIDXNIFTY26-05-2026CE23500,OPTIDX,48.35
RR,RELIANCE,Stock Futures,26-May-2026,-,0,1363.9,1325.1,2.93,177205,161264,15941,43166,291491.3648,291491.3648,1360.3,FUTSTKRELIANCE26-05-2026XX0,FUTSTK,9.89
RR,BHEL,Stock Futures,30-Jun-2026,-,0,413.2,403.2,2.48,16279,3309,12970,14298,152024.37862,152024.37862,408.8,FUTSTKBHEL30-06-2026XX0,FUTSTK,391.96
RR,NIFTY,Index Options,26-May-2026,Call,23800,150.7,133.9,12.55,58622,46605,12017,1166588,90432.73517,90432.73517,23659,OPTIDXNIFTY26-05-2026CE23800,OPTIDX,25.78
RR,NIFTY,Index Options,26-May-2026,Call,23600,256.35,226,13.43,49488,37488,12000,2239311,301561.29443,301561.29443,23659,OPTIDXNIFTY26-05-2026CE23600,OPTIDX,32.01
RR,GRASIM,Stock Futures,30-Jun-2026,-,0,3007,2952.1,1.86,15360,4107,11253,12503,91899.5506,91899.5506,2983,FUTSTKGRASIM30-06-2026XX0,FUTSTK,274
RR,NIFTY,Index Options,26-May-2026,Call,23400,391,346.65,12.79,23469,12380,11089,618648,118790.62369,118790.62369,23659,OPTIDXNIFTY26-05-2026CE23400,OPTIDX,89.57
RR,NIFTY,Index Options,26-May-2026,Call,23650,226.2,203.85,10.96,27491,17642,9849,1162640,143041.92448,143041.92448,23659,OPTIDXNIFTY26-05-2026CE23650,OPTIDX,55.83
RR,NIFTY,Index Options,26-May-2026,Call,23900,109.5,97.35,12.48,46521,36904,9617,934016,53292.15091,53292.15091,23659,OPTIDXNIFTY26-05-2026CE23900,OPTIDX,26.06
RR,NIFTY,Index Options,26-May-2026,Call,24000,77.15,71.1,8.51,137649,128912,8737,1642591,66335.21623,66335.21623,23659,OPTIDXNIFTY26-05-2026CE24000,OPTIDX,6.78
RR,BHEL,Stock Futures,26-May-2026,-,0,410.5,400.75,2.43,54558,46108,8450,17172,181563.63435,181563.63435,408.8,FUTSTKBHEL26-05-2026XX0,FUTSTK,18.33
RR,NIFTY,Index Options,26-May-2026,Call,23550,287.05,251.1,14.32,12794,4952,7842,1139232,165775.91409,165775.91409,23659,OPTIDXNIFTY26-05-2026CE23550,OPTIDX,158.36
RR,NIFTY,Index Futures,30-Jun-2026,-,0,23776.8,23701.2,0.32,65455,58699,6756,14307,219992.2007,219992.2007,23659,FUTIDXNIFTY30-06-2026XX0,FUTIDX,11.51
RR,NIFTY,Index Options,02-Jun-2026,Call,24000,169.15,158.5,6.72,12728,6044,6684,46990,4457.51839,4457.51839,23659,OPTIDXNIFTY02-06-2026CE24000,OPTIDX,110.59
RR,SBIN,Stock Futures,30-Jun-2026,-,0,957.7,954.2,0.37,52205,45596,6609,10045,71822.25225,71822.25225,950,FUTSTKSBIN30-06-2026XX0,FUTSTK,14.49
RR,NIFTY,Index Options,26-May-2026,Call,23450,354.55,314.1,12.88,8573,2221,6352,616315,105186.7892,105186.7892,23659,OPTIDXNIFTY26-05-2026CE23450,OPTIDX,286
RR,SUNPHARMA,Stock Futures,30-Jun-2026,-,0,1898.2,1897,0.06,19592,13264,6328,7567,50191.57048,50191.57048,1880,FUTSTKSUNPHARMA30-06-2026XX0,FUTSTK,47.71
RR,NIFTY,Index Options,02-Jun-2026,Call,23700,305,282.4,8,8786,3116,5670,27166,4903.06909,4903.06909,23659,OPTIDXNIFTY02-06-2026CE23700,OPTIDX,181.96
RR,LICHSGFIN,Stock Futures,30-Jun-2026,-,0,548.6,545.9,0.49,7267,2307,4960,5431,29480.0111,29480.0111,547.5,FUTSTKLICHSGFIN30-06-2026XX0,FUTSTK,215
RR,NIFTY,Index Options,26-May-2026,Call,24200,34.6,34.05,1.62,63147,58196,4951,878600,16881.4204,16881.4204,23659,OPTIDXNIFTY26-05-2026CE24200,OPTIDX,8.51
RR,NIFTY,Index Options,30-Jun-2026,Call,23500,702.3,661.7,6.14,16451,11505,4946,19016,8007.80874,8007.80874,23659,OPTIDXNIFTY30-06-2026CE23500,OPTIDX,42.99
RR,AXISBANK,Stock Futures,30-Jun-2026,-,0,1260.5,1247.9,1.01,28592,23673,4919,6142,48109.90212,48109.90212,1251.2,FUTSTKAXISBANK30-06-2026XX0,FUTSTK,20.78
RR,TITAN,Stock Futures,26-May-2026,-,0,4105.8,4103.7,0.05,46389,41545,4844,9304,66617.96582,66617.96582,4104.7,FUTSTKTITAN26-05-2026XX0,FUTSTK,11.66
RR,BANKNIFTY,Index Futures,30-Jun-2026,-,0,53920,53701.4,0.41,25508,20851,4657,8841,142131.71763,142131.71763,53562.2,FUTIDXBANKNIFTY30-06-2026XX0,FUTIDX,22.33
