symbol,shortName,price,changePct,volume
IMVT,"Immunovant, Inc.",35.56,35.26,19556846
TE,T1 Energy Inc.,8.7,26.45,103629698
XNDU,Xanadu Quantum Technologies Lim,14.13,20.56,7952178
NVTS,Navitas Semiconductor Corporati,22.99,18.32,37010539
ALAB,"Astera Labs, Inc.",287.48,17.69,10102085
GH,"Guardant Health, Inc.",114.97,17.09,4432390
ARM,Arm Holdings plc,256.73,15.05,17806995
ROIV,Roivant Sciences Ltd.,32.41,14.89,16739845
ENPH,"Enphase Energy, Inc.",53.15,13.67,10868003
POET,POET Technologies Inc.,14.78,13.08,50682729
USAR,"USA Rare Earth, Inc.",22.57,13.05,18910360
RXO,"RXO, Inc.",23.85,12.87,6354001
SMMT,Summit Therapeutics Inc.,17.89,12.87,4557472
LPG,Dorian LPG Ltd.,47.72,12.76,1532864
W,Wayfair Inc.,64.72,12.75,7889856
