symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,127.39,4.79,3.91,118581605,109045760,673396948992
ONDS,Ondas Inc,7.6,0.2,2.7,114076013,82175787,4425500672
AAL,"American Airlines Group, Inc.",13.35,0.0,0.0,83961547,90088293,8837298176
NVDA,NVIDIA Corporation,224.58,-0.93,-0.41,76420503,127194731,5422933082112
NOK,Nokia Corporation Sponsored,10.43,-0.2,-1.88,74815291,86152317,58393866240
SPCX,Space Exploration Technologies ,148.03,-0.33,-0.22,72496135,93693239,1951298879488
GRAB,Grab Holdings Limited,3.11,-0.09,-2.81,65443351,51377852,12723948544
PLUG,"Plug Power, Inc.",1.96,-0.08,-3.92,57947069,54057739,2738502656
ORCL,Oracle Corporation,139.54,-5.02,-3.47,56326792,32975398,421932105728
NU,Nu Holdings Ltd.,13.56,-0.06,-0.44,58056224,78839646,65504141312
F,Ford Motor Company,12.6,-0.34,-2.63,51998487,48972734,50243706880
CDE,"Coeur Mining, Inc.",18.94,-0.38,-1.97,50823303,35933765,19469088768
SOFI,"SoFi Technologies, Inc.",16.8,0.25,1.51,49735786,62664433,21698379776
PATH,"UiPath, Inc.",12.6,-0.44,-3.37,48892210,70084592,6566558720
HBAN,Huntington Bancshares Incorpora,15.31,-0.07,-0.46,46688533,24726561,30932551680
WBD,"Warner Bros. Discovery, Inc. - ",30.84,0.08,0.26,45934291,27013904,77320101888
RKT,"Rocket Companies, Inc.",11.93,-0.22,-1.81,44689487,30119687,33781493760
BB,BlackBerry Limited,8.73,0.35,4.18,45030721,17689079,5116656128
AGNC,AGNC Investment Corp.,9.62,-0.29,-2.93,41539835,22926517,11404332032
PCG,Pacific Gas & Electric Co.,12.32,-0.09,-0.73,41373771,33658715,36989161472
BAC,Bank of America Corporation,56.03,0.03,0.05,40930966,33278500,391803699200
RIG,Transocean Ltd (Switzerland),5.43,-0.04,-0.73,40563541,42491812,6064658944
IONQ,"IonQ, Inc.",44.98,2.44,5.74,42993459,20907279,18223001600
MARA,"MARA Holdings, Inc.",12.92,-0.43,-3.22,39876404,48560773,4990986752
HL,Hecla Mining Company,17.94,-0.33,-1.81,39034046,38575304,12051526656
