symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
GROWW,GROWWEQN,196.44,-3.24,187299868,195088475,38286113218.75,203.01,,,227.2,112,-6.57,199.98,196.24,199.98,195.1,2026-08-26 16:00:29
HINDCOPPER,HINDCOPPEREQN,554.9,4.18,52021121,56459799,30866007515.31,532.65,13-Feb-2026,,760.05,226.7,22.25,527,556.05,562.6,526.2,2026-08-26 16:00:29
VIYASH,VIYASHEQN,263.25,-5.42,110542668,115482970,30593748412.4,278.35,08-Sep-2021,,298,167.95,-15.1,268.85,263.4,271.15,259.1,2026-08-26 16:00:29
BSE,BSEEQN,3325.6,0.68,4441616,4810246,16088204464.22,3303,10-Jul-2026,,4446.8,2021.5,22.6,3325,3325.6,3392.1,3309,2026-08-26 16:00:29
HDFCBANK,HDFCBANKEQN,727.2,-0.04,18633783,21156463,15391115267.87,727.5,19-Jun-2026,,1020.5,715.1,-0.3,728,727.2,731,724.15,2026-08-26 16:00:29
NETWEB,NETWEBEQN,5289,0.29,2351738,2623639,14052315429.56,5273.5,07-Aug-2026,,5813,2190.7,15.5,5323.1,5271.9,5465,5231,2026-08-26 16:00:29
VBL,VBLEQN,421.25,-3.82,28849592,31112914,13339039619.22,438,31-Jul-2026,,555.8,381,-16.75,447.9,421.25,447.9,420.2,2026-08-26 16:00:29
WELCORP,WELCORPEQN,2310.5,-1.49,5432703,5769711,13132266115.77,2345.5,30-Jun-2026,,2433.9,710,-35,2300,2306.7,2350,2203.7,2026-08-26 16:00:29
DHOOTTRANS,DHOOTTRANSEQN,1569,3.1,7620864,8209205,13035971263.85,1521.75,,,1665.2,1131,47.25,1526.05,1575.55,1665.2,1512.2,2026-08-26 16:00:29
ETERNAL,ETERNALEQN,327,-1.21,35325849,39246846,12864331181.88,331,,,368.45,212.6,-4,330,327,332,325,2026-08-26 16:00:29
HINDZINC,HINDZINCEQN,626.5,5.72,18424390,19983225,12412380376.5,592.6,30-Apr-2026,,733,418,33.9,605,626.5,632,600.15,2026-08-26 16:00:29
CYIENT,CYIENTEQN,1047,6.94,11076699,11712766,12145318448.38,979.05,17-Jun-2026,,1284.7,750.3,67.95,994,1047.7,1056,984.5,2026-08-26 16:00:29
GAJA,GAJAEQN,170.2,-8,61686322,64773158,11563951897.74,160,,,191.65,165.4,-14.8,185,168.67,191.65,165.4,2026-08-26 16:00:29
FMGOETZE,FMGOETZEEQN,560.2,4.89,16738665,18134734,10228534018.02,534.1,14-Aug-2024,,578,358,26.1,534.4,548.7,578,532.4,2026-08-26 16:00:29
DMART,DMARTEQN,3826.9,-2.12,2163860,2373823,9036218370.03,3909.6,09-Aug-2021,,4949.5,3529,-82.7,3922.9,3826.9,3935.5,3737.2,2026-08-26 16:00:29
ICICIGI,ICICIGIEQN,1596.9,-1.18,5246136,5634591,9018444625.05,1616,29-May-2026,,2064.9,1544.6,-19.1,1618,1596.9,1629.6,1586.7,2026-08-26 16:00:29
BHARTIARTL,BHARTIARTLEQN,1902.1,-2.31,3880057,4552921,8743702663.66,1947,24-Jul-2026,,2174.5,1740.5,-44.9,1933.5,1902.1,1942.9,1902.1,2026-08-26 16:00:29
SAIL,SAILEQN,194.9,5.59,33468453,44553300,8490076848,184.59,08-Sep-2025,,209.7,118.1,10.31,185.95,194.9,196.5,182.4,2026-08-26 16:00:29
PAYTM,PAYTMEQN,1716,-0.12,4425224,4917036,8461776422.76,1718,,,1732.3,930.6,-2,1713.1,1716,1732.3,1707,2026-08-26 16:00:29
KOTAKBANK,KOTAKBANKEQN,416.7,3.76,18292962,20168995,8327778035.5,401.6,17-Jul-2026,,453.2,345.5,15.1,402.5,416.7,417.45,401,2026-08-26 16:00:29
