symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
GENESYS,EQ,249.5,35.25,  16.45,20,257.1,225.6,440.75,134.73,182.29833,448.034605641
MILKYMIST,EQ,222.11,20.19,  10.00,10,222.11,198.06,222.11,165,208.78033,446.810784233
RAMBHAJO,EQ,255.84,42.64,  20.00,20,255.84,210.62,255.84,161.6,122.2652,295.52721492
VISL,EQ,38.78,1.84,   4.98,5,38.78,36.95,44.78,19.06,628.02478,241.287120476
STYLEBAAZA,EQ,411.15,16.65,   4.22,5,414.2,391.5,447.1,229.95,29.53023,120.666425826
SETL,EQ,330.45,15.7,   4.99,5,330.45,313.35,330.45,104.56,26.40125,85.93606875
SIGMAADV,EQ,727.3,34.6,   4.99,5,727.3,711.45,727.3,126.73,7.28895,52.867483244999995
PVP,EQ,56.48,5.13,   9.99,10,56.48,53.5,56.48,19.99,57.96445,32.07752663
HAPPYFORGE,EQ,2188,36.9,   1.72,5,2258.6,2160,2340,862.05,1.243,27.6136179
CORDELIA,EQ,109.65,5.2,   4.98,5,109.65,104.1,109.65,62.31,24.46946,26.639901102
AASTHA,EQ,80.35,7.3,   9.99,10,80.35,73.24,140.01,70,25.33216,19.799616256
GATECH,BE,1,0.04,   4.17,5,1,0.99,1,0.4,963.38146,9.537476454
CREDENT,ST,355.35,16.9,   4.99,5,355.35,325.7,380,325.7,2.484,8.4706884
DTIL,EQ,183.22,30.53,  19.99,20,183.22,165.12,200,102,4.50987,8.114158104000001
DHUNINV,EQ,1094.9,135.1,  14.08,20,1151.75,980,1573.1,667.1,0.6361,7.065353529999999
JAIBALAJI,EQ,68.89,3.28,   5.00,5,68.89,65.07,108,53.65,7.80291,5.277888324
ABSMARINE,ST,286.4,13.6,   4.99,5,286.4,271,315.5,143.05,1.415,4.0311935
GSMFOILS,SM,106.7,5.05,   4.97,5,106.7,102,293.85,79.7,3.705,3.887286
MON100,EQ,326,-3.05,  -0.93,20,326,326,342.55,200.65,0.9292,3.029192
MENONBE,BE,277.72,13.22,   5.00,5,277.72,263,291.9,101.5,1.10041,3.002028521
ELGNZ,SM,100.75,9.15,   9.99,10,100.75,90,163,52,2.15,2.090445
NECLIFE,EQ,12.46,1.13,   9.97,10,12.46,11.33,22.4,9.3,14.72512,1.787629568
AAREYDRUGS,EQ,80.75,3.84,   4.99,5,80.75,75.35,100,50.31,2.05193,1.6485205619999999
MICEL,BE,37.69,1.79,   4.99,5,37.69,35.5,82.97,29.97,4.33516,1.594471848
KRONOX,BE,195.44,9.3,   5.00,5,195.44,187,223.42,96,0.8041,1.56220548
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,707.84238,1.274116284
KONSTELEC,ST,61.5,2.9,   4.95,5,61.5,60,75.65,28,2.02,1.235836
MAFANG,EQ,205.29,-1.65,  -0.80,20,205.29,205.29,211.42,149.74,0.54308,1.114888932
BLUEWATER,ST,456,21.1,   4.85,5,456.6,430,490.5,128,0.23,1.031228
DCMNVL,EQ,188.15,7.86,   4.36,5,189.3,172.7,189.3,95.6,0.54471,1.024000329
PARSVNATH,BE,1.41,0.02,   1.44,2,1.41,1.4,18.75,1.35,63.28712,0.8860196800000001
BGRENERGY,BE,256.95,12.2,   4.98,5,256.95,249,490.8,155.45,0.29878,0.765145702
INFINIUM,SM,268.7,24.4,   9.99,10,268.7,266,269.95,189.4,0.28,0.75152
GRCL,SM,575,-10.6,  -1.81,5,614.85,557,629.2,306.65,0.12,0.708096
UEL,EQ,171.74,8.17,   4.99,5,171.74,157.1,284.2,92.32,0.40549,0.672991753
AKSHARCHEM,BE,350.4,16.68,   5.00,5,350.4,330,350.4,141.3,0.1903,0.6584950900000001
SUNTECH,SM,43.2,7.2,  20.00,20,43.2,37.1,73,28.7,1.376,0.5784704
SPECIALITY,BE,149.34,7.11,   5.00,5,149.34,140,167.46,82.7,0.38025,0.556647975
MAHKTECH,EQ,22.68,-0.2,  -0.87,20,22.68,22.68,35.59,21,2.38293,0.540448524
KCK,ST,14.55,0.6,   4.30,5,14.6,14,50.9,11.6,3.6,0.50688
WELINV,BE,2340.6,111.4,   5.00,5,2340.6,2118,2340.6,865,0.02124,0.489567132
ALLETEC,ST,119.2,0.6,   0.51,5,124.5,116.05,315,115.8,0.404,0.487628
UCAL,BE,148.72,7.08,   5.00,5,148.72,141.64,159.7,77,0.29992,0.443641664
KSHITIJPOL,EQ,3.11,0.14,   4.71,5,3.11,3,7.2,1.88,13.58549,0.419791641
DHARIWAL,SM,17.95,0.85,   4.97,5,17.95,16.7,48.3,15.98,2.34,0.418626
SAKUMA,EQ,1.79,0.16,   9.82,10,1.79,1.71,3.1,1.1,23.29582,0.41466559599999997
