symbol,shortName,price,changePct,volume
ABCL,AbCellera Biologics Inc.,9.34,34.78,45715210
OBX,"Obsidian Therapeutics, Inc. Common Stock",35.0,27.27,26698
NESR,National Energy Services Reunit,35.79,23.33,8829991
FSLY,"Fastly, Inc.",27.75,20.86,14265952
QH,Quhuo Limited,5.08,15.85,28455
BSP,Bending Spoons S.p.A.,51.43,15.7,6893714
CLMT,"Calumet, Inc",45.47,15.17,2666733
HP,"Helmerich & Payne, Inc.",41.87,12.86,2949603
TXG,"10x Genomics, Inc.",58.57,12.57,5773650
ACHR,Archer Aviation Inc.,6.26,11.99,123374378
DDOG,"Datadog, Inc.",260.78,11.48,8413479
PTEN,"Patterson-UTI Energy, Inc.",10.99,11.35,9585917
MAAS,Maase Inc.,20.7,10.4,225062
SM,SM Energy Company,31.76,9.97,4428298
BFLY,"Butterfly Network, Inc.",9.7,9.85,12088492
