symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SPCX,Space Exploration Technologies ,138.74,5.63,4.23,166008255,120778720,1827786719232
ACHR,Archer Aviation Inc.,6.26,0.67,11.99,123374378,42471620,4775534592
PLUG,"Plug Power, Inc.",2.11,-0.07,-3.21,116930153,64819209,2943595520
NVDA,NVIDIA Corporation,217.55,-6.41,-2.86,108135773,151325148,5269278425088
INTC,Intel Corporation,97.52,-4.13,-4.06,99944552,123393238,491890835456
ONDS,Ondas Inc,9.31,0.2,2.2,86859460,87956893,5305197568
RIG,Transocean Ltd (Switzerland),5.72,0.46,8.75,59339703,36528145,6330668544
TTD,"The Trade Desk, Inc.",13.39,-0.41,-2.97,57042611,21508375,6294751232
SMCI,"Super Micro Computer, Inc.",31.46,0.33,1.06,54395598,52725414,20350623744
PLTR,Palantir Technologies Inc.,175.23,3.22,1.87,55252372,43388227,421087903744
PATH,"UiPath, Inc.",15.59,0.54,3.59,55008609,61947414,8077494784
EA,Electronic Arts Inc.,209.7,209.7,0.0,48430629,3073066,52925640704
ABCL,AbCellera Biologics Inc.,9.34,2.41,34.78,45715210,7175267,2852206080
HL,Hecla Mining Company,17.55,0.7,4.15,44006218,30269396,11771001856
PFE,"Pfizer, Inc.",27.05,0.29,1.08,42988831,41893461,154176159744
MARA,"MARA Holdings, Inc.",9.56,-0.53,-5.25,42165919,44117383,3693021440
NOK,Nokia Corporation Sponsored,9.13,-0.23,-2.46,42399545,106260780,50968539136
AAL,"American Airlines Group, Inc.",15.0,-0.94,-5.9,38154086,109446751,9929548800
JOBY,"Joby Aviation, Inc.",8.81,0.17,1.97,40200714,40331151,8714184704
WULF,TeraWulf Inc.,16.2,-0.88,-5.15,38717546,31515922,8083292672
KEEL,Keel Infrastructure Corp.,3.4,-0.48,-12.37,38187590,44939251,2053017600
ABEV,Ambev S.A.,2.94,-0.06,-2.0,36764866,27387537,45431218176
T,AT&T Inc.,24.05,0.26,1.09,36755521,64020446,164799873024
F,Ford Motor Company,14.0,0.02,0.14,35502837,64629020,55826341888
SOFI,"SoFi Technologies, Inc.",18.12,-0.26,-1.41,37046403,79361517,23403255808
