symbol,shortName,price,changePct,volume
SWKS,"Skyworks Solutions, Inc.",90.0,13.55,12941470
TEM,"Tempus AI, Inc.",68.85,10.67,8208324
FPS,"Forgent Power Solutions, Inc.",31.36,9.5,32364825
CAI,"Caris Life Sciences, Inc.",28.5,9.4,8649060
QRVO,"Qorvo, Inc.",118.06,9.34,2287650
RVTY,"Revvity, Inc.",140.19,9.11,3688036
RIG,Transocean Ltd (Switzerland),5.94,8.99,66936233
TLX,Telix Pharmaceuticals Limited,12.83,8.91,1075571
TENB,"Tenable Holdings, Inc.",38.09,8.58,7349679
VAL,Valaris Limited,88.23,8.56,1982052
KRMN,Karman Holdings Inc.,37.47,7.86,4271369
ADPT,Adaptive Biotechnologies Corpor,26.68,7.67,4122904
MRCY,Mercury Systems Inc,87.01,7.38,1074814
CVI,CVR Energy Inc.,52.17,7.28,1020948
QLYS,"Qualys, Inc.",185.37,7.21,1195662
