symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
SOLARINDS,89456,47483,41973,88.4,414385,289795.53551,404743737906,353551.28957,63755.75406,19250
NIFTY,12881647,10475998,2405649,22.96,316176865,1074843.69437,480566802662102,7717599.47039,6642755.77602,23118
MIDCPNIFTY,146989,120080,26909,22.41,251836,172178.82646,423418552986,203462.48632,31283.65986,14266
BEL,157033,135939,21094,15.52,135498,102162.57687,67855832856,110146.32918,7983.75231,382
GVT&D,57972,51403,6569,12.78,63140,37327.46847,31641123348,41694.82696,4367.35848,4246
CHOLAFIN,33677,30312,3365,11.1,15046,53215.51762,12098873775,54786.38037,1570.86275,1791
WAAREEENER,69149,62476,6673,10.68,39789,36092.55697,14912393588,37896.76786,1804.21088,2555
HAL,90544,82626,7918,9.58,101014,53625.67213,69597395560,62458.25274,8832.5806,4695
COFORGE,73819,67632,6187,9.15,121761,99072.49771,98564935006,115793.85778,16721.36006,1775
GODREJPROP,59131,54310,4821,8.88,48011,29089.54304,24936796433,33286.02238,4196.47933,1659
SBIN,318124,292628,25496,8.71,232057,125970.8043,165226686637,140292.34567,14321.54137,968
TATACONSUM,55615,51161,4454,8.71,26560,29744.08035,11906992553,30938.11589,1194.03553,986
BDL,66035,60994,5041,8.26,45314,31981.55204,20439533517,34896.45721,2914.90517,1135
BAJAJHLDNG,5270,4893,377,7.7,6847,3971.3751,5834568221,4092.53231,121.15721,11100
POWERINDIA,60829,56528,4301,7.61,50318,38012.88738,36426910865,42553.87104,4540.98365,30790
ATHERENERG,34642,32245,2397,7.43,39755,25396.66815,22337881507,29545.45822,4148.79007,1568
ICICIBANK,267228,248808,18420,7.4,158264,192770.73704,134819112232,206076.62936,13305.89232,1350
ABCAPITAL,22621,21073,1548,7.35,14512,25081.20038,15428722568,26891.98106,1810.78068,378
MAXHEALTH,33738,31435,2303,7.33,18479,22945.61136,7883047221,24076.81857,1131.20721,1030
CGPOWER,39838,37202,2636,7.09,46044,44891.25689,30834111556,49342.75245,4451.49556,858
FINNIFTY,16993,15897,1096,6.89,22345,2177.50133,34287125749,4768.80882,2591.30749,25076
