symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
DHOOTTRANS,DHOOTTRANSEQN,1183.1,-1.41,30420204,30420204,35863899505.8,871,,,1205,1131,-16.9,1200,1187.05,1205,1131,2026-08-17 16:00:28
EMBASSY,EMBASSYRRN,440.26,-2.73,61565199,61565199,26815338076.44,452.61,,,462,377.11,-12.35,439.99,440.29,441.3,435,2026-08-17 16:00:28
BSE,BSEEQN,3332,-3.34,7709125,7709125,25598226653.75,3447,10-Jul-2026,,4446.8,2021.5,-115,3390,3332,3390.4,3282.9,2026-08-17 16:00:28
RELIANCE,RELIANCEEQN,1316,0.46,13383867,13383867,17514396033.54,1310,05-Jun-2026,,1611.8,1249.8,6,1314,1316,1320.8,1298.1,2026-08-17 16:00:28
HINDCOPPER,HINDCOPPEREQN,569.95,7.73,29333771,29333771,16479125872.38,529.05,13-Feb-2026,,760.05,226.7,40.9,535,572.65,574.9,534.1,2026-08-17 16:00:28
CUPID,CUPIDEQN,270.9,-7.82,59146915,59146915,16002197853.25,293.88,09-Mar-2026,,299,32.87,-22.98,294.51,267.32,295.35,235.11,2026-08-17 16:00:28
MOLBIO,MOLBIOEQN,1056,7.76,15977892,15977892,15860294714.88,807,,,1064.75,926.35,76,980,1041.7,1064.75,926.35,2026-08-17 16:00:28
MANORAMA,MANORAMAEQN,1955,12.54,7248199,7248199,13713664989.99,1737.1,21-Aug-2025,,2043,1060.6,217.9,1775,1943.4,2043,1745.5,2026-08-17 16:00:28
LENSKART,LENSKARTEQN,607.4,-0.73,21874987,21874987,13274617111.08,611.85,,,626.95,356.1,-4.45,617.5,607.6,617.8,600.95,2026-08-17 16:00:28
IPCALAB,IPCALABEQN,1875.2,8.13,6964903,6964903,13045681213.18,1734.2,07-Aug-2026,,1945.1,1251.6,141,1805.9,1884.6,1945.1,1805.9,2026-08-17 16:00:28
PWL,PWLEQN,117.99,0.74,103684614,103684614,12824749905.66,117.12,,,161.99,77.72,0.87,114.65,119.97,128.37,114,2026-08-17 16:00:28
VIKRAMSOLR,VIKRAMSOLREQN,182.8,14.14,65091295,65091295,11693000233.8,160.15,,,407.95,155.38,22.65,163,183.1,186.5,161.47,2026-08-17 16:00:28
BHARTIARTL,BHARTIARTLEQN,1969.3,-1.14,5537411,5537411,10991151719.79,1992.1,24-Jul-2026,,2174.5,1740.5,-22.8,1984.2,1969.3,1993.2,1969.3,2026-08-17 16:00:28
HDFCBANK,HDFCBANKEQN,729,0.28,14823722,14823722,10785888364.42,727,19-Jun-2026,,1020.5,722,2,727.05,729,732.1,724.5,2026-08-17 16:00:28
HAL,HALEQN,5059,0.58,1719795,1719795,8761461231.6,5029.9,14-Aug-2026,,5149.9,3479.1,29.1,5050,5059,5149.9,5045,2026-08-17 16:00:28
ICICIBANK,ICICIBANKEQN,1415.3,-0.12,5605603,5605603,7939047360.81,1417,03-Aug-2026,,1480,1187.6,-1.7,1418,1415.3,1423.6,1407,2026-08-17 16:00:28
AZAD,AZADEQN,2874,5.75,2721054,2721054,7884716544.18,2717.8,,,2986.6,1360,156.2,2750,2899.9,2986.6,2703,2026-08-17 16:00:28
SBIN,SBINEQN,1061.2,-0.61,7039473,7039473,7468880853,1067.7,15-May-2026,,1234.7,798.5,-6.5,1064.2,1061.2,1068.8,1052.4,2026-08-17 16:00:28
NETWEB,NETWEBEQN,5219,4.23,1438746,1438746,7436475225.12,5007.2,07-Aug-2026,,5269,2037.3,211.8,5022,5212.4,5225,5008.3,2026-08-17 16:00:28
AXISBANK,AXISBANKEQN,1227.3,0.81,6068014,6068014,7425489411.94,1217.4,10-Jul-2026,,1418.3,1042.5,9.9,1220,1227.3,1235,1213.6,2026-08-17 16:00:28
